法人番号,申請者1,申請者2,,申請-住所1,申請-住所2,申請-住所3,申請-住所4,申請-マンション名,申請-電話番号1,,施設名,郵便番号,施設-住所1,施設-住所2,施設-住所3,施設-住所4,施設-マンション名,施設-電話番号1,業種,,許可年月日,許可期間開始日,許可期間終了日,その他,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人番号（申請・届出者）,氏名（法人の場合は法人名）（申請・届出者）,法人の代表者の氏名（申請・届出者）,郵便番号（申請・届出者）,都道府県（申請・届出者）,市区町村（申請・届出者）,町域（申請・届出者）,番地等（申請・届出者）,マンション名等（申請・届出者）,電話番号（申請・届出者）,ファクシミリ番号（申請・届出者）,営業施設名称、屋号又は商号,郵便番号（営業施設）,都道府県（営業施設）,市区町村（営業施設）,町域（営業施設）,番地等（営業施設）,マンション名等（営業施設）,電話番号（営業施設）,営業の種類,廃業年月日,許可年月日,許可開始日,許可満了日,許可条件,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
2300001000446,株式会社サンシティ,宮﨑紫,8400804,佐賀県,佐賀市,神野東,2-1-3　,ｏｆｆｉｃｅサンシティビル,0952-31-8888,0952-30-6628,ビジネスホテル・サンシティ,8400804,佐賀県,佐賀市,神野東,２－１－１１,,0952-31-8888,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,ビジネスホテル・サンシティ,0952,0952-31-8888,,,,佐賀県　佐賀市　神野東　２－１－１１,佐賀県佐賀市神野東２－１－１１,,204809,41,41201,神野東２,,,2021/12/01,2021/12/01,2027/11/30,株式会社サンシティ,宮﨑紫,0952-31-8888,佐賀県　佐賀市　神野東　2-1-3　,佐賀県佐賀市神野東２－１－３,ｏｆｆｉｃｅサンシティビル,204809,佐賀県,佐賀市,神野東２,,,飲食店営業,,　,2300001000446,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ビジネスホテルサンシティ0952-31-888820480941201,4f8e6360-d4fe-442e-a012-bda40ff346a0,株式会社サンシティ204809,5fc9eca8-0755-430d-8594-1d9924012824,6eb094c0-8c5c-4638-9fa8-d1d19987e24c,2021/12/01,ビジネスホテル・サンシティ,ビジネスホテルサンシティ,株式会社サンシティ
2300001000446,株式会社サンシティ,宮﨑紫,8400804,佐賀県,佐賀市,神野東,2-1-3　,ｏｆｆｉｃｅサンシティビル,0952-31-8888,0952-30-6628,ビジネスホテルサンシティ・２号館,8400804,佐賀県,佐賀市,神野東,４－１－３３,,0952-31-9999,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,ビジネスホテルサンシティ・２号館,0952,0952-31-9999,,,,佐賀県　佐賀市　神野東　４－１－３３,佐賀県佐賀市神野東４－１－３３,,204811,41,41201,神野東４,,,2021/12/01,2021/12/01,2027/11/30,株式会社サンシティ,宮﨑紫,0952-31-8888,佐賀県　佐賀市　神野東　2-1-3　,佐賀県佐賀市神野東２－１－３,ｏｆｆｉｃｅサンシティビル,204809,佐賀県,佐賀市,神野東２,,,飲食店営業,,　,2300001000446,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ビジネスホテルサンシティ２号館0952-31-999920481141201,6dd44870-d061-4303-bd76-4d745d06eda1,株式会社サンシティ204809,5fc9eca8-0755-430d-8594-1d9924012824,baed40a4-46bf-4598-a7cb-4d6fd7c460e4,2021/12/01,ビジネスホテルサンシティ・２号館,ビジネスホテルサンシティ２号館,株式会社サンシティ
,太田眞悟,,,,,,,,,,ステーキハウス帝国イマジン,8490928,佐賀県,佐賀市,若楠,2-11-3,,0952-31-7945,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,ステーキハウス帝国イマジン,0952,0952-31-7945,,,,佐賀県　佐賀市　若楠　2-11-3,佐賀県佐賀市若楠２－１１－３,,204833,41,41201,若楠２,,,2021/12/01,2021/12/01,2027/11/30,,太田眞悟 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ステキハウス帝国イマジン0952-31-794520483341201,cdb92d19-0d64-4785-aee1-98122e4cf262,,personal,95e888bc-ae81-4c7e-99a6-695f2a4ab3ae,2021/12/01,ステーキハウス帝国イマジン,ステキハウス帝国イマジン,
8290003011116,H－MART合同会社,TRAN　VIETHOANG,8400804,佐賀県,佐賀市,神野東,１丁目３－１３　,シャトー神野１０１号,090-9725-9081,,HUYNH　DE,8400811,佐賀県,佐賀市,大財１丁目,１－３,,,① 飲食店営業,,2021/12/15,2021/12/15,2028/2/29,　　　　,,408,HUYNH　DE,0952,,,,,佐賀県　佐賀市　大財１丁目　１－３,佐賀県佐賀市大財１丁目１－３,,204680,41,41201,大財１,,,2021/12/15,2021/12/15,2028/02/29,H－MART合同会社,TRAN　VIETHOANG,090-9725-9081,佐賀県　佐賀市　神野東　１丁目３－１３　,佐賀県佐賀市神野東１丁目３－１３,シャトー神野１０１号,204808,佐賀県,佐賀市,神野東１,,,飲食店営業,,　　　　,8290003011116,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ＨＵＹＮＨＤＥ20468041201,8b814de4-78c8-427b-ba56-fa29e17d38c9,Ｈ－ＭＡＲＴ合同会社204808,0d5bffe1-5c40-4ea4-b08d-4178c3432bf1,014c2525-a25c-4d0d-8e33-c15923510f9c,2021/12/15,ＨＵＹＮＨ　ＤＥ,ＨＵＹＮＨＤＥ,Ｈ－ＭＡＲＴ合同会社
,渡辺由種,,,,,,,,,,民宿クジラ支満,8470306,佐賀県,唐津市,呼子町小川島,37-2,,0955-82-8440,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,410,民宿クジラ支満,0955,0955-82-8440,,,,佐賀県　唐津市　呼子町小川島　37-2,佐賀県唐津市呼子町小川島３７－２,,205172,41,41202,呼子町小川島,,,2021/12/01,2021/12/01,2027/11/30,,渡辺由種 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,民宿クジラ支満0955-82-844020517241202,62a77f21-b373-4e1a-ba3e-a6abbb284c15,,personal,2b6024e0-41e5-434d-a6f9-6343a594c921,2021/12/01,民宿クジラ支満,民宿クジラ支満,
9300001000159,兼友商事株式会社,田中久光,8400806,佐賀県,佐賀市,神野西,１丁目８－１,,095-222-1134,0952221134,御食事処　久坊,8400805,佐賀県,佐賀市,神野西,１丁目８－１,,0952-22-1134,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,御食事処　久坊,0952,0952-22-1134,,,,佐賀県　佐賀市　神野西　１丁目８－１,佐賀県佐賀市神野西１丁目８－１,,204708,41,41201,神野西１,,,2021/12/01,2021/12/01,2027/11/30,兼友商事株式会社,田中久光,095-222-1134,佐賀県　佐賀市　神野西　１丁目８－１,佐賀県佐賀市神野西１丁目８－１,,204708,佐賀県,佐賀市,神野西１,,,飲食店営業,,　,9300001000159,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,御食事処久坊0952-22-113420470841201,0c057485-2d9f-48c4-a918-517301c66e58,兼友商事株式会社204708,a6a58f3b-781c-4712-84d8-8633c46383b1,6e197f8c-91ec-44fa-813b-7a37df5c826d,2021/12/01,御食事処　久坊,御食事処久坊,兼友商事株式会社
,山本知子,,,,,,,,,,居酒屋　呑蔵,8490937,佐賀県,佐賀市,鍋島,1-6-1,,0952-31-9353,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,居酒屋　呑蔵,0952,0952-31-9353,,,,佐賀県　佐賀市　鍋島　1-6-1,佐賀県佐賀市鍋島１－６－１,,204835,41,41201,鍋島１,,,2021/12/01,2021/12/01,2027/11/30,,山本知子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,居酒屋呑蔵0952-31-935320483541201,f1705f77-dd89-4057-9086-5d187cae39d6,,personal,606035fd-eed8-4080-a587-ffb665ce93ee,2021/12/01,居酒屋　呑蔵,居酒屋呑蔵,
2011001045931,株式会社文教,中村健二,1010051,東京都,千代田区,神田神保町,一丁目13番地　,CONVEX神保町４階,03-5280-9581,0352809591,レストラン　クロスワン　佐賀県医療センター好生館店,8408571,佐賀県,佐賀市,嘉瀬町中原,400番地,,0952-29-5875,⑪ 菓子製造業,,2021/10/5,2021/10/5,2028/5/31,　,,408,レストラン　クロスワン　佐賀県医療センター好生館店,0952,0952-29-5875,,,,佐賀県　佐賀市　嘉瀬町中原　400番地,佐賀県佐賀市嘉瀬町中原４００番地,,204691,41,41201,嘉瀬町中原,,,2021/10/05,2021/10/05,2028/05/31,株式会社文教,中村健二,03-5280-9581,東京都　千代田区　神田神保町　一丁目13番地　,東京都千代田区神田神保町１丁目１３番地,CONVEX神保町４階,72861,東京都,千代田区,神田神保町１,,,菓子製造業,,　,2011001045931,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,レストランクロスワン佐賀県医療センタ好生館店0952-29-587520469141201,9683ea8c-9c8a-4cd1-bef5-c62046139493,株式会社文教72861,1f7de40d-cbbe-4084-8a5e-3cb88b292b5e,b077945b-87cd-40c8-9616-44698d64becd,2021/10/05,レストラン　クロスワン　佐賀県医療センター好生館店,レストランクロスワン佐賀県医療センタ好生館店,株式会社文教
,樋渡悟,,,,,,,,,,大和一心庵　雪月花,8494174,佐賀県,西松浦郡有田町,上本乙,３３９０－６,,0955-46-3170,① 飲食店営業,,2021/11/30,2021/12/1,2027/11/30,　,,411,大和一心庵　雪月花,0955,0955-46-3170,,,,佐賀県　西松浦郡有田町　上本乙　３３９０－６,佐賀県西松浦郡有田町上本乙３３９０－６,,205622,41,41401,上本乙,,,2021/11/30,2021/12/01,2027/11/30,,樋渡悟 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,大和一心庵雪月花0955-46-317020562241401,f2a036ce-1131-4f77-9a94-33adcc6d0167,,personal,2c13b032-753c-4751-a82d-2af1e0314c6b,2021/11/30,大和一心庵　雪月花,大和一心庵雪月花,
,北川喜吉,,,,,,,,,,北川,8471506,佐賀県,唐津市,肥前町大浦,286,,0955-53-2436,⑯ 水産製品製造業,,2021/12/1,2021/12/1,2027/11/30,　,,410,北川,0955,0955-53-2436,,,,佐賀県　唐津市　肥前町大浦　286,佐賀県唐津市肥前町大浦２８６,,205156,41,41202,肥前町大浦,,,2021/12/01,2021/12/01,2027/11/30,,北川喜吉 ,,　　　,,,,,,,,,水産製品製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,92,,北川0955-53-243620515641202,8baee3e5-0b22-42a8-846d-536df1ead014,,personal,7a81076d-fe69-4eff-9333-31cceb19f748,2021/12/01,北川,北川,
,中田まちよ,,,,,,,,,,ゆぅ・バァ,8471503,佐賀県,唐津市,肥前町湯野浦,609,,0955-53-2719,⑪ 菓子製造業,,2021/12/1,2021/12/1,2027/11/30,　,,410,ゆぅ・バァ,0955,0955-53-2719,,,,佐賀県　唐津市　肥前町湯野浦　609,佐賀県唐津市肥前町湯野浦６０９,,205170,41,41202,肥前町湯野浦,,,2021/12/01,2021/12/01,2027/11/30,,中田まちよ ,,　　　,,,,,,,,,菓子製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,ゆぅバァ0955-53-271920517041202,14abe728-de40-4b66-b992-c7bf35e1359b,,personal,41c7f0e4-aad0-4032-b567-3c5749a0ffa5,2021/12/01,ゆぅ・バァ,ゆぅバァ,
,吉村キヨミ,,,,,,,,,,たんぽぽ会,8471526,佐賀県,唐津市,肥前町入野,445,,,㉔ 麺類製造業,,2021/12/1,2021/12/1,2027/11/30,　,,410,たんぽぽ会,0955,,,,,佐賀県　唐津市　肥前町入野　445,佐賀県唐津市肥前町入野４４５,,205153,41,41202,肥前町入野,,,2021/12/01,2021/12/01,2027/11/30,,吉村キヨミ ,,　　　,,,,,,,,,麺類製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,たんぽぽ会20515341202,bd4ae850-b7c6-40cc-baa4-ea66c516a2f7,,personal,474e0a9d-b85e-47bf-92e7-57830b09b1f4,2021/12/01,たんぽぽ会,たんぽぽ会,
,吉村キヨミ,,,,,,,,,,たんぽぽ会,8471526,佐賀県,唐津市,肥前町入野,445,,,㉕ そうざい製造業,,2021/12/1,2021/12/1,2027/11/30,　,,410,たんぽぽ会,0955,,,,,佐賀県　唐津市　肥前町入野　445,佐賀県唐津市肥前町入野４４５,,205153,41,41202,肥前町入野,,,2021/12/01,2021/12/01,2027/11/30,,吉村キヨミ ,,　　　,,,,,,,,,そうざい製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,たんぽぽ会20515341202,bd4ae850-b7c6-40cc-baa4-ea66c516a2f7,,personal,7cec66d2-82b0-4556-9546-41967be9deb6,2021/12/01,たんぽぽ会,たんぽぽ会,
9300001007278,鳴滝酒造株式会社,古館正典,,佐賀県,唐津市,神田,3272-1,,0955-74-3125,,鳴滝酒造,,佐賀県,唐津市,神田,3272‐1,,,㉑ 酒類製造業,,2021/9/1,2021/9/1,2027/8/31,　,,410,鳴滝酒造,0955,,,,,佐賀県　唐津市　神田　3272‐1,佐賀県唐津市神田３２７２－１,,204958,41,41202,神田,,,2021/09/01,2021/09/01,2027/08/31,鳴滝酒造株式会社,古館正典,0955-74-3125,佐賀県　唐津市　神田　3272-1,佐賀県唐津市神田３２７２－１,,204958,佐賀県,唐津市,神田,,,酒類製造業,,　,9300001007278,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,10,,,鳴滝酒造20495841202,fde1b125-d831-4b8c-97f7-9b4a9a64ac28,鳴滝酒造株式会社204958,8be07863-3f22-4769-a6d3-e7359f475b5f,cfd59446-e66d-44e4-a659-56128f4bae75,2021/09/01,鳴滝酒造,鳴滝酒造,鳴滝酒造株式会社
,松尾トメノ,,,,,,,,,,松尾店,8470305,佐賀県,唐津市,呼子町加部島,3943-2,,,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,410,松尾店,0955,,,,,佐賀県　唐津市　呼子町加部島　3943-2,佐賀県唐津市呼子町加部島３９４３－２,,205173,41,41202,呼子町加部島,,,2021/12/01,2021/12/01,2027/11/30,,松尾トメノ ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,松尾店20517341202,b9e7cc2e-42f4-4ac3-a1d6-8906623cd759,,personal,02f10e94-f343-42ab-bc89-df96e9b23b1e,2021/12/01,松尾店,松尾店,
,前川彰,,,,,,,,,,千生ひょう太,8470401,佐賀県,唐津市,鎮西町名護屋,3479-2,,0955-82-2917,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,410,千生ひょう太,0955,0955-82-2917,,,,佐賀県　唐津市　鎮西町名護屋　3479-2,佐賀県唐津市鎮西町名護屋３４７９－２,,205127,41,41202,鎮西町名護屋,,,2021/12/01,2021/12/01,2027/11/30,,前川彰 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,千生ひょう太0955-82-291720512741202,b0e5590f-f03c-434f-a468-280d0f000efd,,personal,b0a2f81c-bcd3-4d1f-93f8-37ba8a5c59f3,2021/12/01,千生ひょう太,千生ひょう太,
4300002004080,有限会社古賀製麺,古賀義治,8420003,佐賀県,神埼市,神埼町本堀,3263,,095-252-2962,,古賀製麺,8420003,佐賀県,神埼市,神埼町本堀,３２６３,,0952-52-2962,㉔ 麺類製造業,,2021/12/1,2021/12/1,2027/11/30,　,,408,古賀製麺,0952,0952-52-2962,,,,佐賀県　神埼市　神埼町本堀　３２６３,佐賀県神埼市神埼町本堀３２６３,,205510,41,41210,神埼町本堀,,,2021/12/01,2021/12/01,2027/11/30,有限会社古賀製麺,古賀義治,095-252-2962,佐賀県　神埼市　神埼町本堀　3263,佐賀県神埼市神埼町本堀３２６３,,205510,佐賀県,神埼市,神埼町本堀,,,麺類製造業,,　,4300002004080,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,古賀製麺0952-52-296220551041210,d4e90cc8-6fb2-44ae-8eda-186367e08e2c,有限会社古賀製麺205510,998eb47d-cb49-4210-857b-43d3b817b101,ec233ed7-345b-4449-95eb-ce15da9dad2e,2021/12/01,古賀製麺,古賀製麺,有限会社古賀製麺
7300001011637,株式会社マルマ,北島正登,8420002,佐賀県,神埼市,神埼町田道ケ里,2344-1-103,,0952-53-0483,0952-53-8166,てっ板堂　佐賀本店,8400033,佐賀県,佐賀市,光１丁目,２－５,,,① 飲食店営業,,2021/11/8,2021/11/8,2028/5/31,　,,408,てっ板堂　佐賀本店,0952,,,,,佐賀県　佐賀市　光１丁目　２－５,佐賀県佐賀市光１丁目２－５,,204847,41,41201,光１,,,2021/11/08,2021/11/08,2028/05/31,株式会社マルマ,北島正登,0952-53-0483,佐賀県　神埼市　神埼町田道ケ里　2344-1-103,佐賀県神埼市神埼町田道が里２３４４－１－１０３,,205505,佐賀県,神埼市,神埼町田道が里,,,飲食店営業,,　,7300001011637,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,てっ板堂佐賀本店20484741201,efa67094-4489-48ee-9836-7d40bd445321,株式会社マルマ205505,cc2c1852-58ea-4cc5-a2fe-3d9980ef09ae,563a29b7-ce94-42cc-b89f-835c49c34450,2021/11/08,てっ板堂　佐賀本店,てっ板堂佐賀本店,株式会社マルマ
4300002004774,有限会社 江口鮮魚店,江口憲一,8420002,佐賀県,神埼市,神埼町田道ケ里,2280-36,,095-252-3114,0952523201,有限会社　江口鮮魚店,8420002,佐賀県,神埼市,神埼町田道ケ里,２２８０－３６,,0952-52-3114,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,有限会社　江口鮮魚店,0952,0952-52-3114,,,,佐賀県　神埼市　神埼町田道ケ里　２２８０－３６,佐賀県神埼市神埼町田道が里２２８０－３６,,205505,41,41210,神埼町田道が里,,,2021/12/01,2021/12/01,2027/11/30,有限会社 江口鮮魚店,江口憲一,095-252-3114,佐賀県　神埼市　神埼町田道ケ里　2280-36,佐賀県神埼市神埼町田道が里２２８０－３６,,205505,佐賀県,神埼市,神埼町田道が里,,,飲食店営業,,　,4300002004774,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,有限会社江口鮮魚店0952-52-311420550541210,fca04c37-aeb6-410c-8275-98d7773619c7,有限会社江口鮮魚店205505,6018fe49-14ca-4232-926e-ace106a2df2d,7db76dc5-ed63-41fa-8bb3-0cd736ef78e8,2021/12/01,有限会社江口鮮魚店,有限会社江口鮮魚店,有限会社江口鮮魚店
4300002004774,有限会社 江口鮮魚店,江口憲一,8420002,佐賀県,神埼市,神埼町田道ケ里,2280-36,,095-252-3114,0952523201,有限会社　江口鮮魚店,8420002,佐賀県,神埼市,神埼町田道ケ里,２２８０－３６,,0952-52-3114,④ 魚介類販売業,,2021/12/1,2021/12/1,2027/11/30,　,,408,有限会社　江口鮮魚店,0952,0952-52-3114,,,,佐賀県　神埼市　神埼町田道ケ里　２２８０－３６,佐賀県神埼市神埼町田道が里２２８０－３６,,205505,41,41210,神埼町田道が里,,,2021/12/01,2021/12/01,2027/11/30,有限会社 江口鮮魚店,江口憲一,095-252-3114,佐賀県　神埼市　神埼町田道ケ里　2280-36,佐賀県神埼市神埼町田道が里２２８０－３６,,205505,佐賀県,神埼市,神埼町田道が里,,,魚介類販売業,,　,4300002004774,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,I,58,,,有限会社江口鮮魚店0952-52-311420550541210,fca04c37-aeb6-410c-8275-98d7773619c7,有限会社江口鮮魚店205505,6018fe49-14ca-4232-926e-ace106a2df2d,6e8c6b3d-d906-4ba9-99c1-904f345d7380,2021/12/01,有限会社江口鮮魚店,有限会社江口鮮魚店,有限会社江口鮮魚店
,前川彰,,,,,,,,,,千生ひょう太,8470012,佐賀県,唐津市,大名小路,3-1,県内一円,090-6298-1755,① 飲食店営業,,2021/12/1,2021/12/1,2026/11/30,供食前十分加熱処理されたものに限る,,410,千生ひょう太,0955,090-6298-1755,,,,佐賀県　唐津市　大名小路　3-1,佐賀県唐津市大名小路３－１,県内一円,204982,41,41202,大名小路,,,2021/12/01,2021/12/01,2026/11/30,,前川彰 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,千生ひょう太090-6298-175520498241202,7783c0a5-a73a-4981-af73-7458b02535bf,,personal,1459db3a-0ca3-4169-8cbf-b001eb0d6ca0,2021/12/01,千生ひょう太,千生ひょう太,
,前川正代,,,,,,,,,,民宿みずほ,8470306,佐賀県,唐津市,呼子町小川島,43-2,,0955-82-8585,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,410,民宿みずほ,0955,0955-82-8585,,,,佐賀県　唐津市　呼子町小川島　43-2,佐賀県唐津市呼子町小川島４３－２,,205172,41,41202,呼子町小川島,,,2021/12/01,2021/12/01,2027/11/30,,前川正代 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,民宿みずほ0955-82-858520517241202,4cd5b9cd-d392-48e3-923d-f45a86b18084,,personal,b1818de3-8346-4d65-ac21-028067177e49,2021/12/01,民宿みずほ,民宿みずほ,
,坂口フジエ,,,,,,,,,,民宿　富士,8470401,佐賀県,唐津市,鎮西町名護屋,937,,0955-82-1737,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,410,民宿　富士,0955,0955-82-1737,,,,佐賀県　唐津市　鎮西町名護屋　937,佐賀県唐津市鎮西町名護屋９３７,,205127,41,41202,鎮西町名護屋,,,2021/12/01,2021/12/01,2027/11/30,,坂口フジエ ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,民宿富士0955-82-173720512741202,74e45c68-2f59-4d25-b88f-310f7f38e633,,personal,6bef1759-b4c5-46b9-9abd-b5a7feafc59d,2021/12/01,民宿　富士,民宿富士,
,林さわ子,,,,,,,,,,本家かまどや呼子店,8470303,佐賀県,唐津市,呼子町呼子,4204,,0955-82-4875,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,410,本家かまどや呼子店,0955,0955-82-4875,,,,佐賀県　唐津市　呼子町呼子　4204,佐賀県唐津市呼子町呼子４２０４,,205176,41,41202,呼子町呼子,,,2021/12/01,2021/12/01,2027/11/30,,林さわ子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,本家かまどや呼子店0955-82-487520517641202,dba4a3e9-d7ab-4c64-885d-b52537ec6c29,,personal,4c5bf070-b26d-48e5-bce8-d9c17ba8d53b,2021/12/01,本家かまどや呼子店,本家かまどや呼子店,
