https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,分割処理中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,業態,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,セブン－イレブン　福井運動公園店,,福井市福２丁目１９１７,福井市福２丁目１９１７,,0776-33-5053,飲食店営業,,,滝本 嘉宣,,,,,2022年1月20日,2022年1月20日,福井市指令生衛第21-3-247,,221,セブン－イレブン　福井運動公園店,0776,0776-33-5053,,,,　福井市福２丁目１９１７,福井県福井市福２丁目１９１７,,97626,18,18201,福２,,2022/01/20,2022/01/20,,,,滝本 嘉宣,,,,,,,,,福井市指令生衛第21-3-247,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井運動公園店0776-33-50539762618201,c529fe1b-c34f-4974-998f-5a7d994cc5d7,,personal,43ed6c6b-a0e1-4fc0-ae64-f8d6a85088cd,2022/01/20,セブンイレブン　福井運動公園店,セブンイレブン福井運動公園店,
4294,ひとはな珈琲,福井県,福井市開発５丁目２０１１,福井市開発５丁目２０１１,,,菓子製造業,,株式会社ＫＲＥＩＳ,村田 展隆,福井県福井市文京４丁目２６－２,福井県福井市文京４丁目２６－２,,0776-97-6234,2022年1月20日,2022年1月20日,福井市指令生衛第21-3-263,,221,ひとはな珈琲,0776,,,,,福井県　福井市開発５丁目２０１１,福井県福井市開発５丁目２０１１,,97118,18,18201,開発５,,2022/01/20,2022/01/20,,,株式会社ＫＲＥＩＳ,村田 展隆,0776-97-6234,福井県福井市文京４丁目２６－２,福井県福井市文京４丁目２６－２,,97456,福井県,福井市,文京４,福井市指令生衛第21-3-263,,菓子製造業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,ひとはな珈琲9711818201,88878149-85c7-41db-b7d2-6eb67c9bcd03,株式会社ＫＲＥＩＳ97456,9c97c259-95c5-4e02-b664-74ac5ba011dd,e4def5c5-11d4-4a24-920c-73dca8feeeee,2022/01/20,ひとはな珈琲,ひとはな珈琲,株式会社ＫＲＥＩＳ
4295,ひとはな珈琲,福井県,福井市開発５丁目２０１１,福井市開発５丁目２０１１,,,飲食店営業,,株式会社ＫＲＥＩＳ,村田 展隆,福井県福井市文京４丁目２６－２,福井県福井市文京４丁目２６－２,,0776-97-6234,2022年1月20日,2022年1月20日,福井市指令生衛第21-3-264,,221,ひとはな珈琲,0776,,,,,福井県　福井市開発５丁目２０１１,福井県福井市開発５丁目２０１１,,97118,18,18201,開発５,,2022/01/20,2022/01/20,,,株式会社ＫＲＥＩＳ,村田 展隆,0776-97-6234,福井県福井市文京４丁目２６－２,福井県福井市文京４丁目２６－２,,97456,福井県,福井市,文京４,福井市指令生衛第21-3-264,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ひとはな珈琲9711818201,88878149-85c7-41db-b7d2-6eb67c9bcd03,株式会社ＫＲＥＩＳ97456,9c97c259-95c5-4e02-b664-74ac5ba011dd,3f1c5cb6-2736-4be0-ac44-8be9cba42cb1,2022/01/20,ひとはな珈琲,ひとはな珈琲,株式会社ＫＲＥＩＳ
4296,やきとり　ごとう,,福井市順化１丁目１４－３ＮＯＶＡビル１Ｆ,福井市順化１丁目１４－３,ＮＯＶＡビル１Ｆ,0776-21-0510,飲食店営業,,,後藤 英樹,,,,,2022年1月20日,2022年1月20日,福井市指令生衛第21-4-655,,221,やきとり　ごとう,0776,0776-21-0510,,,,　福井市順化１丁目１４－３,福井県福井市順化１丁目１４－３,ＮＯＶＡビル１Ｆ,97261,18,18201,順化１,,2022/01/20,2022/01/20,,,,後藤 英樹,,,,,,,,,福井市指令生衛第21-4-655,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,やきとりごとう0776-21-05109726118201,69e27374-9868-4de1-ba50-b800a29bdfb9,,personal,a98ef138-0da7-4d32-9989-24c6e654d5a2,2022/01/20,やきとり　ごとう,やきとりごとう,
4297,ロマンス,,福井市順化１丁目１８－８開明ビル１０３号,福井市順化１丁目１８－８,開明ビル１０３号,0776-28-7997,飲食店営業,,,金 春子,,,,,2022年1月20日,2022年1月20日,福井市指令生衛第21-4-660,,221,ロマンス,0776,0776-28-7997,,,,　福井市順化１丁目１８－８,福井県福井市順化１丁目１８－８,開明ビル１０３号,97261,18,18201,順化１,,2022/01/20,2022/01/20,,,,金 春子,,,,,,,,,福井市指令生衛第21-4-660,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ロマンス0776-28-79979726118201,3fd3cba9-de75-4f97-94aa-1c9a9b263e67,,personal,57aae877-9dbe-43dc-8dd2-2f95cbc9bd75,2022/01/20,ロマンス,ロマンス,
4286,セブン－イレブン　福井西谷３丁目店,,福井市西谷３丁目７０８,福井市西谷３丁目７０８,,0776-34-0811,飲食店営業,,,前枝 俊宏,,,,,2022年1月19日,2022年1月19日,福井市指令生衛第21-3-237,,221,セブン－イレブン　福井西谷３丁目店,0776,0776-34-0811,,,,　福井市西谷３丁目７０８,福井県福井市西谷３丁目７０８,,97574,18,18201,西谷３,,2022/01/19,2022/01/19,,,,前枝 俊宏,,,,,,,,,福井市指令生衛第21-3-237,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井西谷３丁目店0776-34-08119757418201,91622806-a23b-42d0-9470-428072495495,,personal,17d520c4-7a5f-4786-abe5-1ed533ce1d8f,2022/01/19,セブンイレブン　福井西谷３丁目店,セブンイレブン福井西谷３丁目店,
4287,セブン－イレブン　福井みのり店,,福井市みのり３丁目２１－１７,福井市みのり３丁目２１－１７,,0776-36-8752,飲食店営業,,,田中 幸一,,,,,2022年1月19日,2022年1月19日,福井市指令生衛第21-3-238,,221,セブン－イレブン　福井みのり店,0776,0776-36-8752,,,,　福井市みのり３丁目２１－１７,福井県福井市みのり３丁目２１－１７,,97496,18,18201,みのり３,,2022/01/19,2022/01/19,,,,田中 幸一,,,,,,,,,福井市指令生衛第21-3-238,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井みのり店0776-36-87529749618201,c59b5f4c-72fa-4022-b4fc-5983c916a466,,personal,4585d4ed-1d81-4860-ad90-50e76e517af2,2022/01/19,セブンイレブン　福井みのり店,セブンイレブン福井みのり店,
4288,おいで康,,福井市堀ノ宮１丁目３２５,福井市堀ノ宮１丁目３２５,,0776-28-0828,飲食店営業,,,嶋﨑 康志,,,,,2022年1月19日,2022年1月19日,福井市指令生衛第21-4-625,,221,おいで康,0776,0776-28-0828,,,,　福井市堀ノ宮１丁目３２５,福井県福井市堀ノ宮１丁目３２５,,97599,18,18201,堀ノ宮１,,2022/01/19,2022/01/19,,,,嶋﨑 康志,,,,,,,,,福井市指令生衛第21-4-625,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,おいで康0776-28-08289759918201,cad64fe9-7395-4eb9-b400-977167d114c0,,personal,8b07ad05-bf49-46b0-a84c-a7cbef2002ad,2022/01/19,おいで康,おいで康,
4289,錦梅堂,福井県,福井市順化１丁目７－７,福井市順化１丁目７－７,,0776-24-0383,菓子製造業,,有限会社錦梅堂,紅谷 宏志,福井県福井市順化１丁目７－７,福井県福井市順化１丁目７－７,,0776-24-0383,2022年1月19日,2022年1月19日,福井市指令生衛第21-4-641,,221,錦梅堂,0776,0776-24-0383,,,,福井県　福井市順化１丁目７－７,福井県福井市順化１丁目７－７,,97261,18,18201,順化１,,2022/01/19,2022/01/19,,,有限会社錦梅堂,紅谷 宏志,0776-24-0383,福井県福井市順化１丁目７－７,福井県福井市順化１丁目７－７,,97261,福井県,福井市,順化１,福井市指令生衛第21-4-641,,菓子製造業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,錦梅堂0776-24-03839726118201,f21312d3-6df9-443f-8954-f5357cc2d616,有限会社錦梅堂97261,87ab4764-d9ed-4a07-9050-b3b5c8d51e5a,d663b8c4-9068-4d51-96cd-2d42aa6f5760,2022/01/19,錦梅堂,錦梅堂,有限会社錦梅堂
4290,デスペラード,福井県,福井市順化１丁目１７－１５オリエンタル５　１Ｆ,福井市順化１丁目１７－１５,オリエンタル５　１Ｆ,0776-21-1988,飲食店営業,,有限会社Ｄ＆Ｇ　Ｆａｃｔｏｒｙ,織田 拓実,福井県福井市順化１丁目１７－１５オリエンタル５　１Ｆ,福井県福井市順化１丁目１７－１５,オリエンタル５　１Ｆ,0776-21-1988,2022年1月19日,2022年1月19日,福井市指令生衛第21-4-642,,221,デスペラード,0776,0776-21-1988,,,,福井県　福井市順化１丁目１７－１５,福井県福井市順化１丁目１７－１５,オリエンタル５　１Ｆ,97261,18,18201,順化１,,2022/01/19,2022/01/19,,,有限会社Ｄ＆Ｇ　Ｆａｃｔｏｒｙ,織田 拓実,0776-21-1988,福井県福井市順化１丁目１７－１５,福井県福井市順化１丁目１７－１５,オリエンタル５　１Ｆ,97261,福井県,福井市,順化１,福井市指令生衛第21-4-642,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,デスペラド0776-21-19889726118201,215d15cc-5a6e-4a6c-b44b-710d24d78a09,有限会社Ｄ＆Ｇ　Ｆａｃｔｏｒｙ97261,89ca1fe4-5290-462b-989c-a06f63505bf7,aab8577d-3808-4c4f-9599-85da511558fe,2022/01/19,デスペラード,デスペラド,有限会社Ｄ＆Ｇ　Ｆａｃｔｏｒｙ
4291,有限会社亜米利館,福井県,福井市順化１丁目１４－１３亜米利館ビル１Ｆ,福井市順化１丁目１４－１３,亜米利館ビル１Ｆ,0776-26-6320,飲食店営業,,有限会社亜米利館,山本 峰雄,福井県福井市順化１丁目１４－１３,福井県福井市順化１丁目１４－１３,,0776-26-6320,2022年1月19日,2022年1月19日,福井市指令生衛第21-4-635,,221,有限会社亜米利館,0776,0776-26-6320,,,,福井県　福井市順化１丁目１４－１３,福井県福井市順化１丁目１４－１３,亜米利館ビル１Ｆ,97261,18,18201,順化１,,2022/01/19,2022/01/19,,,有限会社亜米利館,山本 峰雄,0776-26-6320,福井県福井市順化１丁目１４－１３,福井県福井市順化１丁目１４－１３,,97261,福井県,福井市,順化１,福井市指令生衛第21-4-635,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,有限会社亜米利館0776-26-63209726118201,3fdc7964-486f-44de-b71f-fdb52bea9733,有限会社亜米利館97261,b153e034-e619-445d-b4a3-19b13c254a62,62c59065-5117-4c75-a8bb-713cf38a9faa,2022/01/19,有限会社亜米利館,有限会社亜米利館,有限会社亜米利館
4280,ハートポート,,福井市文京３丁目１－１山下ビル１Ｆ,福井市文京３丁目１－１,山下ビル１Ｆ,0776-23-8544,飲食店営業,,,吉田 ふみ子,,,,,2022年1月18日,2022年1月18日,福井市指令生衛第21-4-560,,221,ハートポート,0776,0776-23-8544,,,,　福井市文京３丁目１－１,福井県福井市文京３丁目１－１,山下ビル１Ｆ,97455,18,18201,文京３,,2022/01/18,2022/01/18,,,,吉田 ふみ子,,,,,,,,,福井市指令生衛第21-4-560,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ハトポト0776-23-85449745518201,806cfc05-b115-4775-9f70-279857fd9344,,personal,ac63ccc1-c76e-426b-bbd1-4388560d6bf9,2022/01/18,ハートポート,ハトポト,
4281,セブン－イレブン　福井和田東店,,福井市和田東２丁目９０２,福井市和田東２丁目９０２,,0776-26-5512,飲食店営業,,,増永 直樹,,,,,2022年1月18日,2022年1月18日,福井市指令生衛第21-3-231,,221,セブン－イレブン　福井和田東店,0776,0776-26-5512,,,,　福井市和田東２丁目９０２,福井県福井市和田東２丁目９０２,,97613,18,18201,和田東２,,2022/01/18,2022/01/18,,,,増永 直樹,,,,,,,,,福井市指令生衛第21-3-231,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井和田東店0776-26-55129761318201,7751f135-6a61-4878-9f7c-dafdd18da01c,,personal,9d03f3d1-485f-4f48-bdf3-051aa64f9b26,2022/01/18,セブンイレブン　福井和田東店,セブンイレブン福井和田東店,
4282,セブン－イレブン　福井花堂南店,,福井市花堂南１丁目５０２,福井市花堂南１丁目５０２,,0776-36-7731,飲食店営業,,,加藤 正治,,,,,2022年1月18日,2022年1月18日,福井市指令生衛第21-3-232,,221,セブン－イレブン　福井花堂南店,0776,0776-36-7731,,,,　福井市花堂南１丁目５０２,福井県福井市花堂南１丁目５０２,,97553,18,18201,花堂南１,,2022/01/18,2022/01/18,,,,加藤 正治,,,,,,,,,福井市指令生衛第21-3-232,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井花堂南店0776-36-77319755318201,2eeb9acb-2b0b-4134-ae55-ff9b43d5628f,,personal,5324a9c7-a443-42cc-b0f8-8f4de0462b68,2022/01/18,セブンイレブン　福井花堂南店,セブンイレブン福井花堂南店,
4283,セブン－イレブン　福井高木町店,,福井市高木町１４－１１－１,福井市高木町１４－１１－１,,0776-52-1009,飲食店営業,,,田中 啓嗣,,,,,2022年1月18日,2022年1月18日,福井市指令生衛第21-3-244,,221,セブン－イレブン　福井高木町店,0776,0776-52-1009,,,,　福井市高木町１４－１１－１,福井県福井市高木町１４－１１－１,,97294,18,18201,高木町,,2022/01/18,2022/01/18,,,,田中 啓嗣,,,,,,,,,福井市指令生衛第21-3-244,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井高木町店0776-52-10099729418201,dd82dbdb-b684-448e-b376-eae948c959a7,,personal,497290ff-fe54-444f-a587-c68518eafc00,2022/01/18,セブンイレブン　福井高木町店,セブンイレブン福井高木町店,
4284,セブン－イレブン　福井種池２丁目店,,福井市種池２丁目７１５,福井市種池２丁目７１５,,0776-35-7113,飲食店営業,,,宮野 克元,,,,,2022年1月18日,2022年1月18日,福井市指令生衛第21-3-245,,221,セブン－イレブン　福井種池２丁目店,0776,0776-35-7113,,,,　福井市種池２丁目７１５,福井県福井市種池２丁目７１５,,97619,18,18201,種池２,,2022/01/18,2022/01/18,,,,宮野 克元,,,,,,,,,福井市指令生衛第21-3-245,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井種池２丁目店0776-35-71139761918201,d8fdccd2-4227-4cc0-a239-61afa27ba1ba,,personal,fcb98519-65f1-45af-8f31-1bac94d911ee,2022/01/18,セブンイレブン　福井種池２丁目店,セブンイレブン福井種池２丁目店,
4285,セブン－イレブン　福井高木中央１丁目店,,福井市高木中央１丁目２６０４,福井市高木中央１丁目２６０４,,0776-53-5788,飲食店営業,,,田中 航太郎,,,,,2022年1月18日,2022年1月18日,福井市指令生衛第21-3-246,,221,セブン－イレブン　福井高木中央１丁目店,0776,0776-53-5788,,,,　福井市高木中央１丁目２６０４,福井県福井市高木中央１丁目２６０４,,97291,18,18201,高木中央１,,2022/01/18,2022/01/18,,,,田中 航太郎,,,,,,,,,福井市指令生衛第21-3-246,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井高木中央１丁目店0776-53-57889729118201,748e1473-41d4-4eaf-b270-bb2993006886,,personal,f7d0197f-67fd-4db5-beac-3d201cd51ab7,2022/01/18,セブンイレブン　福井高木中央１丁目店,セブンイレブン福井高木中央１丁目店,
4278,セブン－イレブン　福井学園２丁目店,,福井市学園２丁目５－３,福井市学園２丁目５－３,,0776-27-1239,飲食店営業,,,吉村 健志,,,,,2022年1月17日,2022年1月17日,福井市指令生衛第21-3-239,,221,セブン－イレブン　福井学園２丁目店,0776,0776-27-1239,,,,　福井市学園２丁目５－３,福井県福井市学園２丁目５－３,,97163,18,18201,学園２,,2022/01/17,2022/01/17,,,,吉村 健志,,,,,,,,,福井市指令生衛第21-3-239,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井学園２丁目店0776-27-12399716318201,9ae1f28f-42dd-4b6a-9c9f-e1ff97eec68e,,personal,9bdece39-e1d9-4e4a-82ea-050f056cbc78,2022/01/17,セブンイレブン　福井学園２丁目店,セブンイレブン福井学園２丁目店,
4279,セブン－イレブン　福井明里店,,福井市足羽５丁目３－８,福井市足羽５丁目３－８,,0776-34-0936,飲食店営業,,,平沼 次郎,,,,,2022年1月17日,2022年1月17日,福井市指令生衛第21-3-240,,221,セブン－イレブン　福井明里店,0776,0776-34-0936,,,,　福井市足羽５丁目３－８,福井県福井市足羽５丁目３－８,,97023,18,18201,足羽５,,2022/01/17,2022/01/17,,,,平沼 次郎,,,,,,,,,福井市指令生衛第21-3-240,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井明里店0776-34-09369702318201,428d572c-15cf-4635-9262-ca419452f9db,,personal,b4a11572-fa53-43da-aca6-e138fa18527b,2022/01/17,セブンイレブン　福井明里店,セブンイレブン福井明里店,
4275,セブン－イレブン　福井つくし野店,,福井市定正町１３１４,福井市定正町１３１４,,0776-55-0350,飲食店営業,,,三上 裕之,,,,,2022年1月14日,2022年1月14日,福井市指令生衛第21-3-228,,221,セブン－イレブン　福井つくし野店,0776,0776-55-0350,,,,　福井市定正町１３１４,福井県福井市定正町１３１４,,97215,18,18201,定正町,,2022/01/14,2022/01/14,,,,三上 裕之,,,,,,,,,福井市指令生衛第21-3-228,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井つくし野店0776-55-03509721518201,a1dbb8fe-eab7-41ef-8cb4-e451ffaed86f,,personal,ad4682d4-5fe8-497a-9667-33b797cc71df,2022/01/14,セブンイレブン　福井つくし野店,セブンイレブン福井つくし野店,
4276,セブン－イレブン　福井栗森町店,,福井市栗森２丁目３３１５,福井市栗森２丁目３３１５,,0776-56-1577,飲食店営業,,,小川 修,,,,,2022年1月14日,2022年1月14日,福井市指令生衛第21-3-229,,221,セブン－イレブン　福井栗森町店,0776,0776-56-1577,,,,　福井市栗森２丁目３３１５,福井県福井市栗森２丁目３３１５,,97750,18,18201,栗森２,,2022/01/14,2022/01/14,,,,小川 修,,,,,,,,,福井市指令生衛第21-3-229,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井栗森町店0776-56-15779775018201,4c605fa6-9072-4d03-a241-29f0d33eddaf,,personal,3e91cce1-fba9-4876-9340-03366aae68fa,2022/01/14,セブンイレブン　福井栗森町店,セブンイレブン福井栗森町店,
