https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,許可年月日,確認番号,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業者名,"営業者
電話番号",営業所名称,営業所所在地,,,"営業所
電話番号",業種,許可年月日,許可番号,許可の有効期限FROM,許可の有効期限TO,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
井上　和代,,ラウンジ　ソニア,名古屋市千種区千種三丁目２８番１号　ハイツ大久手２Ｆ,名古屋市千種区千種３丁目２８番１号, ハイツ大久手２Ｆ,731-0556,飲食店営業,2021/12/16,3千保管第1-553号,2021/12/21,2027/12/20,,245,ラウンジ　ソニア,052,052-731-0556,,,,名古屋市千種区千種３丁目２８番１号,愛知県名古屋市千種区千種３丁目２８番１号, ハイツ大久手２Ｆ,113766,23,23101,千種３,,,2021/12/16,2021/12/21,2027/12/20,,井上　和代,,,,,,,,,3千保管第1-553号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ラウンジソニア052-731-055611376623101,3b53cc63-0dcd-4cbd-8d66-319200ad64c7,,personal,dde62fc2-99d1-4fa9-a400-a84f44dd2451,2021/12/16,ラウンジ　ソニア,ラウンジソニア,
株式会社　ＤＡＴＺ 代表取締役　髙橋　努,775-1737,食堂マルチネス,名古屋市千種区本山町４丁目７４番地１　ＩＢ本山　１階,名古屋市千種区本山町４丁目７４番地１,ＩＢ本山 １階,755-7550,飲食店営業,2021/12/16,3千保管第1-543号,2021/12/17,2029/2/20,,245,食堂マルチネス,052,052-755-7550,,,,名古屋市千種区本山町４丁目７４番地１,愛知県名古屋市千種区本山町４丁目７４番地１,ＩＢ本山 １階,113737,23,23101,本山町４,,,2021/12/16,2021/12/17,2029/02/20,株式会社　ＤＡＴＺ ,代表取締役　髙橋　努,052-775-1737,,,,,,,,3千保管第1-543号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,食堂マルチネス052-755-755011373723101,761ce12c-b96d-4614-9fcd-811ccd88cb67,株式会社ＤＡＴＺ　,060a535d-7141-4d8c-8a60-ae675700ab8c,dae05147-d510-4658-925f-ee4c571b938e,2021/12/16,食堂マルチネス,食堂マルチネス,株式会社ＤＡＴＺ　
株式会社　あみやき亭 代表取締役　佐藤　啓介,0568-32-8800,あみやき亭 千種店,名古屋市千種区今池二丁目１番３４号　,名古屋市千種区今池２丁目１番３４号, ,732-1811,飲食店営業,2021/12/20,3千保管第1-551号,2022/1/21,2028/1/20,,245,あみやき亭 千種店,052,052-732-1811,,,,名古屋市千種区今池２丁目１番３４号,愛知県名古屋市千種区今池２丁目１番３４号, ,113757,23,23101,今池２,,,2021/12/20,2022/01/21,2028/01/20,株式会社　あみやき亭 ,代表取締役　佐藤　啓介,0568-32-8800,,,,,,,,3千保管第1-551号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,あみやき亭千種店052-732-181111375723101,9e31d1e4-6d94-49c2-855c-066ac1f6b57b,株式会社あみやき亭　,176afbb5-2545-47bb-babc-805dc2d0ebe9,b9ca5fb1-7020-4526-88d1-bc70d40970cd,2021/12/20,あみやき亭　千種店,あみやき亭千種店,株式会社あみやき亭　
株式会社シムラホールディングス 代表取締役　志村　民雄,733-1500,ＨＥＡＴ２４　吹上店,名古屋市千種区吹上一丁目２番１０号　シムラビルディング２Ｆ・３Ｆ,名古屋市千種区吹上１丁目２番１０号, シムラビルディング２Ｆ・３Ｆ,734-8200,飲食店営業,2021/12/21,3千保管第1-519号,2021/12/22,2028/1/20,,245,ＨＥＡＴ２４　吹上店,052,052-734-8200,,,,名古屋市千種区吹上１丁目２番１０号,愛知県名古屋市千種区吹上１丁目２番１０号, シムラビルディング２Ｆ・３Ｆ,113767,23,23101,吹上１,,,2021/12/21,2021/12/22,2028/01/20,株式会社シムラホールディングス ,代表取締役　志村　民雄,052-733-1500,,,,,,,,3千保管第1-519号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＨＥＡＴ２４吹上店052-734-820011376723101,fe2e724a-3c07-47ca-9667-9fb7adae20c2,株式会社シムラホールディングス　,401a16f5-0a6a-4028-a433-f21e0b65d015,14f79341-b893-42c0-b220-ea6f257f09f9,2021/12/21,ＨＥＡＴ２４　吹上店,ＨＥＡＴ２４吹上店,株式会社シムラホールディングス　
株式会社　東亜エンタープライズ 代表取締役　神谷　徳久,801-1880,インターネット・まんが喫茶　亜熱帯タイホウ千種駅店,名古屋市千種区新栄三丁目２０番１７号　タイホウ千種ビル２Ｆ,名古屋市千種区新栄３丁目２０番１７号, タイホウ千種ビル２Ｆ,252-2226,飲食店営業,2021/12/21,3千保管第1-560号,2022/1/21,2028/1/20,,245,インターネット・まんが喫茶　亜熱帯タイホウ千種駅店,052,052-252-2226,,,,名古屋市千種区新栄３丁目２０番１７号,愛知県名古屋市千種区新栄３丁目２０番１７号, タイホウ千種ビル２Ｆ,113763,23,23101,新栄３,,,2021/12/21,2022/01/21,2028/01/20,株式会社　東亜エンタープライズ ,代表取締役　神谷　徳久,052-801-1880,,,,,,,,3千保管第1-560号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,インタネットまんが喫茶亜熱帯タイホウ千種駅店052-252-222611376323101,70d2b30a-a687-4c91-b801-2993b989b576,株式会社東亜エンタープライズ　,134826a3-c557-4993-a7f2-e475f5566d35,0b48c1d5-8d13-4f3d-bd5e-bb9260ea72ed,2021/12/21,インターネット・まんが喫茶　亜熱帯タイホウ千種駅店,インタネットまんが喫茶亜熱帯タイホウ千種駅店,株式会社東亜エンタープライズ　
タイホウフーズ株式会社 代表取締役　小野　英昭,332-0779,ミスタードーナツ　千種駅南店,名古屋市千種区新栄三丁目２０番１７号　タイホウ千種駅南ビル１Ｆ,名古屋市千種区新栄３丁目２０番１７号, タイホウ千種駅南ビル１Ｆ,242-7810,飲食店営業,2021/12/21,3千保管第1-556号,2022/1/21,2028/1/20,,245,ミスタードーナツ　千種駅南店,052,052-242-7810,,,,名古屋市千種区新栄３丁目２０番１７号,愛知県名古屋市千種区新栄３丁目２０番１７号, タイホウ千種駅南ビル１Ｆ,113763,23,23101,新栄３,,,2021/12/21,2022/01/21,2028/01/20,タイホウフーズ株式会社 ,代表取締役　小野　英昭,052-332-0779,,,,,,,,3千保管第1-556号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ミスタドナツ千種駅南店052-242-781011376323101,33662d3c-baa6-4d79-ab9c-2faf4bdfa19d,タイホウフーズ株式会社,60843a92-254f-4088-a602-08b1347c9c87,42436e77-21f8-4446-ab92-a296a4ad1015,2021/12/21,ミスタードーナツ　千種駅南店,ミスタドナツ千種駅南店,タイホウフーズ株式会社
株式会社 神谷フードサービス 代表取締役　神谷幸江　,,シェ ジロー,名古屋市千種区不老町１番地　名古屋大学工学部ＥＳ館１Ｆ,名古屋市千種区不老町１番地, 名古屋大学工学部ＥＳ館１Ｆ,781-2115,飲食店営業,2021/12/23,3千保管第1-559号,2022/1/11,2028/2/20,,245,シェ ジロー,052,052-781-2115,,,,名古屋市千種区不老町１番地,愛知県名古屋市千種区不老町１番地, 名古屋大学工学部ＥＳ館１Ｆ,113722,23,23101,不老町,,,2021/12/23,2022/01/11,2028/02/20,株式会社 神谷フードサービス ,代表取締役　神谷幸江　,,,,,,,,,3千保管第1-559号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,シェジロ052-781-211511372223101,6f7a8235-2f89-4357-a911-776e6addea10,株式会社神谷フードサービス　,fac1290d-7520-4f87-801a-85109674eb18,d49f44e8-70d1-408c-af81-923595ecd194,2021/12/23,シェ　ジロー,シェジロ,株式会社神谷フードサービス　
株式会社　すかいらーくレストランツ 代表取締役　大川原利明,0422-37-5218,ガスト  高岳店,名古屋市東区泉一丁目１９番１７号　,名古屋市東区泉１丁目１９番１７号, ,052-968-2050,飲食店営業,2021/12/3,3東保健第1-230号,2021/12/21,2028/5/20,,245,ガスト  高岳店,052,052-968-2050,,,,名古屋市東区泉１丁目１９番１７号,愛知県名古屋市東区泉１丁目１９番１７号, ,113834,23,23102,泉１,,,2021/12/03,2021/12/21,2028/05/20,株式会社　すかいらーくレストランツ ,代表取締役　大川原利明,0422-37-5218,,,,,,,,3東保健第1-230号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ガスト高岳店052-968-205011383423102,4e80a87e-14ad-4174-97f5-9257d7d61133,株式会社すかいらーくレストランツ　,096e5a40-3c9c-4cb8-82a7-75204bdd2395,c22c2d76-357f-4366-8897-b242e5005a9b,2021/12/03,ガスト　高岳店,ガスト高岳店,株式会社すかいらーくレストランツ　
トヨタ生活協同組合 理事長　加藤　昭夫,0565-28-4822,トヨタホーム栄ビル食堂,名古屋市東区泉一丁目２３番２２号　トヨタ自動車㈱名古屋ビル地下１階,名古屋市東区泉１丁目２３番２２号, トヨタ自動車㈱名古屋ビル地下１階,052-951-3031,飲食店営業,2021/12/20,3東保健第1-277号,2021/12/21,2029/5/20,,245,トヨタホーム栄ビル食堂,052,052-951-3031,,,,名古屋市東区泉１丁目２３番２２号,愛知県名古屋市東区泉１丁目２３番２２号, トヨタ自動車㈱名古屋ビル地下１階,113834,23,23102,泉１,,,2021/12/20,2021/12/21,2029/05/20,トヨタ生活協同組合 ,理事長　加藤　昭夫,0565-28-4822,,,,,,,,3東保健第1-277号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,トヨタホム栄ビル食堂052-951-303111383423102,42c1b49b-5863-45ad-9e1f-bf851ac461c9,トヨタ生活協同組合　,198c3b36-ad36-40e7-a8ab-d1807fe428fa,76b1642a-bbba-45ea-ac4c-b6aa620526e3,2021/12/20,トヨタホーム栄ビル食堂,トヨタホム栄ビル食堂,トヨタ生活協同組合　
株式会社　フジオフードシステム 代表取締役　藤尾　政弘,06-6360-0301,喫茶グリル　ピノキオイオンモールナゴヤドーム前店,名古屋市東区矢田南四丁目１０２番３号　イオンモールナゴヤドーム前１階,名古屋市東区矢田南４丁目１０２番３号 ,イオンモールナゴヤドーム前１階,052-739-6800,飲食店営業,2021/12/2,3東保健第1-228号,2021/12/3,2028/2/20,,245,喫茶グリル　ピノキオイオンモールナゴヤドーム前店,052,052-739-6800,,,,名古屋市東区矢田南４丁目１０２番３号 ,愛知県名古屋市東区矢田南４丁目１０２番３号,イオンモールナゴヤドーム前１階,113882,23,23102,矢田南４,,,2021/12/02,2021/12/03,2028/02/20,株式会社　フジオフードシステム ,代表取締役　藤尾　政弘,06-6360-0301,,,,,,,,3東保健第1-228号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,喫茶グリルピノキオイオンモルナゴヤドム前店052-739-680011388223102,e4fc5d17-51f3-46f0-846c-9cec03f687df,株式会社フジオフードシステム　,9b40801f-9c87-48bf-b080-dccbb13c6fda,47132b0c-76a1-4159-aea0-dcf768e8620a,2021/12/02,喫茶グリル　ピノキオイオンモールナゴヤドーム前店,喫茶グリルピノキオイオンモルナゴヤドム前店,株式会社フジオフードシステム　
杉田　巧,,ＲｉＴＲＯＶＯ　ＦＵＴＡＢＡＹＡ,名古屋市東区泉一丁目４番３５号　,名古屋市東区泉１丁目４番３５号, ,,飲食店営業,2021/12/2,3東保健第1-238号,2021/12/3,2028/5/20,,245,ＲｉＴＲＯＶＯ　ＦＵＴＡＢＡＹＡ,052,,,,,名古屋市東区泉１丁目４番３５号,愛知県名古屋市東区泉１丁目４番３５号, ,113834,23,23102,泉１,,,2021/12/02,2021/12/03,2028/05/20,,杉田　巧,,,,,,,,,3東保健第1-238号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＲｉＴＲＯＶＯＦＵＴＡＢＡＹＡ11383423102,d2175157-15e5-4c91-aa6a-0f32ccac32dc,,personal,c11423ab-c3fd-49e1-973f-74f3479aa597,2021/12/02,ＲｉＴＲＯＶＯ　ＦＵＴＡＢＡＹＡ,ＲｉＴＲＯＶＯＦＵＴＡＢＡＹＡ,
小山田　祐樹,,やきにく　ホルモン　幸心,名古屋市東区泉一丁目１９番３１号　,名古屋市東区泉１丁目１９番３１号, ,052-971-1129,飲食店営業,2021/12/3,3東保健第1-245号,2021/12/10,2028/5/20,,245,やきにく　ホルモン　幸心,052,052-971-1129,,,,名古屋市東区泉１丁目１９番３１号,愛知県名古屋市東区泉１丁目１９番３１号, ,113834,23,23102,泉１,,,2021/12/03,2021/12/10,2028/05/20,,小山田　祐樹,,,,,,,,,3東保健第1-245号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,やきにくホルモン幸心052-971-112911383423102,006429d4-76e0-4b55-b389-43bc1653b055,,personal,0b81e6b3-e1f8-4e5f-8292-0cac009b353c,2021/12/03,やきにく　ホルモン　幸心,やきにくホルモン幸心,
株式会社　ルーク 代表取締役　喜瀨　和也,052-693-7184,ｃａｆｅ　Ｈａｐｐｙ　Ｔｏｍｏｒｒｏｗ,名古屋市東区豊前町３丁目１９番地の２　,名古屋市東区豊前町３丁目１９番地の２,,052-938-4695,飲食店営業,2021/12/2,3東保健第1-236号,2021/12/2,2028/9/20,,245,ｃａｆｅ　Ｈａｐｐｙ　Ｔｏｍｏｒｒｏｗ,052,052-938-4695,,,,名古屋市東区豊前町３丁目１９番地の２,愛知県名古屋市東区豊前町３丁目１９番地ノ２,,113854,23,23102,豊前町３,,,2021/12/02,2021/12/02,2028/09/20,株式会社　ルーク ,代表取締役　喜瀨　和也,052-693-7184,,,,,,,,3東保健第1-236号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ｃａｆｅＨａｐｐｙＴｏｍｏｒｒｏｗ052-938-469511385423102,a5ac10ba-0664-4acf-89e7-f80b1fd26b12,株式会社ルーク　,cf3fdec5-6137-45e8-8496-7883e7822157,33fd75a6-8015-4123-b439-69752a93b32e,2021/12/02,ｃａｆｅ　Ｈａｐｐｙ　Ｔｏｍｏｒｒｏｗ,ｃａｆｅＨａｐｐｙＴｏｍｏｒｒｏｗ,株式会社ルーク　
べっぴんプラス 株式会社 代表取締役　佐藤　千惠子,052-935-6610,ＣＨＩＥ’Ｓ　ＫＩＴＣＨＥＮ,名古屋市東区泉二丁目１番２８号　ヴィアーレストーリア　３Ｂ,名古屋市東区泉２丁目１番２８号,ヴィアーレストーリア ３Ｂ,,飲食店営業,2021/12/1,3東保健第1-254号,2021/12/21,2028/5/20,,245,ＣＨＩＥ’Ｓ　ＫＩＴＣＨＥＮ,052,,,,,名古屋市東区泉２丁目１番２８号,愛知県名古屋市東区泉２丁目１番２８号,ヴィアーレストーリア ３Ｂ,113835,23,23102,泉２,,,2021/12/01,2021/12/21,2028/05/20,べっぴんプラス 株式会社 ,代表取締役　佐藤　千惠子,052-935-6610,,,,,,,,3東保健第1-254号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＣＨＩＥＳＫＩＴＣＨＥＮ11383523102,41e7b8da-2e82-49d7-b1c0-8fdf60c5f1ef,べっぴんプラス　株式会社,5128de2c-0c8b-4122-b701-47d8234bb734,21856880-5288-4e06-8b3c-ce3dd9f0b444,2021/12/01,ＣＨＩＥ＇Ｓ　ＫＩＴＣＨＥＮ,ＣＨＩＥＳＫＩＴＣＨＥＮ,べっぴんプラス　株式会社
杉元　智恵,,鮨　いずみ,名古屋市東区泉二丁目１番２８号　Ｖｉａｒｅ　Ｓｔｒｉａ　２Ｄ,名古屋市東区泉２丁目１番２８号 ,Ｖｉａｒｅ Ｓｔｒｉａ ２Ｄ,052-508-7607,飲食店営業,2021/12/1,3東保健第1-247号,2021/12/21,2028/5/20,,245,鮨　いずみ,052,052-508-7607,,,,名古屋市東区泉２丁目１番２８号 ,愛知県名古屋市東区泉２丁目１番２８号,Ｖｉａｒｅ Ｓｔｒｉａ ２Ｄ,113835,23,23102,泉２,,,2021/12/01,2021/12/21,2028/05/20,,杉元　智恵,,,,,,,,,3東保健第1-247号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,鮨いずみ052-508-760711383523102,83cf6c75-caf4-47fd-82fc-7e6803d1b5f0,,personal,f039568c-fc41-4bcd-9947-aa824a0f4d11,2021/12/01,鮨　いずみ,鮨いずみ,
べっぴんプラス 株式会社 代表取締役　佐藤　千惠子,052-935-6610,ＣＨＩＥ’Ｓ　ＫＩＴＣＨＥＮ,名古屋市東区泉二丁目１番２８号　ヴィアーレストーリア　１Ａ,名古屋市東区泉２丁目１番２８号,ヴィアーレストーリア １Ａ,,飲食店営業,2021/12/1,3東保健第1-255号,2021/12/21,2028/5/20,,245,ＣＨＩＥ’Ｓ　ＫＩＴＣＨＥＮ,052,,,,,名古屋市東区泉２丁目１番２８号,愛知県名古屋市東区泉２丁目１番２８号,ヴィアーレストーリア １Ａ,113835,23,23102,泉２,,,2021/12/01,2021/12/21,2028/05/20,べっぴんプラス 株式会社 ,代表取締役　佐藤　千惠子,052-935-6610,,,,,,,,3東保健第1-255号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＣＨＩＥＳＫＩＴＣＨＥＮ11383523102,41e7b8da-2e82-49d7-b1c0-8fdf60c5f1ef,べっぴんプラス　株式会社,5128de2c-0c8b-4122-b701-47d8234bb734,07a82fc0-5104-4c12-9dc7-77e0db14a3a0,2021/12/01,ＣＨＩＥ＇Ｓ　ＫＩＴＣＨＥＮ,ＣＨＩＥＳＫＩＴＣＨＥＮ,べっぴんプラス　株式会社
河村　勉,,チーズ家　クヴェレ,名古屋市東区泉一丁目１８番１５号　,名古屋市東区泉１丁目１８番１５号, ,052-961-6100,飲食店営業,2021/12/2,3東保健第1-233号,2021/12/21,2028/5/20,,245,チーズ家　クヴェレ,052,052-961-6100,,,,名古屋市東区泉１丁目１８番１５号,愛知県名古屋市東区泉１丁目１８番１５号, ,113834,23,23102,泉１,,,2021/12/02,2021/12/21,2028/05/20,,河村　勉,,,,,,,,,3東保健第1-233号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,チズ家クヴェレ052-961-610011383423102,55618765-77a3-4163-af68-27eebdd71ad9,,personal,67e8ebdc-ad22-4772-b79c-b48a97653cdf,2021/12/02,チーズ家　クヴェレ,チズ家クヴェレ,
有限会社　吉金精肉店 代表取締役　吉田　雅美,052-931-1091,有限会社　吉金精肉店,名古屋市東区泉二丁目９番１号　マルイチビル１F,名古屋市東区泉２丁目９番１号, マルイチビル１F,052-931-8509,飲食店営業,2021/12/3,3東保健第1-260号,2021/12/21,2028/5/20,,245,有限会社　吉金精肉店,052,052-931-8509,,,,名古屋市東区泉２丁目９番１号,愛知県名古屋市東区泉２丁目９番１号, マルイチビル１F,113835,23,23102,泉２,,,2021/12/03,2021/12/21,2028/05/20,有限会社　吉金精肉店 ,代表取締役　吉田　雅美,052-931-1091,,,,,,,,3東保健第1-260号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,有限会社吉金精肉店052-931-850911383523102,c9433640-c6ce-4a29-92d5-cea07f63a0a3,有限会社吉金精肉店　,e6bc73e5-b6cf-4592-9e8a-ef0869a1f76e,99a35bbf-99be-43dd-8df1-cb47cbd95659,2021/12/03,有限会社吉金精肉店,有限会社吉金精肉店,有限会社吉金精肉店　
