https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
確認番号,業種,業態,施設名,施設-住所1,施設-マンション名,申請者1,申請-住所1,申請-マンション名,施設-電話番号1,申請-電話番号1,許可期間開始日,許可期間終了日,許可年月日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可番号,営業の種類,細業種,施設の名称,施設所在地,施設所在地ビル名,営業者氏名,営業者住所,営業者住所ビル名,施設電話番号,営業者電話番号,有効期間始期,有効期間終期,施行年月日,初回施行日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
3春保第501-146号,飲食店営業,その他,aguu,春日井市高蔵寺町３－６－１,丸鍵ビル１０１,株式会社 英雄,愛知県春日井市不二ガ丘１－５７－２,,,0568-52-3368,2021/12/14,2027/12/31,2021/12/14,2021/12/14,,252,aguu,0568,,,,,春日井市高蔵寺町３－６－１,愛知県春日井市高蔵寺町３－６－１,丸鍵ビル１０１,120063,23,23206,高蔵寺町３,,2021/12/14,2021/12/14,2021/12/14,2027/12/31,株式会社 英雄,,0568-52-3368,愛知県春日井市不二ガ丘１－５７－２,愛知県春日井市不二ガ丘１－５７－２,,120253,愛知県,春日井市,不二ガ丘１,3春保第501-146号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ａｇｕｕ12006323206,d297dc37-27c7-4fcb-9de6-5a194bf89b70,株式会社英雄120253,287d7519-e06f-42ef-b55d-c42eab7e8382,47943cbd-a55d-4fe6-92b5-3095be1d18ec,2021/12/14,ａｇｕｕ,ａｇｕｕ,株式会社英雄
3春保第501-136号,飲食店営業,仕出し屋・弁当屋,ほっともっと春日井白山町店,春日井市白山町８－１０－１６,,シセイフードサービス合同会社,愛知県尾張旭市南原山町赤土１６５－３,メイツ三郷４０４号,0568-53-0535,0568-53-0970,2021/12/02,2027/12/31,2021/12/02,2021/12/02,,252,ほっともっと春日井白山町店,0568,0568-53-0535,,,,春日井市白山町８－１０－１６,愛知県春日井市白山町８－１０－１６,,120113,23,23206,白山町８,,2021/12/02,2021/12/02,2021/12/02,2027/12/31,シセイフードサービス合同会社,,0568-53-0970,愛知県尾張旭市南原山町赤土１６５－３,愛知県尾張旭市南原山町赤土１６５－３,メイツ三郷４０４号,129656,愛知県,尾張旭市,南原山町赤土,3春保第501-136号,,飲食店営業, 仕出し屋・弁当屋,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ほっともっと春日井白山町店0568-53-053512011323206,cc8375ae-1018-4744-8e1a-2b9d3baf34f8,シセイフードサービス合同会社129656,05472eb4-6d50-46a9-8847-a04609700f53,c9ba2861-170c-4bac-bbf1-88f4d601f7fe,2021/12/02,ほっともっと春日井白山町店,ほっともっと春日井白山町店,シセイフードサービス合同会社
3春保第501-152号,飲食店営業,一般食堂・レストラン等,ちゃまめ,春日井市大手町１３２４－１,,株式会社 オンリナ珈琲,愛知県春日井市大手町１３２４－１,,0568-33-1611,0568-33-1611,2022/02/01,2028/01/31,2021/12/28,2021/12/28,,252,ちゃまめ,0568,0568-33-1611,,,,春日井市大手町１３２４－１,愛知県春日井市大手町１３２４－１,,119991,23,23206,大手町１,,2021/12/28,2021/12/28,2022/02/01,2028/01/31,株式会社 オンリナ珈琲,,0568-33-1611,愛知県春日井市大手町１３２４－１,愛知県春日井市大手町１３２４－１,,119991,愛知県,春日井市,大手町１,3春保第501-152号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ちゃまめ0568-33-161111999123206,29bcc195-03b4-4ab5-9ca3-dcca3dc44f2d,株式会社オンリナ珈琲119991,73feb909-b409-4faa-ab6b-d661bbbf615e,2f63424e-b7e0-4890-8e9d-4c79f7fa7a6d,2021/12/28,ちゃまめ,ちゃまめ,株式会社オンリナ珈琲
3春保第501-138号,飲食店営業,一般食堂・レストラン等,カフェ＆シーフードＪｕＪｕ 春日井味和店,春日井市大手町４－１－３,,三輪 明則,,,,,2021/12/08,2027/12/31,2021/12/08,2021/12/08,,252,カフェ＆シーフードＪｕＪｕ 春日井味和店,0568,,,,,春日井市大手町４－１－３,愛知県春日井市大手町４－１－３,,119990,23,23206,大手町４,,2021/12/08,2021/12/08,2021/12/08,2027/12/31,,三輪 明則,,,,,,,,,3春保第501-138号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,カフェシフドＪｕＪｕ春日井味和店11999023206,41851d5d-4e7b-405c-9e2d-d828c3c9c584,,personal,50e5cbca-b7cc-47cc-9b28-d5d4d33cf020,2021/12/08,カフェ＆シーフードＪｕＪｕ　春日井味和店,カフェシフドＪｕＪｕ春日井味和店,
3春保第501-139号,飲食店営業,一般食堂・レストラン等,丸亀製麺 春日井西山町店,春日井市西山町３－１４－１８,,株式会社 丸亀製麺,東京都渋谷区道玄坂１－２１－１,,0568-56-5611,03-6455-1121,2021/12/08,2027/12/31,2021/12/08,2021/12/08,,252,丸亀製麺 春日井西山町店,0568,0568-56-5611,,,,春日井市西山町３－１４－１８,愛知県春日井市西山町３－１４－１８,,120207,23,23206,西山町３,,2021/12/08,2021/12/08,2021/12/08,2027/12/31,株式会社 丸亀製麺,,03-6455-1121,東京都渋谷区道玄坂１－２１－１,東京都渋谷区道玄坂１－２１－１,,74517,東京都,渋谷区,道玄坂１,3春保第501-139号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,丸亀製麺春日井西山町店0568-56-561112020723206,0863f08f-d524-4884-9cba-584d2d95ebed,株式会社丸亀製麺74517,f70f3daf-a34f-48ee-a8da-effd8f7d4cde,ff3d412d-d0c8-4027-bfcd-c6b08c121f7d,2021/12/08,丸亀製麺　春日井西山町店,丸亀製麺春日井西山町店,株式会社丸亀製麺
3春保第501-141号,飲食店営業,喫茶店,喫茶 メグ,春日井市瑞穂通８－１２,,後藤 シゲ子,,,,,2021/12/09,2027/12/31,2021/12/09,2021/12/09,,252,喫茶 メグ,0568,,,,,春日井市瑞穂通８－１２,愛知県春日井市瑞穂通８－１２,,120296,23,23206,瑞穂通８,,2021/12/09,2021/12/09,2021/12/09,2027/12/31,,後藤 シゲ子,,,,,,,,,3春保第501-141号,,飲食店営業, 喫茶店,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,喫茶メグ12029623206,5dafb2af-bf85-4638-89cb-6432339c6fcb,,personal,e5f910f2-b5c8-4cec-b0d5-5e4b7a07b9c0,2021/12/09,喫茶　メグ,喫茶メグ,
3春保第501-145号,飲食店営業,一般食堂・レストラン等,たころんＣａｆｅ,春日井市瑞穂通８－５２－１,,長縄 香里,,,,,2021/12/15,2027/12/31,2021/12/15,2021/12/15,,252,たころんＣａｆｅ,0568,,,,,春日井市瑞穂通８－５２－１,愛知県春日井市瑞穂通８－５２－１,,120296,23,23206,瑞穂通８,,2021/12/15,2021/12/15,2021/12/15,2027/12/31,,長縄 香里,,,,,,,,,3春保第501-145号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,たころんＣａｆｅ12029623206,43d08435-7d9a-4264-96a1-586a2a1b55fc,,personal,5b28d1d3-62ac-4219-ac0b-eb73840c8937,2021/12/15,たころんＣａｆｅ,たころんＣａｆｅ,
3春保第501-137号,飲食店営業,一般食堂・レストラン等,米乃家 春日井店,春日井市六軒屋町５－２９,,成瀬 翔,,,0568-84-7251,,2021/12/03,2027/12/31,2021/12/03,2021/12/03,,252,米乃家 春日井店,0568,0568-84-7251,,,,春日井市六軒屋町５－２９,愛知県春日井市六軒屋町５－２９,,120336,23,23206,六軒屋町５,,2021/12/03,2021/12/03,2021/12/03,2027/12/31,,成瀬 翔,,,,,,,,,3春保第501-137号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,米乃家春日井店0568-84-725112033623206,ba543a46-7c0a-4a0a-b9ad-e5cc85beaf4c,,personal,75d5cbe9-968a-442a-98bd-dfcd207bb04e,2021/12/03,米乃家　春日井店,米乃家春日井店,
3春保第511-31号,菓子製造業,一般,中村屋,春日井市旭町４－１１,ナフコ勝川店 テナント,Ｓｕｎ Ｇｌａｎｚ 株式会社,福岡県北九州市八幡西区春日台５－１８－２９,,0568-33-7427,,2021/12/01,2027/11/30,2021/12/01,2021/12/01,,252,中村屋,0568,0568-33-7427,,,,春日井市旭町４－１１,愛知県春日井市旭町４－１１,ナフコ勝川店 テナント,119949,23,23206,旭町４,,2021/12/01,2021/12/01,2021/12/01,2027/11/30,Ｓｕｎ Ｇｌａｎｚ 株式会社,,,福岡県北九州市八幡西区春日台５－１８－２９,福岡県北九州市八幡西区春日台５－１８－２９,,199606,福岡県,北九州市八幡西区,春日台５,3春保第511-31号,,菓子製造業, 一般,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,中村屋0568-33-742711994923206,2ef10631-7bd4-44f5-a80d-40861cce3231,Ｓｕｎ　Ｇｌａｎｚ　株式会社199606,3ba314db-cc2a-41c2-96c3-20b1f8bacdac,06fcee00-09b3-4077-b046-2f0087d487c6,2021/12/01,中村屋,中村屋,Ｓｕｎ　Ｇｌａｎｚ　株式会社
3春保第551-222号,飲食店営業,その他,お好みハウス はまや,春日井市味美西本町一里塚１５３０－１３,,浜田 修,,,31-3104,,2022/02/01,2028/01/31,2021/12/15,2021/12/15,,252,お好みハウス はまや,0568,0568-31-3104,,,,春日井市味美西本町一里塚１５３０－１３,愛知県春日井市味美西本町一里塚１５３０－１３,,119960,23,23206,味美西本町,,2021/12/15,2021/12/15,2022/02/01,2028/01/31,,浜田 修,,,,,,,,,3春保第551-222号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,お好みハウスはまや0568-31-310411996023206,3a27def1-5013-4bc0-9e68-44f3d8efc0b5,,personal,f8566f00-8c77-4aa3-b2df-f41de637a5fe,2021/12/15,お好みハウス　はまや,お好みハウスはまや,
3春保第551-221号,飲食店営業,その他,セブン―イレブン 春日井八光町四丁目店,春日井市八光町４－２４,,合同会社 オサキ,愛知県春日井市朝宮町１－２４－８,,0568-33-5595,0568-57-1632,2022/02/01,2028/01/31,2021/12/14,2021/12/14,,252,セブン―イレブン 春日井八光町四丁目店,0568,0568-33-5595,,,,春日井市八光町４－２４,愛知県春日井市八光町４－２４,,120223,23,23206,八光町４,,2021/12/14,2021/12/14,2022/02/01,2028/01/31,合同会社 オサキ,,0568-57-1632,愛知県春日井市朝宮町１－２４－８,愛知県春日井市朝宮町１－２４－８,,119950,愛知県,春日井市,朝宮町１,3春保第551-221号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,セブンイレブン春日井八光町四丁目店0568-33-559512022323206,f551549c-f5a6-47ed-89b4-51801b31eb26,合同会社オサキ119950,f4aabee9-c61c-461e-9418-c630854988e8,077a8351-d7b8-461d-99f5-f677326e1931,2021/12/14,セブンイレブン　春日井八光町四丁目店,セブンイレブン春日井八光町四丁目店,合同会社オサキ
3春保第551-220号,飲食店営業,その他,ファミリーマート春日井松河戸町店,春日井市松河戸町２－１－２,,有限会社 ショウユウ,愛知県春日井市松河戸町２－１－２,,0568-36-8310,,2022/02/01,2028/01/31,2021/12/02,2021/12/02,,252,ファミリーマート春日井松河戸町店,0568,0568-36-8310,,,,春日井市松河戸町２－１－２,愛知県春日井市松河戸町２－１－２,,120275,23,23206,松河戸町２,,2021/12/02,2021/12/02,2022/02/01,2028/01/31,有限会社 ショウユウ,,,愛知県春日井市松河戸町２－１－２,愛知県春日井市松河戸町２－１－２,,120275,愛知県,春日井市,松河戸町２,3春保第551-220号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ファミリマト春日井松河戸町店0568-36-831012027523206,807571bb-3858-4e0e-b8bf-392d8e170799,有限会社ショウユウ120275,be54487e-b11f-436b-a322-686defceb01e,61851bb3-3d2a-4044-ae0a-2b9d2f89f68d,2021/12/02,ファミリーマート春日井松河戸町店,ファミリマト春日井松河戸町店,有限会社ショウユウ
3春保第575-5号,そうざい製造業,,株式会社 サンライズ 東海流通センター,春日井市明知町字頓明１５１４－８８,,株式会社 サンライズ,和歌山県和歌山市湊１１０６－１９,,0568-93-9300,073-432-7333,2022/02/01,2028/01/31,2021/12/03,2021/12/03,,252,株式会社 サンライズ 東海流通センター,0568,0568-93-9300,,,,春日井市明知町字頓明１５１４－８８,愛知県春日井市明知町字頓明１５１４－８８,,119945,23,23206,明知町,,2021/12/03,2021/12/03,2022/02/01,2028/01/31,株式会社 サンライズ,,073-432-7333,和歌山県和歌山市湊１１０６－１９,和歌山県和歌山市湊１１０６－１９,,175232,和歌山県,和歌山市,湊１,3春保第575-5号,,そうざい製造業,,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,株式会社サンライズ東海流通センタ0568-93-930011994523206,a23ba086-7888-466a-ac3e-94f4a2418e42,株式会社サンライズ175232,5c257609-0bf6-403b-9225-f72882f46b77,787eb020-771f-4eb0-8954-cec1f6d76ddc,2021/12/03,株式会社サンライズ　東海流通センター,株式会社サンライズ東海流通センタ,株式会社サンライズ
3豊川保第340-218号,飲食店営業,その他,ＢＵＳＹ ＢＥＥ ＣＡＦＥ＆ＲＥＳＴＡＵＲＡＮＴ＆ＩＺＡＫＡＹＡ,豊川市中央通５丁目６５,,株式会社 ＢＵＳＹ ＢＥＥ ＴＲＡＤＩＮＧ,愛知県豊川市蔵子五丁目９－１１,,0533-95-6677,0533-95-9300,2021/12/07,2027/12/31,2021/12/07,2021/12/07,,253,ＢＵＳＹ ＢＥＥ ＣＡＦＥ＆ＲＥＳＴＡＵＲＡＮＴ＆ＩＺＡＫＡＹＡ,0533,0533-95-6677,,,,豊川市中央通５丁目６５,愛知県豊川市中央通５丁目６５,,120584,23,23207,中央通５,,2021/12/07,2021/12/07,2021/12/07,2027/12/31,株式会社 ＢＵＳＹ ＢＥＥ ＴＲＡＤＩＮＧ,,0533-95-9300,愛知県豊川市蔵子五丁目９－１１,愛知県豊川市蔵子５丁目９－１１,,120562,愛知県,豊川市,蔵子５,3豊川保第340-218号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＢＵＳＹＢＥＥＣＡＦＥＲＥＳＴＡＵＲＡＮＴＩＺＡＫＡＹＡ0533-95-667712058423207,2e46fd46-e860-4d2a-acfc-96a5edfd1479,株式会社ＢＵＳＹ　ＢＥＥ　ＴＲＡＤＩＮＧ120562,42ec7df1-fa65-4c31-984e-dfc6698c971d,a11aba74-0902-42d4-bf50-285ea090b9aa,2021/12/07,ＢＵＳＹ　ＢＥＥ　ＣＡＦＥ＆ＲＥＳＴＡＵＲＡＮＴ＆ＩＺＡＫＡＹＡ,ＢＵＳＹＢＥＥＣＡＦＥＲＥＳＴＡＵＲＡＮＴＩＺＡＫＡＹＡ,株式会社ＢＵＳＹ　ＢＥＥ　ＴＲＡＤＩＮＧ
3豊川保第340-244号,飲食店営業,その他,蛸西,豊川市豊川町仁保通８６番地３,,西尾 佳高,,,63-0137,,2022/01/01,2027/12/31,2021/12/23,2021/12/23,,253,蛸西,0533,0533-63-0137,,,,豊川市豊川町仁保通８６番地３,愛知県豊川市豊川町仁保通８６番地３,,120600,23,23207,豊川町,,2021/12/23,2021/12/23,2022/01/01,2027/12/31,,西尾 佳高,,,,,,,,,3豊川保第340-244号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,蛸西0533-63-013712060023207,e8e24487-ea95-4b45-90d8-a2b76868a521,,personal,e155266e-9051-4278-ba96-41444033f53f,2021/12/23,蛸西,蛸西,
3豊川保第340-242号,飲食店営業,一般食堂・レストラン等,豊川フードパーク店,豊川市本野ケ原５－２６,,株式会社 SORA GROUP,愛知県名古屋市中区錦二丁目１３－２６,,0533-86-9977,052-938-9991,2021/12/24,2027/12/31,2021/12/24,2021/12/24,,253,豊川フードパーク店,0533,0533-86-9977,,,,豊川市本野ケ原５－２６,愛知県豊川市本野が原５－２６,,120709,23,23207,本野が原５,,2021/12/24,2021/12/24,2021/12/24,2027/12/31,株式会社 SORA GROUP,,052-938-9991,愛知県名古屋市中区錦二丁目１３－２６,愛知県名古屋市中区錦２丁目１３－２６,,114879,愛知県,名古屋市中区,錦２,3豊川保第340-242号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,豊川フドパク店0533-86-997712070923207,d7cb3068-89f5-47dc-98c9-2a9161f11b17,株式会社ＳＯＲＡ　ＧＲＯＵＰ114879,850fcb4b-3fa5-4278-97fb-6906c5f578a6,fbde6966-2de6-4859-aabd-e0d0ad7321d4,2021/12/24,豊川フードパーク店,豊川フドパク店,株式会社ＳＯＲＡ　ＧＲＯＵＰ
3豊川保第340-225号,飲食店営業,その他,ミニストップ豊川コンコルド店,豊川市本野ケ原五丁目２６番地,,中京コンサルト有限会社,愛知県半田市青山二丁目２０番地の７,,,0569-22-3853,2021/12/13,2027/12/31,2021/12/13,2021/12/13,,253,ミニストップ豊川コンコルド店,0533,,,,,豊川市本野ケ原五丁目２６番地,愛知県豊川市本野が原５丁目２６番地,,120709,23,23207,本野が原５,,2021/12/13,2021/12/13,2021/12/13,2027/12/31,中京コンサルト有限会社,,0569-22-3853,愛知県半田市青山二丁目２０番地の７,愛知県半田市青山２丁目２０番地ノ７,,119938,愛知県,半田市,青山２,3豊川保第340-225号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ミニストップ豊川コンコルド店12070923207,26a70109-ebf9-40d8-b670-88459e94a747,中京コンサルト有限会社119938,f3797299-21c3-4a54-b455-cd914ceff84c,968d0450-2a51-47c9-b3b0-b4343c7daa1f,2021/12/13,ミニストップ豊川コンコルド店,ミニストップ豊川コンコルド店,中京コンサルト有限会社
3豊川保第365-2号,複合型そうざい製造業,,丸千水産株式会社 豊川工場,豊川市市田町東中野５９－２,,丸千水産株式会社,愛知県蒲郡市三谷町二舗５６－１,,0533-83-5175,0533-68-5175,2022/01/01,2028/12/31,2021/12/08,2021/12/08,,253,丸千水産株式会社 豊川工場,0533,0533-83-5175,,,,豊川市市田町東中野５９－２,愛知県豊川市市田町東中野５９－２,,120460,23,23207,市田町,,2021/12/08,2021/12/08,2022/01/01,2028/12/31,丸千水産株式会社,,0533-68-5175,愛知県蒲郡市三谷町二舗５６－１,愛知県蒲郡市三谷町二舗５６－１,,126415,愛知県,蒲郡市,三谷町,3豊川保第365-2号,,そうざい製造業,,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,丸千水産株式会社豊川工場0533-83-517512046023207,57f32c53-8831-4938-b988-8544843454cb,丸千水産株式会社126415,e2319670-bcb7-4864-b12a-94dbebb555d6,5993bd9c-e6d6-4fb9-84c3-17942556205a,2021/12/08,丸千水産株式会社豊川工場,丸千水産株式会社豊川工場,丸千水産株式会社
3豊川保第350-47号,菓子製造業,一般,まんざいらく,豊川市上野２丁目１４－１－２,,伊藤 久美子,,,0533-95-5695,,2021/12/28,2026/02/28,2021/12/28,2021/12/28,,253,まんざいらく,0533,0533-95-5695,,,,豊川市上野２丁目１４－１－２,愛知県豊川市上野２丁目１４－１－２,,120701,23,23207,上野２,,2021/12/28,2021/12/28,2021/12/28,2026/02/28,,伊藤 久美子,,,,,,,,,3豊川保第350-47号,,菓子製造業, 一般,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,まんざいらく0533-95-569512070123207,e11e0b7b-fc00-4a4b-abc7-864fae524502,,personal,9fbd54e0-8baf-4596-8066-7a22883f14c9,2021/12/28,まんざいらく,まんざいらく,
3豊川保第364-15号,そうざい製造業,,まんざいらく,豊川市上野２丁目１４－１－２,,伊藤 久美子,,,0533-95-5695,,2021/12/28,2026/02/28,2021/12/28,2021/12/28,,253,まんざいらく,0533,0533-95-5695,,,,豊川市上野２丁目１４－１－２,愛知県豊川市上野２丁目１４－１－２,,120701,23,23207,上野２,,2021/12/28,2021/12/28,2021/12/28,2026/02/28,,伊藤 久美子,,,,,,,,,3豊川保第364-15号,,そうざい製造業,,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,まんざいらく0533-95-569512070123207,e11e0b7b-fc00-4a4b-abc7-864fae524502,,personal,117731a6-a5e7-4d55-8548-5d13fd2865bc,2021/12/28,まんざいらく,まんざいらく,
