https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,n処理終了,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,,業種,,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,その他,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,愛知県,岡崎市,有限会社 味の集会場 魚信,ユウゲンガイシャ アジノシュウカイジョウ ウオノブ,飲食店営業,,愛知県岡崎市稲熊町字山神戸6-6,,,,(0564)24-0173,有限会社 味の集会場 魚信,,503-01-404-0053,2021/8/10,2021/8/10,2021/8/10,2027/5/31,,,,,,247,有限会社 味の集会場 魚信,0564,0564-24-0173,,,,愛知県岡崎市稲熊町字山神戸6-6,愛知県岡崎市稲熊町字山神戸６－６,,118068,23,23202,稲熊町,,2021/08/10,2021/08/10,2021/08/10,2027/05/31,有限会社 味の集会場 魚信,,,,,,,,,,503-01-404-0053,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,有限会社味の集会場魚信0564-24-017311806823202,00247_e97b3def-fb3d-46d3-9a1a-fef7b5c0486d,有限会社味の集会場　魚信,ccd6e786-47d1-4675-ac9e-e33503cd69b8,8a82f007-f0b9-433e-bd02-309de10952b3,2021/08/10,有限会社味の集会場　魚信,有限会社味の集会場魚信,有限会社味の集会場　魚信
232025,,愛知県,岡崎市,中国料理 三国志,チュウゴクリョウリ サンゴクシ,飲食店営業,,愛知県岡崎市美合新町6-15,,,,(0564)53-9801,株式会社 ハォツーダイニング,,503-01-401-0037,2021/8/16,2021/8/16,2021/9/1,2027/8/31,,,,,,247,中国料理 三国志,0564,0564-53-9801,,,,愛知県岡崎市美合新町6-15,愛知県岡崎市美合新町６－１５,,118284,23,23202,美合新町,,2021/08/16,2021/08/16,2021/09/01,2027/08/31,株式会社 ハォツーダイニング,,,,,,,,,,503-01-401-0037,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,中国料理三国志0564-53-980111828423202,00247_31e6eac5-6a23-46fa-a5bb-bab9eeea83ab,株式会社ハォツーダイニング,f9372014-a8ce-4d14-bd40-8de1f0612ab9,cd35d93f-a8ba-474c-b0f9-9ad14d0c472a,2021/08/16,中国料理　三国志,中国料理三国志,株式会社ハォツーダイニング
232025,,愛知県,岡崎市,岡崎市竜美丘会館,オカザキシタツミガオカカイカン,飲食店営業,,愛知県岡崎市東明大寺町5-1,,,,(0564)24-3951,一般社団法人 岡崎パブリックサービス,,503-01-404-0056,2021/8/18,2021/8/18,2021/9/1,2027/8/31,,,,,,247,岡崎市竜美丘会館,0564,0564-24-3951,,,,愛知県岡崎市東明大寺町5-1,愛知県岡崎市東明大寺町５－１,,118456,23,23202,東明大寺町,,2021/08/18,2021/08/18,2021/09/01,2027/08/31,一般社団法人 岡崎パブリックサービス,,,,,,,,,,503-01-404-0056,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,岡崎市竜美丘会館0564-24-395111845623202,00247_a72f90d1-40df-4af1-b2a2-a000d2c13092,一般社団法人岡崎パブリックサービス,ba39dba4-ef1c-4e7e-8b45-9477116489aa,e2553e05-651a-481c-a4a9-a4ada7ff5116,2021/08/18,岡崎市竜美丘会館,岡崎市竜美丘会館,一般社団法人岡崎パブリックサービス
232025,,愛知県,岡崎市,ｃａｆé Ｌａ Ｐｏｃｈｅ,カフェ ラ ポッシュ,飲食店営業,,愛知県岡崎 ,800 さ 1415 ｼﾄﾛｴﾝHVAN,,,(0564)71-1807,特定非営利活動法人 ぼくら・あそび隊・流,,428-01-504-0107,2011/11/4,2016/11/24,2016/12/1,2021/11/30,,,自動車による営業に限る（愛知県内有効）,,,247,ｃａｆé Ｌａ Ｐｏｃｈｅ,0564,0564-71-1807,,,,愛知県岡崎 ,愛知県岡崎市,800 さ 1415 ｼﾄﾛｴﾝHVAN,118034,23,23202,,,2011/11/04,2016/11/24,2016/12/01,2021/11/30,特定非営利活動法人 ぼくら・あそび隊・流,,,,,,,,,,428-01-504-0107,,飲食店営業,,自動車による営業に限る（愛知県内有効）,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ｃａｆeＬａＰｏｃｈｅ0564-71-180711803423202,98e07b59-e09c-4d9d-b669-c0fff71f7eb3,特定非営利活動法人ぼくら・あそび隊・流,2b7c6e1e-f923-4aa7-a947-5c7c3215553b,aa293e3b-66f8-4355-ad03-435bb76cafa4,2016/11/24,ｃａｆé　Ｌａ　Ｐｏｃｈｅ,ｃａｆeＬａＰｏｃｈｅ,特定非営利活動法人ぼくら・あそび隊・流
232025,,愛知県,岡崎市,鉄板居酒屋 Ｒａｒｅ,テッパンイザカヤ レア,飲食店営業,,愛知県岡崎市天白町字東池36-1,イエロービル１０３,,,,株式会社 Ｋプロジェクト,,503-01-004-0043,2021/5/31,2021/5/31,2021/5/31,2027/5/31,,,,,,247,鉄板居酒屋 Ｒａｒｅ,0564,,,,,愛知県岡崎市天白町字東池36-1,愛知県岡崎市天白町字東池３６－１,イエロービル１０３,118191,23,23202,天白町,,2021/05/31,2021/05/31,2021/05/31,2027/05/31,株式会社 Ｋプロジェクト,,,,,,,,,,503-01-004-0043,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,鉄板居酒屋Ｒａｒｅ11819123202,9f5667df-cacf-4250-bf9e-1ba2f1da305d,株式会社Ｋプロジェクト,4c68d0a5-e3d3-4232-8f95-534c5ec742df,a9a8cab4-f74c-47d6-8398-abfd27e0700f,2021/05/31,鉄板居酒屋　Ｒａｒｅ,鉄板居酒屋Ｒａｒｅ,株式会社Ｋプロジェクト
232025,,愛知県,岡崎市,꺬野家 はなまるうどん からから家 えびすだこ 美合ＰＡ（下り）店,ヨシノヤ ハナマルウドン カラカラヤ エビスダコ ミアイパーキングエリアクダリテン,飲食店営業,,愛知県岡崎市市場町字御成箇3-41,,,,(0564)66-6022,株式会社 中日本꺬野家,,503-01-401-0003,2021/6/23,2021/6/23,2021/7/1,2027/6/30,,,,,,247,꺬野家 はなまるうどん からから家 えびすだこ 美合ＰＡ（下り）店,0564,0564-66-6022,,,,愛知県岡崎市市場町字御成箇3-41,愛知県岡崎市市場町字御成箇３－４１,,118066,23,23202,市場町,,2021/06/23,2021/06/23,2021/07/01,2027/06/30,株式会社 中日本꺬野家,,,,,,,,,,503-01-401-0003,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,꺬野家はなまるうどんからから家えびすだこ美合ＰＡ下り店0564-66-602211806623202,00247_33e723ee-85c4-49b5-8e19-350f1fbe3207,株式会社中日本꺬野家,613eda86-ac06-43a7-8c66-b7d3e156f62a,fe142702-0976-40e8-8b2e-a1a28305d05d,2021/06/23,꺬野家　はなまるうどん　からから家　えびすだこ　美合ＰＡ（下り）店,꺬野家はなまるうどんからから家えびすだこ美合ＰＡ下り店,株式会社中日本꺬野家
232025,,愛知県,岡崎市,ミニストップ岡崎洞町店,ミニストップオカザキホラマチテン,飲食店営業,,愛知県岡崎市洞町字宮ﾉ腰21-4,,,,(0564)23-5055,ミニストップ株式会社,,503-01-404-0028,2021/8/1,2021/8/1,2021/8/1,2027/7/31,,,,,,247,ミニストップ岡崎洞町店,0564,0564-23-5055,,,,愛知県岡崎市洞町字宮ﾉ腰21-4,愛知県岡崎市洞町字宮ノ腰２１－４,,118277,23,23202,洞町,,2021/08/01,2021/08/01,2021/08/01,2027/07/31,ミニストップ株式会社,,,,,,,,,,503-01-404-0028,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ミニストップ岡崎洞町店0564-23-505511827723202,00247_425e83a6-6890-49fa-994d-2fb8c62df312,ミニストップ株式会社,41019d71-a250-44e9-88b4-18cf81f76160,9be4da42-3f76-4e35-9824-3d67292c4e20,2021/08/01,ミニストップ岡崎洞町店,ミニストップ岡崎洞町店,ミニストップ株式会社
232025,,愛知県,岡崎市,㈱アドミック,カブアドミック,喫茶店営業,,愛知県岡崎市柱1-11-1,㈱三龍社 柱事業所２Ｆ,,,,株式会社 アドミック,,428-01-508-0084,2011/11/22,2016/11/9,2016/12/1,2021/11/30,,,自動販売機による営業に限る,,,247,㈱アドミック,0564,,,,,愛知県岡崎市柱1-11-1,愛知県岡崎市柱１－１１－１,㈱三龍社 柱事業所２Ｆ,118496,23,23202,柱１,,2011/11/22,2016/11/09,2016/12/01,2021/11/30,株式会社 アドミック,,,,,,,,,,428-01-508-0084,,喫茶店営業,,自動販売機による営業に限る,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,株式会社アドミック11849623202,df58899d-a1be-4be8-8e43-e784bc6049ae,株式会社アドミック,b1ee6830-4a1f-4370-b9f3-c187ab6711f0,f2365219-bb7e-4c2a-a9ad-c6b0b07c612e,2016/11/09,株式会社アドミック,株式会社アドミック,株式会社アドミック
232025,,愛知県,岡崎市,日本一 イオン岡崎南店,ニホンイチ イオンオカザキミナミテン,飲食店営業,,愛知県岡崎市戸崎町띃山1-1,イオン岡崎南店 １Ｆ,,,(0564)57-1023,株式会社 日本一,,429-01-504-0058,2011/11/25,2017/11/30,2017/12/1,2023/11/30,,,,,,247,日本一 イオン岡崎南店,0564,0564-57-1023,,,,愛知県岡崎市戸崎町띃山1-1,愛知県岡崎市戸崎町띃山１－１,イオン岡崎南店 １Ｆ,118199,23,23202,戸崎町,,2011/11/25,2017/11/30,2017/12/01,2023/11/30,株式会社 日本一,,,,,,,,,,429-01-504-0058,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,日本一イオン岡崎南店0564-57-102311819923202,45999daf-b636-4601-8460-8911ab003bc5,株式会社日本一,8c32fdf7-9538-4e68-b625-8dba1aaaa9c6,eb42384e-b01c-4f58-9805-ef90c76b70b4,2017/11/30,日本一　イオン岡崎南店,日本一イオン岡崎南店,株式会社日本一
232025,,愛知県,岡崎市,ドミーデリカ株式会社 福岡店,ドミ－デリカカブシキガイシャフクオカテン,飲食店営業,,愛知県岡崎市福岡町字西後田56,,,,(0564)71-5588,ドミーデリカ株式会社,,429-01-504-0061,2011/12/2,2017/12/27,2018/1/1,2023/12/31,,,,,,247,ドミーデリカ株式会社 福岡店,0564,0564-71-5588,,,,愛知県岡崎市福岡町字西後田56,愛知県岡崎市福岡町字西後田５６,,118267,23,23202,福岡町,,2011/12/02,2017/12/27,2018/01/01,2023/12/31,ドミーデリカ株式会社,,,,,,,,,,429-01-504-0061,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ドミデリカ株式会社福岡店0564-71-558811826723202,13d4e3a7-3ad8-4867-b0fc-a5e45dd76078,ドミーデリカ株式会社,7efa4989-b5b7-4acc-808a-650142f5e089,dbb9ac23-7c20-49d6-84c5-22bdd9f21ecb,2017/12/27,ドミーデリカ株式会社福岡店,ドミデリカ株式会社福岡店,ドミーデリカ株式会社
232025,,愛知県,岡崎市,ドミー福岡店,ドミーフクオカテン,飲食店営業,,愛知県岡崎市福岡町字西後田56,,,,(0564)64-1181,株式会社 ドミー,,429-01-504-0060,2011/12/2,2017/12/27,2018/1/1,2023/12/31,,,,,,247,ドミー福岡店,0564,0564-64-1181,,,,愛知県岡崎市福岡町字西後田56,愛知県岡崎市福岡町字西後田５６,,118267,23,23202,福岡町,,2011/12/02,2017/12/27,2018/01/01,2023/12/31,株式会社 ドミー,,,,,,,,,,429-01-504-0060,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ドミ福岡店0564-64-118111826723202,00247_5f8da552-6bc7-4929-9870-623d3d73e06b,株式会社ドミー,8b867bb5-f3cc-4432-b69c-eee1f7558e23,b0a2a7e2-48a6-4ec7-bdd0-eabd410e74b9,2017/12/27,ドミー福岡店,ドミ福岡店,株式会社ドミー
232025,,愛知県,岡崎市,ドミー福岡店,ドミーフクオカテン,食肉販売業,,愛知県岡崎市福岡町字西後田56,,,,(0564)64-1181,株式会社 ドミー,,429-01-507-0027,2011/12/2,2017/12/27,2018/1/1,2023/12/31,,,,,,247,ドミー福岡店,0564,0564-64-1181,,,,愛知県岡崎市福岡町字西後田56,愛知県岡崎市福岡町字西後田５６,,118267,23,23202,福岡町,,2011/12/02,2017/12/27,2018/01/01,2023/12/31,株式会社 ドミー,,,,,,,,,,429-01-507-0027,,食肉販売業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,I,58,583,,ドミ福岡店0564-64-118111826723202,00247_5f8da552-6bc7-4929-9870-623d3d73e06b,株式会社ドミー,8b867bb5-f3cc-4432-b69c-eee1f7558e23,9709a3b4-5896-4e90-869f-aad26c0ad092,2017/12/27,ドミー福岡店,ドミ福岡店,株式会社ドミー
232025,,愛知県,岡崎市,ドミー福岡店,ドミーフクオカテン,魚介類販売業,,愛知県岡崎市福岡町字西後田56,,,,(0564)64-1181,株式会社 ドミー,,429-01-509-0023,2011/12/2,2017/12/27,2018/1/1,2023/12/31,,,,,,247,ドミー福岡店,0564,0564-64-1181,,,,愛知県岡崎市福岡町字西後田56,愛知県岡崎市福岡町字西後田５６,,118267,23,23202,福岡町,,2011/12/02,2017/12/27,2018/01/01,2023/12/31,株式会社 ドミー,,,,,,,,,,429-01-509-0023,,魚介類販売業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,I,58,,,ドミ福岡店0564-64-118111826723202,00247_5f8da552-6bc7-4929-9870-623d3d73e06b,株式会社ドミー,8b867bb5-f3cc-4432-b69c-eee1f7558e23,c0aeeccf-b80c-417e-b786-59b674807a92,2017/12/27,ドミー福岡店,ドミ福岡店,株式会社ドミー
232025,,愛知県,岡崎市,名代 とんかつ 一休,メイダイ トンカツ イッキュウ,密封包装食品製造業,,愛知県岡崎市真伝町字前田18-2,,,,(0564)21-5786,有限会社 一休,,503-01-433-0001,2021/8/2,2021/8/2,2021/8/2,2027/8/31,,,,,,247,名代 とんかつ 一休,0564,0564-21-5786,,,,愛知県岡崎市真伝町字前田18-2,愛知県岡崎市真伝町字前田１８－２,,118174,23,23202,真伝町,,2021/08/02,2021/08/02,2021/08/02,2027/08/31,有限会社 一休,,,,,,,,,,503-01-433-0001,,密封包装食品製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,名代とんかつ一休0564-21-578611817423202,00247_eafeb908-3987-462c-bc31-a5591ee96d32,有限会社一休,860872e3-44e0-4bb5-b4f8-4631d9cdfb79,cbc80740-7a46-4c5b-abe4-8ae5e08e5c85,2021/08/02,名代　とんかつ　一休,名代とんかつ一休,有限会社一休
232025,,愛知県,岡崎市,㈱三河屋 明大寺工場,カブミカワヤ ミョウダイジコウジョウ,食品の冷凍又は冷蔵業,,愛知県岡崎市明大寺町字天白前53-1,,,,,株式会社 三河屋,,429-01-520-0004,2011/12/6,2017/12/8,2018/1/1,2023/12/31,,,,,,247,㈱三河屋 明大寺工場,0564,,,,,愛知県岡崎市明大寺町字天白前53-1,愛知県岡崎市明大寺町字天白前５３－１,,118291,23,23202,明大寺町,,2011/12/06,2017/12/08,2018/01/01,2023/12/31,株式会社 三河屋,,,,,,,,,,429-01-520-0004,,食品の冷凍又は冷蔵業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,株式会社三河屋明大寺工場11829123202,b36d86c4-e6e6-4cf8-8970-a8467bab89f6,株式会社三河屋,146c7acb-ead8-4da2-b4e0-76020bd639e2,5d690beb-d345-4774-a7a6-7b126f388375,2017/12/08,株式会社三河屋　明大寺工場,株式会社三河屋明大寺工場,株式会社三河屋
232025,,愛知県,岡崎市,喫茶まるこし,キッサマルコシ,飲食店営業,,愛知県岡崎市羽根町字東ﾉ郷82-3,,,,(0564)51-0716,有限会社 まるこし,,429-01-501-0108,2011/12/12,2017/12/22,2018/1/1,2023/12/31,,,,,,247,喫茶まるこし,0564,0564-51-0716,,,,愛知県岡崎市羽根町字東ﾉ郷82-3,愛知県岡崎市羽根町字東ノ郷８２－３,,118251,23,23202,羽根町,,2011/12/12,2017/12/22,2018/01/01,2023/12/31,有限会社 まるこし,,,,,,,,,,429-01-501-0108,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,喫茶まるこし0564-51-071611825123202,df769177-5a35-4746-91db-056f203de0b3,有限会社まるこし,5d41cb2c-2a4e-4c4b-8138-cecb586603b3,9e30ae4c-492d-4029-9b10-72bfc2494953,2017/12/22,喫茶まるこし,喫茶まるこし,有限会社まるこし
232025,,愛知県,岡崎市,昧怚隷野,マイトレイヤ,飲食店営業,,愛知県岡崎市上地3-47-14,,,,(0564)53-5470,株式会社 柴田商会,,428-01-501-0139,2011/12/9,2016/12/14,2017/1/1,2022/12/31,,,,,,247,昧怚隷野,0564,0564-53-5470,,,,愛知県岡崎市上地3-47-14,愛知県岡崎市上地３－４７－１４,,118463,23,23202,上地３,,2011/12/09,2016/12/14,2017/01/01,2022/12/31,株式会社 柴田商会,,,,,,,,,,428-01-501-0139,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,昧怚隷野0564-53-547011846323202,2bb3b980-6885-4bf0-b6e7-f4cf25248b2c,株式会社柴田商会,dde8bdb7-3d70-48b2-aa6b-ca2d34d464f4,b7fbb036-1f1c-4765-864f-6a567d50286f,2016/12/14,昧怚隷野,昧怚隷野,株式会社柴田商会
232025,,愛知県,岡崎市,すき家１国岡崎栄町店,スキヤイチコクオカザキサカエマチテン,飲食店営業,,愛知県岡崎市栄町5-2-1,,,,,株式会社 すき家,,429-01-501-0105,2011/12/13,2017/12/8,2018/1/1,2023/12/31,,,,,,247,すき家１国岡崎栄町店,0564,,,,,愛知県岡崎市栄町5-2-1,愛知県岡崎市栄町５－２－１,,118158,23,23202,栄町５,,2011/12/13,2017/12/08,2018/01/01,2023/12/31,株式会社 すき家,,,,,,,,,,429-01-501-0105,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,すき家１国岡崎栄町店11815823202,5325b87b-0475-4d4c-a943-74759c0f6440,株式会社すき家,f68ec1d4-976c-4a8b-8d22-f33076eedfbf,14d3e352-481b-4268-828c-134e2b70a6d4,2017/12/08,すき家１国岡崎栄町店,すき家１国岡崎栄町店,株式会社すき家
232025,,愛知県,岡崎市,じゃりんこ 岡崎,ジャリンコ オカザキ,飲食店営業,,愛知県岡崎市明大寺本町4-8-1,かつらぎビル４Ｆ,,,(0564)22-1577,株式会社 グローネクスト,,503-01-404-0046,2021/8/2,2021/8/2,2021/8/2,2027/8/31,,,,,,247,じゃりんこ 岡崎,0564,0564-22-1577,,,,愛知県岡崎市明大寺本町4-8-1,愛知県岡崎市明大寺本町４－８－１,かつらぎビル４Ｆ,118295,23,23202,明大寺本町４,,2021/08/02,2021/08/02,2021/08/02,2027/08/31,株式会社 グローネクスト,,,,,,,,,,503-01-404-0046,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,じゃりんこ岡崎0564-22-157711829523202,91b692c0-57ff-4727-8c05-4a2fc85adfef,株式会社グローネクスト,7898a034-928e-4d29-8be4-71541e80bacb,32dd02b7-76da-494d-9cfe-89fae3f18e66,2021/08/02,じゃりんこ　岡崎,じゃりんこ岡崎,株式会社グローネクスト
232025,,愛知県,岡崎市,ほっかほっか亭 岡崎西大友店,ホッカホッカテイ オカザキニシオオトモテン,飲食店営業,,愛知県岡崎市西大友町字諏訪8-1,,,,(0564)33-3651,株式会社 Ｒｉｇｈｔ Ｗａｙ,,503-01-402-0006,2021/8/3,2021/8/3,2021/8/3,2027/8/31,,,,,,247,ほっかほっか亭 岡崎西大友店,0564,0564-33-3651,,,,愛知県岡崎市西大友町字諏訪8-1,愛知県岡崎市西大友町字諏訪８－１,,118222,23,23202,西大友町,,2021/08/03,2021/08/03,2021/08/03,2027/08/31,株式会社 Ｒｉｇｈｔ Ｗａｙ,,,,,,,,,,503-01-402-0006,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ほっかほっか亭岡崎西大友店0564-33-365111822223202,00247_8cbd17be-11e8-4307-bf76-2205a7097d3b,株式会社Ｒｉｇｈｔ　Ｗａｙ,e59b40a9-2e2f-4e9f-b398-8093aeb37b34,218bbb90-b6b9-4a9a-a22f-c810369475b2,2021/08/03,ほっかほっか亭　岡崎西大友店,ほっかほっか亭岡崎西大友店,株式会社Ｒｉｇｈｔ　Ｗａｙ
232025,,愛知県,岡崎市,韓国屋台ポックンパ ネネチキン東岡崎店,カンコクヤタイポックンパ ネネチキンヒガシオカザキテン,飲食店営業,,愛知県岡崎市明大寺町字耳取58-1,,,,(0564)73-2205,株式会社 ＴＤＳ,,503-01-401-0035,2021/8/12,2021/8/12,2021/8/12,2027/8/31,,,,,,247,韓国屋台ポックンパ ネネチキン東岡崎店,0564,0564-73-2205,,,,愛知県岡崎市明大寺町字耳取58-1,愛知県岡崎市明大寺町字耳取５８－１,,118291,23,23202,明大寺町,,2021/08/12,2021/08/12,2021/08/12,2027/08/31,株式会社 ＴＤＳ,,,,,,,,,,503-01-401-0035,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,韓国屋台ポックンパネネチキン東岡崎店0564-73-220511829123202,b6ee66ff-073e-49df-970b-fd4dac177dd5,株式会社ＴＤＳ,bc490d94-5ade-4e4b-882d-e9df17e7a9ff,ffbd5e4e-ab66-4ec9-94a6-cdfcb247fd65,2021/08/12,韓国屋台ポックンパ　ネネチキン東岡崎店,韓国屋台ポックンパネネチキン東岡崎店,株式会社ＴＤＳ
232025,,愛知県,岡崎市,けんたま家,ケンタマヤ,飲食店営業,,愛知県岡崎市洞町字西五位原6-1,,,,(0564)66-1129,プラザ観光株式会社,,503-01-401-0038,2021/8/16,2021/8/16,2021/9/1,2027/8/31,,,,,,247,けんたま家,0564,0564-66-1129,,,,愛知県岡崎市洞町字西五位原6-1,愛知県岡崎市洞町字西五位原６－１,,118277,23,23202,洞町,,2021/08/16,2021/08/16,2021/09/01,2027/08/31,プラザ観光株式会社,,,,,,,,,,503-01-401-0038,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,けんたま家0564-66-112911827723202,00247_f614f4af-2747-4542-8978-ef638504f112,プラザ観光株式会社,d1e81914-bc32-4c1a-a374-59e16c750868,2ed8e3c7-a70d-48da-9c59-f02f3974153e,2021/08/16,けんたま家,けんたま家,プラザ観光株式会社
