https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,申請年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業所名称,,営業所所在地,,,営業所電話番号,業種,営業者氏名（法人にあっては法人名）,営業者電話番号（法人のみ）,初回許可日,届出年月日,許可年月日,許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
ＢＥＬＴＥＭＰＯ,神奈川県川崎市,川崎区東田町３番地１１ 栄ビル地下１階,川崎区東田町３番地１１,栄ビル地下１階,589-7533,①飲食店（バー）,合同会社Ｂｅｌｌ,589-7533,2022/1/17,,2022/1/17,2110633,,142,ＢＥＬＴＥＭＰＯ,044,044-589-7533,,,,神奈川県川崎市　川崎区東田町３番地１１,神奈川県川崎市川崎区東田町３番地１１,栄ビル地下１階,79998,14,14131,東田町,,2022/01/17,2022/01/17,,,合同会社Ｂｅｌｌ,,044-589-7533,,,,,,,,2110633,,飲食店営業,（バー）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,ＢＥＬＴＥＭＰＯ044-589-75337999814131,6f2523f9-38c9-4ee1-b77d-cbec8c97b4f3,合同会社Ｂｅｌｌ,8378b6fb-73c9-4ea5-9fd5-cabebbd47604,43c19410-0fe4-4957-b5d8-2ffb0c2d3662,2022/01/17,ＢＥＬＴＥＭＰＯ,ＢＥＬＴＥＭＰＯ,合同会社Ｂｅｌｌ
Ｅｓｐｏｉｒ,神奈川県川崎市,川崎区東田町３番地２４ コスモビル３階,川崎区東田町３番地２４,コスモビル３階,201-8357,①飲食店（バー）,合同会社ＲＩＳＥ,201-8357,2022/1/17,,2022/1/17,2110637,,142,Ｅｓｐｏｉｒ,044,044-201-8357,,,,神奈川県川崎市　川崎区東田町３番地２４,神奈川県川崎市川崎区東田町３番地２４,コスモビル３階,79998,14,14131,東田町,,2022/01/17,2022/01/17,,,合同会社ＲＩＳＥ,,044-201-8357,,,,,,,,2110637,,飲食店営業,（バー）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,Ｅｓｐｏｉｒ044-201-83577999814131,47c5730c-580f-4d17-9d81-2b7871982667,合同会社ＲＩＳＥ,f7c59e06-4905-426c-9ff5-e7c4d20510fa,6e9c86f0-3914-4aab-acdb-68fadeffa481,2022/01/17,Ｅｓｐｏｉｒ,Ｅｓｐｏｉｒ,合同会社ＲＩＳＥ
思い出の７０８０,神奈川県川崎市,川崎区東田町４番地２２ 高木ビル１１　１０１号,川崎区東田町４番地２２,高木ビル１１ １０１号,201-8681,①飲食店（一般食堂）,朴　恵賢,,2022/1/18,,2022/1/18,2110678,,142,思い出の７０８０,044,044-201-8681,,,,神奈川県川崎市　川崎区東田町４番地２２,神奈川県川崎市川崎区東田町４番地２２,高木ビル１１ １０１号,79998,14,14131,東田町,,2022/01/18,2022/01/18,,,,朴　恵賢,,,,,,,,,2110678,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,思い出の７０８０044-201-86817999814131,f4bdddb3-54e1-4b4f-b293-b155ac6595fa,,personal,eeffb277-176f-4793-b4f0-e87ebc448cb6,2022/01/18,思い出の７０８０,思い出の７０８０,
勝盛家　ちゃんこ料理,神奈川県川崎市,川崎区東田町８番地 パレール１３８区画,川崎区東田町８番地 ,パレール１３８区画,280-6202,①飲食店（一般食堂）,松田　一隆,,2022/1/21,,2022/1/21,2110670,,142,勝盛家　ちゃんこ料理,044,044-280-6202,,,,神奈川県川崎市　川崎区東田町８番地 ,神奈川県川崎市川崎区東田町８番地,パレール１３８区画,79998,14,14131,東田町,,2022/01/21,2022/01/21,,,,松田　一隆,,,,,,,,,2110670,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,勝盛家ちゃんこ料理044-280-62027999814131,1f09ae29-0f7f-4c4c-b911-40242449e7b3,,personal,041703e2-c813-4c30-830f-b9a229fbb613,2022/01/21,勝盛家　ちゃんこ料理,勝盛家ちゃんこ料理,
はま寿司　マーケットスクエア川崎イースト店,神奈川県川崎市,川崎区富士見１丁目５－５ マーケットスクエア川崎イースト,川崎区富士見１丁目５－５,マーケットスクエア川崎イースト,221-8008,①飲食店（すし店）,株式会社はま寿司,03-6833-8032,2022/1/24,,2022/1/24,2110666,,142,はま寿司　マーケットスクエア川崎イースト店,044,044-221-8008,,,,神奈川県川崎市　川崎区富士見１丁目５－５,神奈川県川崎市川崎区富士見１丁目５－５,マーケットスクエア川崎イースト,80008,14,14131,富士見１,,2022/01/24,2022/01/24,,,株式会社はま寿司,,03-6833-8032,,,,,,,,2110666,,飲食店営業,（すし店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,はま寿司マケットスクエア川崎イスト店044-221-80088000814131,b980649c-fee4-4a7f-8a88-a8b8a54d1b70,株式会社はま寿司,a1fb2d94-4db8-40bc-8e9a-150420be2c8c,88bbbe1e-054d-406e-abd7-9802166180d1,2022/01/24,はま寿司　マーケットスクエア川崎イースト店,はま寿司マケットスクエア川崎イスト店,株式会社はま寿司
チキン南蛮と辛麺「にしたち」,神奈川県川崎市,川崎区堀之内町１３番地１ ,川崎区堀之内町１３番地１ ,,276-6755,①飲食店（一般食堂）,株式会社Ｈｉｄａ　Ｙｏｕ,,2022/1/7,,2022/1/7,2110647,,142,チキン南蛮と辛麺「にしたち」,044,044-276-6755,,,,神奈川県川崎市　川崎区堀之内町１３番地１ ,神奈川県川崎市川崎区堀ノ内町１３番地１,,80010,14,14131,堀ノ内町,,2022/01/07,2022/01/07,,,株式会社Ｈｉｄａ　Ｙｏｕ,,,,,,,,,,2110647,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,チキン南蛮と辛麺にしたち044-276-67558001014131,cbd3f526-8769-4abb-9678-91ccd61d2fd3,株式会社Ｈｉｄａ　Ｙｏｕ,5742eb99-8505-4b58-a879-074258cbd7b8,f785ed3c-3ddc-499d-9639-cc18648e8523,2022/01/07,チキン南蛮と辛麺「にしたち」,チキン南蛮と辛麺にしたち,株式会社Ｈｉｄａ　Ｙｏｕ
おしん,神奈川県川崎市,川崎区本町１丁目１０－１２ ,川崎区本町１丁目１０－１２,,233-0348,①飲食店（一般食堂）,行川　隆,,2022/1/27,,2022/1/27,2110652,,142,おしん,044,044-233-0348,,,,神奈川県川崎市　川崎区本町１丁目１０－１２,神奈川県川崎市川崎区本町１丁目１０－１２,,80011,14,14131,本町１,,2022/01/27,2022/01/27,,,,行川　隆,,,,,,,,,2110652,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,おしん044-233-03488001114131,7b2950c1-7773-42b7-b0de-2b022b4ecda0,,personal,dafc9b76-570a-4f12-a8ea-d813ea8f6d76,2022/01/27,おしん,おしん,
お料理魚昌,神奈川県川崎市,川崎区宮本町６番地８ 須田ビル２Ｆ,川崎区宮本町６番地８,須田ビル２Ｆ,246-1102,①飲食店（一般食堂）,合同会社ＳＳＲ,,2022/1/27,,2022/1/27,2110708,,142,お料理魚昌,044,044-246-1102,,,,神奈川県川崎市　川崎区宮本町６番地８,神奈川県川崎市川崎区宮本町６番地８,須田ビル２Ｆ,80018,14,14131,宮本町,,2022/01/27,2022/01/27,,,合同会社ＳＳＲ,,,,,,,,,,2110708,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,お料理魚昌044-246-11028001814131,6f667252-97d6-4671-af02-20c2f752fb00,合同会社ＳＳＲ,5990b1d2-cb92-4643-af18-1bdd583cebc4,6e0a2781-01d3-4d49-8ccb-7272bda360d5,2022/01/27,お料理魚昌,お料理魚昌,合同会社ＳＳＲ
長八丸二号,神奈川県川崎市,川崎区塩浜３丁目１９－３ ,川崎区塩浜３丁目１９－３,,266-3128,①飲食店（屋形船）,長八海運株式会社,266-3128,2022/1/25,,2022/1/25,2110679,,142,長八丸二号,044,044-266-3128,,,,神奈川県川崎市　川崎区塩浜３丁目１９－３,神奈川県川崎市川崎区塩浜３丁目１９－３,,79958,14,14131,塩浜３,,2022/01/25,2022/01/25,,,長八海運株式会社,,044-266-3128,,,,,,,,2110679,,飲食店営業,（屋形船）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,長八丸二号044-266-31287995814131,c0feebb1-123f-487f-84da-3cb920d69f62,長八海運株式会社,8d87c328-c66d-4e4c-a93f-6adb68cb8648,2883d1fb-900a-42be-9b29-daf12ffb81a5,2022/01/25,長八丸二号,長八丸二号,長八海運株式会社
長八丸三号,神奈川県川崎市,川崎区塩浜３丁目１９－３ ,川崎区塩浜３丁目１９－３,,266-3128,①飲食店（屋形船）,長八海運株式会社,266-3128,2022/1/25,,2022/1/25,2110680,,142,長八丸三号,044,044-266-3128,,,,神奈川県川崎市　川崎区塩浜３丁目１９－３,神奈川県川崎市川崎区塩浜３丁目１９－３,,79958,14,14131,塩浜３,,2022/01/25,2022/01/25,,,長八海運株式会社,,044-266-3128,,,,,,,,2110680,,飲食店営業,（屋形船）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,長八丸三号044-266-31287995814131,18fa5d06-819b-4e37-b79e-8b5999fb0871,長八海運株式会社,8d87c328-c66d-4e4c-a93f-6adb68cb8648,aa8b6232-ca29-4af1-adaa-d88833a6bbb2,2022/01/25,長八丸三号,長八丸三号,長八海運株式会社
ファミリーマート川崎田町店,神奈川県川崎市,川崎区田町１丁目３－１２ ,川崎区田町１丁目３－１２,,280-3093,①飲食店（簡易な飲食店）,石﨑　哲,,2022/1/25,,2022/1/25,2110705,,142,ファミリーマート川崎田町店,044,044-280-3093,,,,神奈川県川崎市　川崎区田町１丁目３－１２,神奈川県川崎市川崎区田町１丁目３－１２,,79968,14,14131,田町１,,2022/01/25,2022/01/25,,,,石﨑　哲,,,,,,,,,2110705,,飲食店営業,（簡易な飲食店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,ファミリマト川崎田町店044-280-30937996814131,143500b8-a2d8-4139-97b5-3b64f4b9fb30,,personal,456b2467-52e3-463a-8522-3408d9e86196,2022/01/25,ファミリーマート川崎田町店,ファミリマト川崎田町店,
酒処　神美,神奈川県川崎市,川崎区大師駅前１丁目１５－９ ,川崎区大師駅前１丁目１５－９ ,,,①飲食店（大衆酒場）,山口　孝子,,2022/1/28,,2022/1/28,2110686,,142,酒処　神美,044,,,,,神奈川県川崎市　川崎区大師駅前１丁目１５－９ ,神奈川県川崎市川崎区大師駅前１丁目１５－９,,79971,14,14131,大師駅前１,,2022/01/28,2022/01/28,,,,山口　孝子,,,,,,,,,2110686,,飲食店営業,（大衆酒場）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,酒処神美7997114131,247d62c2-e55b-463d-8399-71bb0b67827a,,personal,c984a591-0d08-48db-9caa-cf232b184717,2022/01/28,酒処　神美,酒処神美,
え～きち,神奈川県川崎市,川崎区出来野９－８ ,川崎区出来野９－８,,,①飲食店（一般食堂）,延原　永吉,,2022/1/27,,2022/1/27,2110654,,142,え～きち,044,,,,,神奈川県川崎市　川崎区出来野９－８,神奈川県川崎市川崎区出来野９－８,,79982,14,14131,出来野,,2022/01/27,2022/01/27,,,,延原　永吉,,,,,,,,,2110654,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,えきち7998214131,71c0b701-0a0a-4922-b5eb-d8c3f95b44ac,,personal,f464c95f-dc6d-4f69-9809-3dfbfdb1f729,2022/01/27,え～きち,えきち,
うまいもん家　なかちゃん,神奈川県川崎市,川崎区藤崎１丁目２３番１３号 ,川崎区藤崎１丁目２３番１３号, ,,①飲食店（一般食堂）,中林　秀夫,,2022/1/17,,2022/1/17,2110651,,142,うまいもん家　なかちゃん,044,,,,,神奈川県川崎市　川崎区藤崎１丁目２３番１３号,神奈川県川崎市川崎区藤崎１丁目２３番１３号, ,80004,14,14131,藤崎１,,2022/01/17,2022/01/17,,,,中林　秀夫,,,,,,,,,2110651,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,うまいもん家なかちゃん8000414131,d1257824-ba13-4be8-bf59-568792db78a1,,personal,04f2c666-8b22-41d4-bd3d-cddee752a4bd,2022/01/17,うまいもん家　なかちゃん,うまいもん家なかちゃん,
セブンイレブン川崎浅田４丁目店,神奈川県川崎市,川崎区浅田４丁目１６－１３ ,川崎区浅田４丁目１６－１３,,333-7575,①飲食店（簡易な飲食店）,有限会社ケイ・コーポレーション,045-948-3020,2022/1/21,,2022/1/21,2110697,,142,セブンイレブン川崎浅田４丁目店,044,044-333-7575,,,,神奈川県川崎市　川崎区浅田４丁目１６－１３,神奈川県川崎市川崎区浅田４丁目１６－１３,,79900,14,14131,浅田４,,2022/01/21,2022/01/21,,,有限会社ケイ・コーポレーション,,045-948-3020,,,,,,,,2110697,,飲食店営業,（簡易な飲食店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,セブンイレブン川崎浅田４丁目店044-333-75757990014131,7a57a4df-414e-430f-8333-aca547a4c4f9,有限会社ケイ・コーポレーション,00277976-dccf-43c5-bc5f-64dc2e6b58f9,2fc4dbf3-3f1e-4c19-97bf-99881fbd462b,2022/01/21,セブンイレブン川崎浅田４丁目店,セブンイレブン川崎浅田４丁目店,有限会社ケイ・コーポレーション
こつぼ,神奈川県川崎市,川崎区追分町６－１２　１０３号 ,川崎区追分町６－１２,１０３号 ,,①飲食店（大衆酒場）,岡﨑　良子,,2022/1/24,,2022/1/24,2110663,,142,こつぼ,044,,,,,神奈川県川崎市　川崎区追分町６－１２,神奈川県川崎市川崎区追分町６－１２,１０３号 ,79918,14,14131,追分町,,2022/01/24,2022/01/24,,,,岡﨑　良子,,,,,,,,,2110663,,飲食店営業,（大衆酒場）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,こつぼ7991814131,11a44a6f-8ea0-4190-8fcf-c40442384c5b,,personal,c54a0bc4-5e55-41fb-89ae-6b5ffc616164,2022/01/24,こつぼ,こつぼ,
キッチンあかいし,神奈川県川崎市,川崎区小田５丁目２８－１３ ,川崎区小田５丁目２８－１３,,333-0589,①飲食店（一般食堂）,長戸　桂子,,2022/1/20,,2022/1/20,2110673,,142,キッチンあかいし,044,044-333-0589,,,,神奈川県川崎市　川崎区小田５丁目２８－１３,神奈川県川崎市川崎区小田５丁目２８－１３,,79933,14,14131,小田５,,2022/01/20,2022/01/20,,,,長戸　桂子,,,,,,,,,2110673,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,キッチンあかいし044-333-05897993314131,7a979366-5285-46fc-8b3e-58bb270174f9,,personal,96bbef47-c446-485f-b85b-53240951c1c8,2022/01/20,キッチンあかいし,キッチンあかいし,
セブン－イレブン川崎小田７丁目店,神奈川県川崎市,川崎区小田７丁目２－２ ,川崎区小田７丁目２－２,,333-0160,①飲食店（簡易な飲食店）,山下　政洋,,2022/1/25,,2022/1/25,2110704,,142,セブン－イレブン川崎小田７丁目店,044,044-333-0160,,,,神奈川県川崎市　川崎区小田７丁目２－２,神奈川県川崎市川崎区小田７丁目２－２,,79935,14,14131,小田７,,2022/01/25,2022/01/25,,,,山下　政洋,,,,,,,,,2110704,,飲食店営業,（簡易な飲食店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,セブンイレブン川崎小田７丁目店044-333-01607993514131,b44514e9-7bf3-4708-b1fa-f772688907b7,,personal,2933efe8-360e-4dba-a7f3-7a6954a075ed,2022/01/25,セブンイレブン川崎小田７丁目店,セブンイレブン川崎小田７丁目店,
ｉあい,神奈川県川崎市,川崎区小田栄１丁目１２－１６ ,川崎区小田栄１丁目１２－１６,,,①飲食店（一般食堂）,株式会社ＩＶＹ商事,333-7453,2022/1/18,,2022/1/18,2110646,,142,ｉあい,044,,,,,神奈川県川崎市　川崎区小田栄１丁目１２－１６,神奈川県川崎市川崎区小田栄１丁目１２－１６,,79936,14,14131,小田栄１,,2022/01/18,2022/01/18,,,株式会社ＩＶＹ商事,,044-333-7453,,,,,,,,2110646,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,ｉあい7993614131,968feeed-ba76-4b36-9367-be68abccf9f7,株式会社ＩＶＹ商事,1e989798-aead-410d-b494-10733dd892a7,bdf27b19-1568-44b7-a104-af1ff948637c,2022/01/18,ｉあい,ｉあい,株式会社ＩＶＹ商事
桜苑,神奈川県川崎市,川崎区桜本１丁目１番１３号 ,川崎区桜本１丁目１番１３号, ,277-9132,㉕そうざい製造業（そうざい）,有限会社桜苑,044-277-9132,2022/1/27,,2022/1/27,2110643,,142,桜苑,044,044-277-9132,,,,神奈川県川崎市　川崎区桜本１丁目１番１３号,神奈川県川崎市川崎区桜本１丁目１番１３号, ,79954,14,14131,桜本１,,2022/01/27,2022/01/27,,,有限会社桜苑,,044-277-9132,,,,,,,,2110643,,そうざい製造業,（そうざい）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,,,桜苑044-277-91327995414131,0fc83c92-37f5-4c38-81cf-5c8c6344bea4,有限会社桜苑,2c3b88d1-e59e-42a8-8020-79fb2a77e48c,07ae10b4-fb06-49f1-ace6-a98cbddcb62f,2022/01/27,桜苑,桜苑,有限会社桜苑
桜,神奈川県川崎市,川崎区桜本２丁目１番６号 Ｆ－Ｂ,川崎区桜本２丁目１番６号 ,Ｆ－Ｂ,,①飲食店（大衆酒場）,李　貞　賢,,2022/1/27,,2022/1/27,2110691,,142,桜,044,,,,,神奈川県川崎市　川崎区桜本２丁目１番６号 ,神奈川県川崎市川崎区桜本２丁目１番６号,Ｆ－Ｂ,79955,14,14131,桜本２,,2022/01/27,2022/01/27,,,,李　貞　賢,,,,,,,,,2110691,,飲食店営業,（大衆酒場）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,桜7995514131,9eabf9db-f0a4-4c53-9e53-93273e20e640,,personal,93846c8a-d12c-4b8f-b536-a7cd01758b98,2022/01/27,桜,桜,
ファミリーマート小浦川崎浜町二丁目店,神奈川県川崎市,川崎区浜町２丁目１５番４号 ,川崎区浜町２丁目１５番４号, ,328-2560,①飲食店（簡易な飲食店）,小浦石油株式会社,06-6632-3000,2022/1/11,,2022/1/11,2110638,,142,ファミリーマート小浦川崎浜町二丁目店,044,044-328-2560,,,,神奈川県川崎市　川崎区浜町２丁目１５番４号,神奈川県川崎市川崎区浜町２丁目１５番４号, ,79994,14,14131,浜町２,,2022/01/11,2022/01/11,,,小浦石油株式会社,,06-6632-3000,,,,,,,,2110638,,飲食店営業,（簡易な飲食店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,ファミリマト小浦川崎浜町二丁目店044-328-25607999414131,7e5fc0eb-4f6e-4f2e-9545-0fbaaf4715c8,小浦石油株式会社,f0803818-9b89-4732-b71d-b3dcbf4b7944,8280e89e-79f1-4826-b57c-97cd996041b5,2022/01/11,ファミリーマート小浦川崎浜町二丁目店,ファミリマト小浦川崎浜町二丁目店,小浦石油株式会社
きゃびん,神奈川県川崎市,幸区大宮町１１－２ ホワイトマンション１Ｆ,幸区大宮町１１－２,ホワイトマンション１Ｆ,555-7749,①飲食店（一般食堂）,渡部　彰三,,2022/1/27,,2022/1/27,2110271,,142,きゃびん,044,044-555-7749,,,,神奈川県川崎市　幸区大宮町１１－２,神奈川県川崎市幸区大宮町１１－２,ホワイトマンション１Ｆ,80038,14,14132,大宮町,,2022/01/27,2022/01/27,,,,渡部　彰三,,,,,,,,,2110271,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,きゃびん044-555-77498003814132,c1f745fc-a65e-40bf-8852-72d6a0cd3332,,personal,39a74596-5e24-47d6-9c58-b16173f1dc0b,2022/01/27,きゃびん,きゃびん,
田所商店　川崎店,神奈川県川崎市,幸区小向西町１丁目１番地１ ,幸区小向西町１丁目１番地１,,,①飲食店（中華料理店）,株式会社コルディアーレ,03-5755-3950,2022/1/24,,2022/1/24,2110249,,142,田所商店　川崎店,044,,,,,神奈川県川崎市　幸区小向西町１丁目１番地１,神奈川県川崎市幸区小向西町１丁目１番地１,,80057,14,14132,小向西町１,,2022/01/24,2022/01/24,,,株式会社コルディアーレ,,03-5755-3950,,,,,,,,2110249,,飲食店営業,（中華料理店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,田所商店川崎店8005714132,ddc2fdd6-d405-41ed-bd28-bc7ede330a39,株式会社コルディアーレ,d98adca4-c2be-47db-9250-503e981efc90,cc702112-5cfa-4d38-a823-53f490957d26,2022/01/24,田所商店　川崎店,田所商店川崎店,株式会社コルディアーレ
