https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,許可年月日,確認番号,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業者名,"営業者
電話番号",営業所名称,営業所所在地,,,"営業所
電話番号",業種,許可年月日,許可番号,許可の有効期限FROM,許可の有効期限TO,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
株式会社　やぶやグループ 代表取締役　横瀬　武夫,583-9828,やぶ屋　今池本店,名古屋市千種区今池五丁目１０番１１号　,名古屋市千種区今池５丁目１０番１１号, ,731-5828,飲食店営業,2021/10/11,3千保管第1-403号,2021/10/21,2027/10/20,,245,やぶ屋　今池本店,052,052-731-5828,,,,名古屋市千種区今池５丁目１０番１１号,愛知県名古屋市千種区今池５丁目１０番１１号, ,113760,23,23101,今池５,,,2021/10/11,2021/10/21,2027/10/20,株式会社　やぶやグループ ,代表取締役　横瀬　武夫,052-583-9828,,,,,,,,3千保管第1-403号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,やぶ屋今池本店052-731-582811376023101,2ed64640-f8f4-4209-83e6-88135075747c,株式会社やぶやグループ　,fa8abc5c-9f87-4523-875b-fc66ace29004,4a690f7e-59aa-4b51-bfc1-fffe6925bb25,2021/10/11,やぶ屋　今池本店,やぶ屋今池本店,株式会社やぶやグループ　
名古屋大学消費生活協同組合 代表理事　坂本　聡,781-1111,フレンドリー南部,名古屋市千種区不老町１番地　,名古屋市千種区不老町１番地 ,,782-3471,そうざい製造業,2021/10/11,3千保管第1-360号,2021/10/25,2028/2/20,,245,フレンドリー南部,052,052-782-3471,,,,名古屋市千種区不老町１番地 ,愛知県名古屋市千種区不老町１番地,,113722,23,23101,不老町,,,2021/10/11,2021/10/25,2028/02/20,名古屋大学消費生活協同組合 ,代表理事　坂本　聡,052-781-1111,,,,,,,,3千保管第1-360号,,そうざい製造業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,E,9,,,フレンドリ南部052-782-347111372223101,0c2ba9d2-b6b4-4bf8-8d8d-cf8ff9bd4b18,名古屋大学消費生活協同組合　,16388fd6-54f3-42b1-8ae4-1ee026f2c257,dcb5a7d8-7d92-4c91-8491-804a280ed9ff,2021/10/11,フレンドリー南部,フレンドリ南部,名古屋大学消費生活協同組合　
染石　恵美子,,すなっく　そめ,名古屋市千種区今池五丁目２０番２０号　今池グランドビル　２Ｆ,名古屋市千種区今池５丁目２０番２０号,今池グランドビル ２Ｆ,732-7666,飲食店営業,2021/10/12,3千保管第1-374号,2021/10/21,2027/10/20,,245,すなっく　そめ,052,052-732-7666,,,,名古屋市千種区今池５丁目２０番２０号,愛知県名古屋市千種区今池５丁目２０番２０号,今池グランドビル ２Ｆ,113760,23,23101,今池５,,,2021/10/12,2021/10/21,2027/10/20,,染石　恵美子,,,,,,,,,3千保管第1-374号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,すなっくそめ052-732-766611376023101,8364f1aa-2462-4171-912a-68442470cec4,,personal,7da0e475-f6cd-472f-8593-c89e6bba0f89,2021/10/12,すなっく　そめ,すなっくそめ,
株式会社きんぼし 代表取締役　田中　勤也,762-6033,焼きとり　きんぼし,名古屋市千種区今池五丁目４番９号　水野ビル,名古屋市千種区今池５丁目４番９号, 水野ビル,732-5421,飲食店営業,2021/10/12,3千保管第1-405号,2021/10/21,2027/10/20,,245,焼きとり　きんぼし,052,052-732-5421,,,,名古屋市千種区今池５丁目４番９号,愛知県名古屋市千種区今池５丁目４番９号, 水野ビル,113760,23,23101,今池５,,,2021/10/12,2021/10/21,2027/10/20,株式会社きんぼし ,代表取締役　田中　勤也,052-762-6033,,,,,,,,3千保管第1-405号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,焼きとりきんぼし052-732-542111376023101,4658d1c5-350d-4134-9da5-0b23ea42a931,株式会社きんぼし　,304eb2e2-aefe-424c-b56a-1d0029f74764,7df287cc-f31f-4353-910c-259fecb3b895,2021/10/12,焼きとり　きんぼし,焼きとりきんぼし,株式会社きんぼし　
村越　良子,,スナック　リボン,名古屋市千種区今池五丁目１８番１４号　小松ビル１Ｆ,名古屋市千種区今池５丁目１８番１４号, 小松ビル１Ｆ,,飲食店営業,2021/10/12,3千保管第1-385号,2021/10/21,2027/10/20,,245,スナック　リボン,052,,,,,名古屋市千種区今池５丁目１８番１４号,愛知県名古屋市千種区今池５丁目１８番１４号, 小松ビル１Ｆ,113760,23,23101,今池５,,,2021/10/12,2021/10/21,2027/10/20,,村越　良子,,,,,,,,,3千保管第1-385号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,スナックリボン11376023101,f772cdf1-57e4-4957-90cf-3b54becaba62,,personal,68a749fd-6186-49df-b770-6f0241fce8e4,2021/10/12,スナック　リボン,スナックリボン,
伊藤　豊大,,Ｂａｌｉｚａ,名古屋市千種区池下一丁目３番１号　パックス池下７階B号室,名古屋市千種区池下１丁目３番１号 ,パックス池下７階B号室,,飲食店営業,2021/10/13,3千保管第1-332号,2021/10/14,2028/8/20,,245,Ｂａｌｉｚａ,052,,,,,名古屋市千種区池下１丁目３番１号 ,愛知県名古屋市千種区池下１丁目３番１号,パックス池下７階B号室,113779,23,23101,池下１,,,2021/10/13,2021/10/14,2028/08/20,,伊藤　豊大,,,,,,,,,3千保管第1-332号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,Ｂａｌｉｚａ11377923101,da3e54e9-6794-4842-bcd1-42e5c38c70dc,,personal,f5750ab9-b6aa-482b-8ee3-1baa45df08c0,2021/10/13,Ｂａｌｉｚａ,Ｂａｌｉｚａ,
佐藤　一美,,ゆき,名古屋市千種区今池五丁目２０番２０号　今池グランドビル　２階Ｂ号室,名古屋市千種区今池５丁目２０番２０号,今池グランドビル ２階Ｂ号室,,飲食店営業,2021/10/13,3千保管第1-395号,2021/10/21,2027/10/20,,245,ゆき,052,,,,,名古屋市千種区今池５丁目２０番２０号,愛知県名古屋市千種区今池５丁目２０番２０号,今池グランドビル ２階Ｂ号室,113760,23,23101,今池５,,,2021/10/13,2021/10/21,2027/10/20,,佐藤　一美,,,,,,,,,3千保管第1-395号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ゆき11376023101,9cb46ed1-ebd8-45dc-b10c-7b14ff41d430,,personal,85600663-2909-4d38-b77d-f32f8974cc07,2021/10/13,ゆき,ゆき,
玉三屋食品株式会社 代表取締役　松岡　宗之介,732-3519,玉三屋食品株式会社,名古屋市千種区千種通７丁目１０７番地　,名古屋市千種区千種通７丁目１０７番地 ,,732-3519,漬物製造業,2021/10/15,3千保管第1-404号,2021/10/16,2027/12/20,,245,玉三屋食品株式会社,052,052-732-3519,,,,名古屋市千種区千種通７丁目１０７番地 ,愛知県名古屋市千種区千種通７丁目１０７番地,,113634,23,23101,千種通７,,,2021/10/15,2021/10/16,2027/12/20,玉三屋食品株式会社 ,代表取締役　松岡　宗之介,052-732-3519,,,,,,,,3千保管第1-404号,,漬物製造業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,E,9,,,玉三屋食品株式会社052-732-351911363423101,677ab847-c907-48db-ab5b-0ead62f22368,玉三屋食品株式会社,03b827b2-4a4f-40f8-8f3d-791c595b2af2,5d8d32de-d0d4-48f3-8401-b03d2d864284,2021/10/15,玉三屋食品株式会社,玉三屋食品株式会社,玉三屋食品株式会社
有限会社　酒井屋 代表取締役　酒井　正二郎,762-0552,酒井屋,名古屋市千種区山門町２丁目６０番地の２　,名古屋市千種区山門町２丁目６０番地２号,,762-0552,飲食店営業,2021/10/15,3千保管第1-411号,2021/10/15,2028/3/20,,245,酒井屋,052,052-762-0552,,,,名古屋市千種区山門町２丁目６０番地２号,愛知県名古屋市千種区山門町２丁目６０番地２号,,113588,23,23101,山門町２,,,2021/10/15,2021/10/15,2028/03/20,有限会社　酒井屋 ,代表取締役　酒井　正二郎,052-762-0552,,,,,,,,3千保管第1-411号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,酒井屋052-762-055211358823101,933e3fc2-fec2-46d3-a475-c8313c8d1ee0,有限会社酒井屋　,fa33bda9-bcee-43da-8cea-949f347f997c,07e887b8-e579-4517-9317-8a68781b56fb,2021/10/15,酒井屋,酒井屋,有限会社酒井屋　
清水　保行,,セブン－イレブン名古屋今池西店,名古屋市千種区今池一丁目７番２号　ＫＬＰ今池ビル　１階,名古屋市千種区今池１丁目７番２号,ＫＬＰ今池ビル １階,735-5856,飲食店営業,2021/10/18,3千保管第1-415号,2021/11/21,2027/11/20,,245,セブン－イレブン名古屋今池西店,052,052-735-5856,,,,名古屋市千種区今池１丁目７番２号,愛知県名古屋市千種区今池１丁目７番２号,ＫＬＰ今池ビル １階,113756,23,23101,今池１,,,2021/10/18,2021/11/21,2027/11/20,,清水　保行,,,,,,,,,3千保管第1-415号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,セブンイレブン名古屋今池西店052-735-585611375623101,8b2fd75b-b5f9-4eeb-ae85-83ece5460bef,,personal,24ad42ab-a924-4567-b50e-e01584cb7d3f,2021/10/18,セブンイレブン名古屋今池西店,セブンイレブン名古屋今池西店,
荒川　謙一,,得仙春岡,名古屋市千種区春岡一丁目１２番２号　,名古屋市千種区春岡１丁目１２番２号, ,753-1551,飲食店営業,2021/10/18,3千保管第1-362号,2021/10/29,2028/10/20,,245,得仙春岡,052,052-753-1551,,,,名古屋市千種区春岡１丁目１２番２号,愛知県名古屋市千種区春岡１丁目１２番２号, ,113783,23,23101,春岡１,,,2021/10/18,2021/10/29,2028/10/20,,荒川　謙一,,,,,,,,,3千保管第1-362号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,得仙春岡052-753-155111378323101,095fa9fa-d4ee-4fa6-ab2c-41d9037d11c2,,personal,c02103c2-4d31-4299-a89e-8453bc97692d,2021/10/18,得仙春岡,得仙春岡,
株式会社　グランドフーズ 代表取締役　髙木　利三,733-2340,べんがらや,名古屋市千種区今池四丁目７番１１号　メトロビル地下,名古屋市千種区今池４丁目７番１１号, メトロビル地下,731-0073,飲食店営業,2021/10/19,3千保管第1-429号,2021/11/21,2027/11/20,,245,べんがらや,052,052-731-0073,,,,名古屋市千種区今池４丁目７番１１号,愛知県名古屋市千種区今池４丁目７番１１号, メトロビル地下,113759,23,23101,今池４,,,2021/10/19,2021/11/21,2027/11/20,株式会社　グランドフーズ ,代表取締役　髙木　利三,052-733-2340,,,,,,,,3千保管第1-429号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,べんがらや052-731-007311375923101,cea1dc01-88c9-48dc-9c64-94a28480a234,株式会社グランドフーズ　,3f641e3d-8212-4f3a-8310-d3c7c193ae31,148d09b4-0f15-4120-a9b1-d3543e1da315,2021/10/19,べんがらや,べんがらや,株式会社グランドフーズ　
永田　政明,,魚清,名古屋市千種区内山三丁目３２番９号　,名古屋市千種区内山３丁目３２番９号, ,731-4521,飲食店営業,2021/10/19,3千保管第1-427号,2021/11/21,2027/11/20,,245,魚清,052,052-731-4521,,,,名古屋市千種区内山３丁目３２番９号,愛知県名古屋市千種区内山３丁目３２番９号, ,113773,23,23101,内山３,,,2021/10/19,2021/11/21,2027/11/20,,永田　政明,,,,,,,,,3千保管第1-427号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,魚清052-731-452111377323101,7904ab74-e25c-455a-abc9-06db7167e41c,,personal,8951e8bd-d24c-4abf-9cfb-bbdc174b5dde,2021/10/19,魚清,魚清,
永田　政明,,魚清,名古屋市千種区内山三丁目３２番９号　,名古屋市千種区内山３丁目３２番９号, ,731-4521,魚介類販売業,2021/10/19,3千保管第1-428号,2021/11/21,2027/11/20,,245,魚清,052,052-731-4521,,,,名古屋市千種区内山３丁目３２番９号,愛知県名古屋市千種区内山３丁目３２番９号, ,113773,23,23101,内山３,,,2021/10/19,2021/11/21,2027/11/20,,永田　政明,,,,,,,,,3千保管第1-428号,,魚介類販売業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,I,58,,,魚清052-731-452111377323101,7904ab74-e25c-455a-abc9-06db7167e41c,,personal,3281c5bc-1a71-47c3-9109-55496108bb40,2021/10/19,魚清,魚清,
株式会社　JOLT 代表取締役　羽賀　誠,,ユグドラシル,名古屋市千種区内山三丁目３１番１４号　サンシャイン今池ビル６階,名古屋市千種区内山３丁目３１番１４号, サンシャイン今池ビル６階,,飲食店営業,2021/10/19,3千保管第1-402号,2021/10/23,2027/11/20,,245,ユグドラシル,052,,,,,名古屋市千種区内山３丁目３１番１４号,愛知県名古屋市千種区内山３丁目３１番１４号, サンシャイン今池ビル６階,113773,23,23101,内山３,,,2021/10/19,2021/10/23,2027/11/20,株式会社　JOLT ,代表取締役　羽賀　誠,,,,,,,,,3千保管第1-402号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ユグドラシル11377323101,7d47b2aa-7bdd-47e8-9059-77f360367cf9,株式会社ＪＯＬＴ　,8dcec819-b97b-4f54-862e-3b7840c05e86,7ada51b8-eb20-47bb-bc98-d478f5e0e2eb,2021/10/19,ユグドラシル,ユグドラシル,株式会社ＪＯＬＴ　
Ｙｔｏｕｒｓ　株式会社 代表取締役　川　誠,734-4949,デイリーヤマザキ名古屋今池北店,名古屋市千種区今池四丁目７番２０号　,名古屋市千種区今池４丁目７番２０号, ,745-6208,飲食店営業,2021/10/21,3千保管第1-433号,2021/11/21,2027/11/20,,245,デイリーヤマザキ名古屋今池北店,052,052-745-6208,,,,名古屋市千種区今池４丁目７番２０号,愛知県名古屋市千種区今池４丁目７番２０号, ,113759,23,23101,今池４,,,2021/10/21,2021/11/21,2027/11/20,Ｙｔｏｕｒｓ　株式会社 ,代表取締役　川　誠,052-734-4949,,,,,,,,3千保管第1-433号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,デイリヤマザキ名古屋今池北店052-745-620811375923101,f168f0ed-1ae5-4105-b564-e13f43ee623b,Ｙｔｏｕｒｓ　株式会社,58084ea0-ea86-4d06-8510-ddc6f371092c,50a2179b-c0df-4a4c-bebf-41b1f28e6951,2021/10/21,デイリーヤマザキ名古屋今池北店,デイリヤマザキ名古屋今池北店,Ｙｔｏｕｒｓ　株式会社
宮﨑　みね子,,スナック　ジュネ,名古屋市千種区今池五丁目２０番２０号　今池グランドビル２Ｆ－Ｇ,名古屋市千種区今池５丁目２０番２０号 ,今池グランドビル２Ｆ－Ｇ,731-8234,飲食店営業,2021/10/19,3千保管第1-409号,2021/10/21,2027/10/20,,245,スナック　ジュネ,052,052-731-8234,,,,名古屋市千種区今池５丁目２０番２０号 ,愛知県名古屋市千種区今池５丁目２０番２０号,今池グランドビル２Ｆ－Ｇ,113760,23,23101,今池５,,,2021/10/19,2021/10/21,2027/10/20,,宮﨑　みね子,,,,,,,,,3千保管第1-409号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,スナックジュネ052-731-823411376023101,0aa0a761-aa74-4989-8ea8-06f13c780275,,personal,24f09a79-8db6-42d1-8a2d-f3c712958ee0,2021/10/19,スナック　ジュネ,スナックジュネ,
伊藤　照道,,美砂,名古屋市千種区今池一丁目６番１３号　スタービルＢ１Ｆ,名古屋市千種区今池１丁目６番１３号, スタービルＢ１Ｆ,731-5933,飲食店営業,2021/10/20,3千保管第1-442号,2021/11/21,2027/11/20,,245,美砂,052,052-731-5933,,,,名古屋市千種区今池１丁目６番１３号,愛知県名古屋市千種区今池１丁目６番１３号, スタービルＢ１Ｆ,113756,23,23101,今池１,,,2021/10/20,2021/11/21,2027/11/20,,伊藤　照道,,,,,,,,,3千保管第1-442号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,美砂052-731-593311375623101,d72eeb13-8308-4356-8884-bd75b6bfc388,,personal,386fe7bc-7d6c-48f6-9b4b-d0bf997f4b31,2021/10/20,美砂,美砂,
有限会社　ゴシップス 代表取締役　森田　裕,735-4689,ＴＯＫＵＺＯ,名古屋市千種区今池一丁目６番８号　ブルースタービル２Ｆ,名古屋市千種区今池１丁目６番８号, ブルースタービル２Ｆ,733-3709,飲食店営業,2021/10/20,3千保管第1-439号,2021/11/21,2027/11/20,,245,ＴＯＫＵＺＯ,052,052-733-3709,,,,名古屋市千種区今池１丁目６番８号,愛知県名古屋市千種区今池１丁目６番８号, ブルースタービル２Ｆ,113756,23,23101,今池１,,,2021/10/20,2021/11/21,2027/11/20,有限会社　ゴシップス ,代表取締役　森田　裕,052-735-4689,,,,,,,,3千保管第1-439号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＴＯＫＵＺＯ052-733-370911375623101,ca195538-42ca-489e-b579-96d9c2a589ae,有限会社ゴシップス　,e572446c-5015-483a-8105-29b647d77a27,c80befa5-ce25-415d-a1a3-c0f9d658ecd7,2021/10/20,ＴＯＫＵＺＯ,ＴＯＫＵＺＯ,有限会社ゴシップス　
寺本　房子,,スナック　みつい,名古屋市千種区今池四丁目１０番１６号　今池ビイハウス２０１号,名古屋市千種区今池４丁目１０番１６号,今池ビイハウス２０１号,733-1026,飲食店営業,2021/10/21,3千保管第1-426号,2021/11/21,2027/11/20,,245,スナック　みつい,052,052-733-1026,,,,名古屋市千種区今池４丁目１０番１６号,愛知県名古屋市千種区今池４丁目１０番１６号,今池ビイハウス２０１号,113759,23,23101,今池４,,,2021/10/21,2021/11/21,2027/11/20,,寺本　房子,,,,,,,,,3千保管第1-426号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,スナックみつい052-733-102611375923101,3ac52507-2018-42e2-accc-d551818b563a,,personal,4141dc7e-cf52-4b10-a93f-2cbb041a5ecc,2021/10/21,スナック　みつい,スナックみつい,
金田　正廣,,福蘭,名古屋市千種区今池一丁目１３番２号　,名古屋市千種区今池１丁目１３番２号, ,733-2893,飲食店営業,2021/10/21,3千保管第1-435号,2021/11/21,2027/11/20,,245,福蘭,052,052-733-2893,,,,名古屋市千種区今池１丁目１３番２号,愛知県名古屋市千種区今池１丁目１３番２号, ,113756,23,23101,今池１,,,2021/10/21,2021/11/21,2027/11/20,,金田　正廣,,,,,,,,,3千保管第1-435号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,福蘭052-733-289311375623101,e8ace217-1e2f-4955-aad8-d34ca05116ea,,personal,8fcaf6d6-deca-423b-b20f-cb60bc6b4865,2021/10/21,福蘭,福蘭,
