,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヤオコー　藤代店　（鮮魚）,茨城県取手市藤代南二丁目16番地2,茨城県取手市藤代南２丁目１６番地２,,0297-70-8211,魚介類販売業,魚介類販売業,株式会社　ヤオコー,川野　澄人,埼玉県川越市新宿町一丁目10番地1,埼玉県川越市新宿町１丁目１０番地１,,049-246-7000,2022/07/07,2022/07/07,竜保指令法第220382号,,竜ケ崎保健所,ヤオコー　藤代店　（鮮魚）,0297,0297-70-8211,,,,茨城県取手市藤代南２丁目１６番地２,茨城県取手市藤代南２丁目１６番地２,,55204,茨城県,取手市,藤代南２,,2022/07/07,2022/07/07,,,株式会社　ヤオコー,川野　澄人,049-246-7000,埼玉県川越市新宿町１丁目１０番地１,埼玉県川越市新宿町１丁目１０番地１,,62198,埼玉県,川越市,新宿町１,竜保指令法第220382号,,魚介類販売業, 魚介類販売業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,ヤオコー　藤代店　（鮮魚）,ヤオコ藤代店鮮魚,株式会社ヤオコー,,1,,,,,
ヤオコー　藤代店　（精肉）,茨城県取手市藤代南二丁目16番地2,茨城県取手市藤代南２丁目１６番地２,,0297-70-8211,飲食店営業,そうざい,株式会社　ヤオコー,川野　澄人,埼玉県川越市新宿町一丁目10番地1,埼玉県川越市新宿町１丁目１０番地１,,049-246-7000,2022/07/07,2022/07/07,竜保指令法第220383号,,竜ケ崎保健所,ヤオコー　藤代店　（精肉）,0297,0297-70-8211,,,,茨城県取手市藤代南２丁目１６番地２,茨城県取手市藤代南２丁目１６番地２,,55204,茨城県,取手市,藤代南２,,2022/07/07,2022/07/07,,,株式会社　ヤオコー,川野　澄人,049-246-7000,埼玉県川越市新宿町１丁目１０番地１,埼玉県川越市新宿町１丁目１０番地１,,62198,埼玉県,川越市,新宿町１,竜保指令法第220383号,,飲食店営業, そうざい,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ヤオコー　藤代店　（精肉）,ヤオコ藤代店精肉,株式会社ヤオコー,,2,,,,,
ヤオコー　藤代店　（精肉）,茨城県取手市藤代南二丁目16番地2,茨城県取手市藤代南２丁目１６番地２,,0297-70-8211,食肉販売業,食肉販売業,株式会社　ヤオコー,川野　澄人,埼玉県川越市新宿町一丁目10番地1,埼玉県川越市新宿町１丁目１０番地１,,049-246-7000,2022/07/07,2022/07/07,竜保指令法第220384号,,竜ケ崎保健所,ヤオコー　藤代店　（精肉）,0297,0297-70-8211,,,,茨城県取手市藤代南２丁目１６番地２,茨城県取手市藤代南２丁目１６番地２,,55204,茨城県,取手市,藤代南２,,2022/07/07,2022/07/07,,,株式会社　ヤオコー,川野　澄人,049-246-7000,埼玉県川越市新宿町１丁目１０番地１,埼玉県川越市新宿町１丁目１０番地１,,62198,埼玉県,川越市,新宿町１,竜保指令法第220384号,,食肉販売業, 食肉販売業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,ヤオコー　藤代店　（精肉）,ヤオコ藤代店精肉,株式会社ヤオコー,,2,,,,,
ふじみや食堂,茨城県取手市藤代195-5,茨城県取手市藤代１９５－５,,0297-82-2052,飲食店営業,一般食堂・レストラン,猪瀬 保則,,,,,,2022/07/07,2022/07/07,竜保指令法第220385号,,竜ケ崎保健所,ふじみや食堂,0297,0297-82-2052,,,,茨城県取手市藤代１９５－５,茨城県取手市藤代１９５－５,,55196,茨城県,取手市,藤代,,2022/07/07,2022/07/07,,,,,,,,,,,,,竜保指令法第220385号,,飲食店営業, 一般食堂・レストラン,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ふじみや食堂,ふじみや食堂,,,1,,,,,
久保田精肉店,茨城県取手市平野220-4,茨城県取手市平野２２０－４,,0297-83-0159,飲食店営業,仕出し屋・弁当屋,久保田 くに,,,,,,2022/07/07,2022/07/07,竜保指令法第220386号,,竜ケ崎保健所,久保田精肉店,0297,0297-83-0159,,,,茨城県取手市平野２２０－４,茨城県取手市平野２２０－４,,55195,茨城県,取手市,平野,,2022/07/07,2022/07/07,,,,,,,,,,,,,竜保指令法第220386号,,飲食店営業, 仕出し屋・弁当屋,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,久保田精肉店,久保田精肉店,,,1,,,,,
はたらくガッツ村　Ａｍｉ　Ｃａｆｅ’,茨城県東茨城郡茨城町上石崎4698-2,茨城県東茨城郡茨城町上石崎４６９８－２,,029-293-7401,飲食店営業,その他,社会福祉法人茨城補成会,檜山　太一,茨城県東茨城郡茨城町上石崎4698-2,茨城県東茨城郡茨城町上石崎４６９８－２,,029-293-7401,2022/07/08,2022/07/08,中保指令法第220280号,,中央保健所,はたらくガッツ村　Ａｍｉ　Ｃａｆｅ’,029,029-293-7401,,,,茨城県東茨城郡茨城町上石崎４６９８－２,茨城県東茨城郡茨城町上石崎４６９８－２,,56980,茨城県,東茨城郡茨城町,上石崎,,2022/07/08,2022/07/08,,,社会福祉法人茨城補成会,檜山　太一,029-293-7401,茨城県東茨城郡茨城町上石崎４６９８－２,茨城県東茨城郡茨城町上石崎４６９８－２,,56980,茨城県,東茨城郡茨城町,上石崎,中保指令法第220280号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,はたらくガッツ村　Ａｍｉ　Ｃａｆｅ＇,はたらくガッツ村ＡｍｉＣａｆｅ,社会福祉法人茨城補成会,,1,,,,,
粋,茨城県ひたちなか市勝田泉町11-9第2吉田ビル203,茨城県ひたちなか市勝田泉町１１－９,第２吉田ビル２０３,090-4843-9640,飲食店営業,その他,宮田　雄一,,,,,,2022/07/08,2022/07/08,ひ保指令法第220469号,,ひたちなか保健所,粋,029,090-4843-9640,,,,茨城県ひたちなか市勝田泉町１１－９,茨城県ひたちなか市勝田泉町１１－９,第２吉田ビル２０３,55628,茨城県,ひたちなか市,勝田泉町,,2022/07/08,2022/07/08,,,,,,,,,,,,,ひ保指令法第220469号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,粋,粋,,,1,,,,,
居酒や　味のくら,茨城県取手市藤代南1-11-18,茨城県取手市藤代南１－１１－１８,,0297-94-0299,飲食店営業,その他,青木　洋子,,,,,,2022/07/08,2022/07/08,竜保指令法第220387号,,竜ケ崎保健所,居酒や　味のくら,0297,0297-94-0299,,,,茨城県取手市藤代南１－１１－１８,茨城県取手市藤代南１－１１－１８,,55203,茨城県,取手市,藤代南１,,2022/07/08,2022/07/08,,,,,,,,,,,,,竜保指令法第220387号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,居酒や　味のくら,居酒や味のくら,,,1,,,,,
酔い処,茨城県牛久市ひたち野東1-31-4,茨城県牛久市ひたち野東１－３１－４,,,飲食店営業,その他,株式会社オオク・フロンティア,大久保　明彦,茨城県牛久市ひたち野東一丁目31番地4,茨城県牛久市ひたち野東１丁目３１番地４,,029-873-9889,2022/07/08,2022/07/08,竜保指令法第220392号,,竜ケ崎保健所,酔い処,029,,,,,茨城県牛久市ひたち野東１－３１－４,茨城県牛久市ひたち野東１－３１－４,,55286,茨城県,牛久市,ひたち野東１,,2022/07/08,2022/07/08,,,株式会社オオク・フロンティア,大久保　明彦,029-873-9889,茨城県牛久市ひたち野東１丁目３１番地４,茨城県牛久市ひたち野東１丁目３１番地４,,55286,茨城県,牛久市,ひたち野東１,竜保指令法第220392号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,酔い処,酔い処,株式会社オオク・フロンティア,,2,,,,,
酔い処,茨城県牛久市ひたち野西3-37-3-102,茨城県牛久市ひたち野西３－３７－３,１０２,,飲食店営業,その他,株式会社オオク・フロンティア,大久保　明彦,茨城県牛久市ひたち野東一丁目31番地4,茨城県牛久市ひたち野東１丁目３１番地４,,029-873-9889,2022/07/08,2022/07/08,竜保指令法第220393号,,竜ケ崎保健所,酔い処,029,,,,,茨城県牛久市ひたち野西３－３７－３,茨城県牛久市ひたち野西３－３７－３,１０２,55283,茨城県,牛久市,ひたち野西３,,2022/07/08,2022/07/08,,,株式会社オオク・フロンティア,大久保　明彦,029-873-9889,茨城県牛久市ひたち野東１丁目３１番地４,茨城県牛久市ひたち野東１丁目３１番地４,,55286,茨城県,牛久市,ひたち野東１,竜保指令法第220393号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,酔い処,酔い処,株式会社オオク・フロンティア,,2,,,,,
焼肉　紫峰牛,茨城県牛久市ひたち野西3-37-3-103,茨城県牛久市ひたち野西３－３７－３,１０３,,飲食店営業,その他,株式会社オオク・フロンティア,大久保　明彦,茨城県牛久市ひたち野東一丁目31番地4,茨城県牛久市ひたち野東１丁目３１番地４,,029-873-9889,2022/07/08,2022/07/08,竜保指令法第220394号,,竜ケ崎保健所,焼肉　紫峰牛,029,,,,,茨城県牛久市ひたち野西３－３７－３,茨城県牛久市ひたち野西３－３７－３,１０３,55283,茨城県,牛久市,ひたち野西３,,2022/07/08,2022/07/08,,,株式会社オオク・フロンティア,大久保　明彦,029-873-9889,茨城県牛久市ひたち野東１丁目３１番地４,茨城県牛久市ひたち野東１丁目３１番地４,,55286,茨城県,牛久市,ひたち野東１,竜保指令法第220394号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,焼肉　紫峰牛,焼肉紫峰牛,株式会社オオク・フロンティア,,1,,,,,
Ｋｕｍｍｙ’ｓ　ＢＢＱ　常総運動公園,茨城県守谷市野木崎4700,茨城県守谷市野木崎４７００,,080-3249-6984,飲食店営業,その他,株式会社コスモコーポレーション,宮田　仁,東京都中央区月島三丁目29番6号,東京都中央区月島３丁目２９番６号,,,2022/07/08,2022/07/08,竜保指令法第220388号,,竜ケ崎保健所,Ｋｕｍｍｙ’ｓ　ＢＢＱ　常総運動公園,0297,080-3249-6984,,,,茨城県守谷市野木崎４７００,茨城県守谷市野木崎４７００,,55922,茨城県,守谷市,野木崎,,2022/07/08,2022/07/08,,,株式会社コスモコーポレーション,宮田　仁,,東京都中央区月島３丁目２９番６号,東京都中央区月島３丁目２９番６号,,72967,東京都,中央区,月島３,竜保指令法第220388号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,Ｋｕｍｍｙ＇ｓ　ＢＢＱ　常総運動公園,ＫｕｍｍｙｓＢＢＱ常総運動公園,株式会社コスモコーポレーション,,1,,,,,
ＳＰＥＬＬ,茨城県取手市取手2-10-3 エンタービル取手1-2,茨城県取手市取手２－１０－３,エンタービル取手１－２,080-8177-7000,飲食店営業,その他,木村　康之,,,,,,2022/07/08,2022/07/08,竜保指令法第220389号,,竜ケ崎保健所,ＳＰＥＬＬ,0297,080-8177-7000,,,,茨城県取手市取手２－１０－３,茨城県取手市取手２－１０－３,エンタービル取手１－２,55126,茨城県,取手市,取手２,,2022/07/08,2022/07/08,,,,,,,,,,,,,竜保指令法第220389号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＳＰＥＬＬ,ＳＰＥＬＬ,,,1,,,,,
らぁ麺処　蓮の華,茨城県土浦市中村西根73-3,茨城県土浦市中村西根７３－３,,050-8884-8008,飲食店営業,中華料理店,冨島　祐二,,,,,,2022/07/08,2022/07/08,土保指令法第220383号,,土浦保健所,らぁ麺処　蓮の華,029,050-8884-8008,,,,茨城県土浦市中村西根７３－３,茨城県土浦市中村西根７３－３,,54069,茨城県,土浦市,中村西根,,2022/07/08,2022/07/08,,,,,,,,,,,,,土保指令法第220383号,,飲食店営業, 中華料理店,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,らぁ麺処　蓮の華,らぁ麺処蓮の華,,,1,,,,,
グラン・プルシェ,茨城県つくば市小野崎千駄苅278-1,茨城県つくば市小野崎千駄苅２７８－１,,029-860-5296,飲食店営業,仕出し屋・弁当屋,(株)カスミ,山本　慎一郎,茨城県つくば市西大橋599-1,茨城県つくば市西大橋５９９－１,,029-850-1851,2022/07/08,2022/07/08,つ保指令法第220404号,,つくば保健所,グラン・プルシェ,029,029-860-5296,,,,茨城県つくば市小野崎千駄苅２７８－１,茨城県つくば市小野崎千駄苅２７８－１,,55323,茨城県,つくば市,小野崎,,2022/07/08,2022/07/08,,,(株)カスミ,山本　慎一郎,029-850-1851,茨城県つくば市西大橋５９９－１,茨城県つくば市西大橋５９９－１,,55418,茨城県,つくば市,西大橋,つ保指令法第220404号,,飲食店営業, 仕出し屋・弁当屋,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,グラン・プルシェ,グランプルシェ,株式会社カスミ,,4,,,,,
グラン・プルシェ,茨城県つくば市小野崎千駄苅278-1,茨城県つくば市小野崎千駄苅２７８－１,,029-860-5296,飲食店営業,すし屋,（株）カスミ,山本　慎一郎,茨城県つくば市西大橋599-1,茨城県つくば市西大橋５９９－１,,029-850-1851,2022/07/08,2022/07/08,つ保指令法第220406号,,つくば保健所,グラン・プルシェ,029,029-860-5296,,,,茨城県つくば市小野崎千駄苅２７８－１,茨城県つくば市小野崎千駄苅２７８－１,,55323,茨城県,つくば市,小野崎,,2022/07/08,2022/07/08,,,（株）カスミ,山本　慎一郎,029-850-1851,茨城県つくば市西大橋５９９－１,茨城県つくば市西大橋５９９－１,,55418,茨城県,つくば市,西大橋,つ保指令法第220406号,,飲食店営業, すし屋,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,グラン・プルシェ,グランプルシェ,株式会社カスミ,,4,,,,,
グラン・プルシェ,茨城県つくば市小野崎千駄苅278-1,茨城県つくば市小野崎千駄苅２７８－１,,029-860-5296,魚介類販売業,魚介類販売業,（株）カスミ,山本　慎一郎,茨城県つくば市西大橋599-1,茨城県つくば市西大橋５９９－１,,029-850-1851,2022/07/08,2022/07/08,つ保指令法第220405号,,つくば保健所,グラン・プルシェ,029,029-860-5296,,,,茨城県つくば市小野崎千駄苅２７８－１,茨城県つくば市小野崎千駄苅２７８－１,,55323,茨城県,つくば市,小野崎,,2022/07/08,2022/07/08,,,（株）カスミ,山本　慎一郎,029-850-1851,茨城県つくば市西大橋５９９－１,茨城県つくば市西大橋５９９－１,,55418,茨城県,つくば市,西大橋,つ保指令法第220405号,,魚介類販売業, 魚介類販売業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,グラン・プルシェ,グランプルシェ,株式会社カスミ,,4,,,,,
