https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請区分,申請者1,,,申請者2,,申請-電話番号1,施設-住所1,施設-マンション名,施設-電話番号1,,,施設名,業種,業態,確認番号,許可期間開始日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請等種別,申請者＿申請者名,申請者＿役職名,申請者＿その他役職名,申請者＿代表者,,申請者＿電話番号,所在地１,所在地２,施設＿所在地電話番号,施設＿名称（屋号・商号）１,施設＿名称（屋号・商号）２,,業種,種目（営業の種類）（給食の種類）,許可番号,許可開始日,初回許可年月日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
新規申請,上山　誠,,,,,,国頭郡今帰仁村天底６６６－１,,,大笑,,大笑　,そうざい製造業,そうざい製造業,第01202100631号,R04.01.06,R04.01.06,,465,大笑　,0980,,,,,国頭郡今帰仁村天底６６６－１,沖縄県国頭郡今帰仁村天底６６６－１,,216197,47,47306,天底,,2022/01/06,,2022/01/06,,,上山　誠 ,,,,,,,,,第01202100631号,新規,そうざい製造業, そうざい製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,大笑21619747306,af43eeb5-15ba-45a9-bdcb-cab5f33468ee,,personal,83284f42-03bd-473d-a6c0-b4a2a16c3e4d,2022/01/06,大笑　,大笑,
新規申請,新城　美香,,,,,,名護市大北３－４－７,,,でぃんぷる,,でぃんぷる　,飲食店営業,居酒屋,第01202100632号,R04.01.06,R04.01.06,,465,でぃんぷる　,0980,,,,,名護市大北３－４－７,沖縄県名護市大北３－４－７,,215802,47,47209,大北３,,2022/01/06,,2022/01/06,,,新城　美香 ,,,,,,,,,第01202100632号,新規,飲食店営業, 居酒屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,でぃんぷる21580247209,13e8793a-54aa-447c-8d3f-95be506264e2,,personal,e36dfc79-dc6c-4b34-8f6f-d956a967d45b,2022/01/06,でぃんぷる　,でぃんぷる,
新規申請,大嶺　力,,,,,,名護市許田３１５,,,ＣＡＳＡ　８７２,,ＣＡＳＡ　８７２　,飲食店営業,食堂,第01202100628号,R04.01.05,R04.01.05,,465,ＣＡＳＡ　８７２　,0980,,,,,名護市許田３１５,沖縄県名護市許田３１５,,215735,47,47209,許田,,2022/01/05,,2022/01/05,,,大嶺　力 ,,,,,,,,,第01202100628号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ＣＡＳＡ８７２21573547209,ef3b9154-7893-4b52-93cb-8365a5499787,,personal,1da3e004-e747-4258-a027-4172ee0001bb,2022/01/05,ＣＡＳＡ　８７２　,ＣＡＳＡ８７２,
新規申請,大石　啓士,,,,,,名護市東江５－１４－２０,,,ｓｅａｓｉｄｅ－ｃａｆｅ　Ｂｌｕｅ　Ｔｒｉｐ,,ｓｅａｓｉｄｅ－ｃａｆｅ　Ｂｌｕｅ　Ｔｒｉｐ　,飲食店営業,食堂,第01202100627号,R04.01.05,R04.01.05,,465,ｓｅａｓｉｄｅ－ｃａｆｅ　Ｂｌｕｅ　Ｔｒｉｐ　,0980,,,,,名護市東江５－１４－２０,沖縄県名護市東江５－１４－２０,,215776,47,47209,東江５,,2022/01/05,,2022/01/05,,,大石　啓士 ,,,,,,,,,第01202100627号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ｓｅａｓｉｄｅｃａｆｅＢｌｕｅＴｒｉｐ21577647209,fde22f72-15f1-49da-9a4c-b6ed2ffe1715,,personal,f3080bca-1aec-42d3-8380-c5d38d856fed,2022/01/05,ｓｅａｓｉｄｅ－ｃａｆｅ　Ｂｌｕｅ　Ｔｒｉｐ　,ｓｅａｓｉｄｅｃａｆｅＢｌｕｅＴｒｉｐ,
新規申請,亀島　直,,,,,,国頭郡本部町伊豆味２６６１－１,,,みどりの駅,,みどりの駅　,清涼飲料水製造業,清涼飲料水製造業,第01202100626号,R04.01.05,R04.01.05,,465,みどりの駅　,0980,,,,,国頭郡本部町伊豆味２６６１－１,沖縄県国頭郡本部町伊豆味２６６１－１,,216225,47,47308,伊豆味,,2022/01/05,,2022/01/05,,,亀島　直 ,,,,,,,,,第01202100626号,新規,清涼飲料水製造業, 清涼飲料水製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,10,,,みどりの駅21622547308,52db6cf6-e0ae-41dd-847e-736a1eebf093,,personal,9a0cce48-8b20-404f-8c0c-3ff541e802e3,2022/01/05,みどりの駅　,みどりの駅,
新規申請,有馬　智明,,,,,,国頭郡今帰仁村謝名１３３１,夢有民牧場内,,ゆめのわ,,ゆめのわ　,飲食店営業,バー,第01202100633号,R04.01.11,R04.01.11,,465,ゆめのわ　,0980,,,,,国頭郡今帰仁村謝名１３３１,沖縄県国頭郡今帰仁村謝名１３３１,夢有民牧場内,216207,47,47306,謝名,,2022/01/11,,2022/01/11,,,有馬　智明 ,,,,,,,,,第01202100633号,新規,飲食店営業, バー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ゆめのわ21620747306,78fa47e9-001c-4646-93ac-4f761b38d891,,personal,b44fa4b0-55de-4645-a069-73719c8cfa48,2022/01/11,ゆめのわ　,ゆめのわ,
新規申請,伊佐　ルミ子,,,,,,名護市城１－１８－１２－Ｃ,,,カラオケすなっく　暖家,,カラオケすなっく　暖家　,飲食店営業,スナック,第01202100654号,R04.01.20,R04.01.20,,465,カラオケすなっく　暖家　,0980,,,,,名護市城１－１８－１２,沖縄県名護市城１－１８－１２,Ｃ,215777,47,47209,城１,,2022/01/20,,2022/01/20,,,伊佐　ルミ子 ,,,,,,,,,第01202100654号,新規,飲食店営業, スナック,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,カラオケすなっく暖家21577747209,759df5c9-de7e-468c-b553-d8719a45067a,,personal,2b720a7b-ed95-41f4-9135-3a13ca62ca68,2022/01/20,カラオケすなっく　暖家　,カラオケすなっく暖家,
新規申請,伊佐　慶助,,,,,,名護市城１－１８－１２－Ｃ,,,暖家,,暖家　,飲食店営業,食堂,第01202100653号,R04.01.20,R04.01.20,,465,暖家　,0980,,,,,名護市城１－１８－１２,沖縄県名護市城１－１８－１２,Ｃ,215777,47,47209,城１,,2022/01/20,,2022/01/20,,,伊佐　慶助 ,,,,,,,,,第01202100653号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,暖家21577747209,6f7212a7-42a1-457c-a87b-c25634dab067,,personal,646b6233-7828-413a-bce5-5770d20404fe,2022/01/20,暖家　,暖家,
新規申請,屋我　美和子,,,,,,名護市中山１０２９－２５,,,けいしょく屋　Ｍエム,,けいしょく屋　Ｍエム　,飲食店営業,弁当屋,第01202100652号,R04.01.20,R04.01.20,,465,けいしょく屋　Ｍエム　,0980,,,,,名護市中山１０２９－２５,沖縄県名護市中山１０２９－２５,,215750,47,47209,中山,,2022/01/20,,2022/01/20,,,屋我　美和子 ,,,,,,,,,第01202100652号,新規,飲食店営業, 弁当屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,けいしょく屋Ｍエム21575047209,484659a9-3e82-4df5-87db-a450a4748d39,,personal,4ad7c1d2-f6f8-4d2b-801e-eb89b87c4288,2022/01/20,けいしょく屋　Ｍエム　,けいしょく屋Ｍエム,
新規申請,饒波　和子,,,,,,本部町東１６９－４,,,トロピカルフーズ,,トロピカルフーズ　,清涼飲料水製造業,清涼飲料水製造業,第01202100647号,R04.01.20,R04.01.20,,465,トロピカルフーズ　,0980,,,,,本部町東１６９－４,沖縄県国頭郡本部町東１６９－４,,216245,47,47308,東,,2022/01/20,,2022/01/20,,,饒波　和子 ,,,,,,,,,第01202100647号,新規,清涼飲料水製造業, 清涼飲料水製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,10,,,トロピカルフズ21624547308,4f3f9e7b-103e-4215-81e3-93eee1130d3d,,personal,e5a62678-2ad9-4f9d-859b-487240067087,2022/01/20,トロピカルフーズ　,トロピカルフズ,
新規申請,上山　誠,,,,,,国頭郡今帰仁村天底６６６－１,,,大笑,,大笑　,菓子製造業,菓子製造業,第01202100630号,R04.01.06,R04.01.06,,465,大笑　,0980,,,,,国頭郡今帰仁村天底６６６－１,沖縄県国頭郡今帰仁村天底６６６－１,,216197,47,47306,天底,,2022/01/06,,2022/01/06,,,上山　誠 ,,,,,,,,,第01202100630号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,大笑21619747306,af43eeb5-15ba-45a9-bdcb-cab5f33468ee,,personal,bd7630a4-bcab-4f33-8201-876d00c3c051,2022/01/06,大笑　,大笑,
新規申請,カストリアラッチラーゲー千尋,,,,,,北部保健所管内,,,なごアグリパーク,,なごアグリパーク　,飲食店営業,臨時営業80L,第01202100629号,R04.01.06,R04.01.06,,465,なごアグリパーク　,,,,,,北部保健所管内,沖縄県北部保健所管内,,,47,,,,2022/01/06,,2022/01/06,,,カストリアラッチラーゲー千尋 ,,,,,,,,,第01202100629号,新規,飲食店営業, 臨時営業80L,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,なごアグリパク,877f2239-cbe3-4980-aef5-6a55cb30d2e2,,personal,5da47221-5a77-4611-89c7-b73d38453e45,2022/01/06,なごアグリパーク　,なごアグリパク,
新規申請,親川　源三,,,,,,名護市三原２４５,,,みかわ弁当店,,みかわ弁当店　,飲食店営業,弁当屋,第01202100635号,R04.01.12,R04.01.12,,465,みかわ弁当店　,0980,,,,,名護市三原２４５,沖縄県名護市三原２４５,,215757,47,47209,三原,,2022/01/12,,2022/01/12,,,親川　源三 ,,,,,,,,,第01202100635号,新規,飲食店営業, 弁当屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,みかわ弁当店21575747209,a2e6ee18-ee46-4507-90b9-3a6de4f51597,,personal,8416759a-aea4-41ae-b5a3-cc01d10a3564,2022/01/12,みかわ弁当店　,みかわ弁当店,
新規申請,玉城　きみ子,,,,,,国頭郡伊江村東江前４８９,,,スナック　チャイム,,スナック　チャイム　,飲食店営業,スナック,第01202100646号,R04.01.20,R04.01.20,,465,スナック　チャイム　,0980,,,,,国頭郡伊江村東江前４８９,沖縄県国頭郡伊江村東江前４８９,,216136,47,47315,東江前,,2022/01/20,,2022/01/20,,,玉城　きみ子 ,,,,,,,,,第01202100646号,新規,飲食店営業, スナック,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,スナックチャイム21613647315,b39146c4-774c-49e2-aa86-40d180bbcf06,,personal,dc870496-4e0b-46e3-969d-3e95f72b0225,2022/01/20,スナック　チャイム　,スナックチャイム,
新規申請,嘉陽　宗司,,,,,,名護市辺野古１６３,,,ＳＡＫＥ＆ＲＡＭＥＮ　ＡＲＩＧＡＴＯ,,ＳＡＫＥ＆ＲＡＭＥＮ　ＡＲＩＧＡＴＯ　,飲食店営業,食堂,第01202100668号,R04.01.25,R04.01.25,,465,ＳＡＫＥ＆ＲＡＭＥＮ　ＡＲＩＧＡＴＯ　,0980,,,,,名護市辺野古１６３,沖縄県名護市辺野古１６３,,215755,47,47209,辺野古,,2022/01/25,,2022/01/25,,,嘉陽　宗司 ,,,,,,,,,第01202100668号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ＳＡＫＥＲＡＭＥＮＡＲＩＧＡＴＯ21575547209,fc702942-6b5a-40fa-8db8-03adc8a72678,,personal,a0b3e9fc-9e9f-4327-8f19-41c62127ae98,2022/01/25,ＳＡＫＥ＆ＲＡＭＥＮ　ＡＲＩＧＡＴＯ　,ＳＡＫＥＲＡＭＥＮＡＲＩＧＡＴＯ,
新規申請,比嘉　桂吾,,,,,,名護市大西１－３－２,,,和タコス,,和タコス　,飲食店営業,食堂,第01202100673号,R04.01.27,R04.01.27,,465,和タコス　,0980,,,,,名護市大西１－３－２,沖縄県名護市大西１－３－２,,215790,47,47209,大西１,,2022/01/27,,2022/01/27,,,比嘉　桂吾 ,,,,,,,,,第01202100673号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,和タコス21579047209,524b76a7-64b2-4361-bb30-378a3ec65cdb,,personal,9a2b2270-cd22-45a6-ac3d-314d19fe33c4,2022/01/27,和タコス　,和タコス,
新規申請,宮里　美津子,,,,,,国頭村字奥間１６０５,,,わぁー家,,わぁー家　,飲食店営業,食堂,第01202100665号,R04.01.25,R04.01.25,,465,わぁー家　,0980,,,,,国頭村字奥間１６０５,沖縄県国頭郡国頭村字奥間１６０５,,216182,47,47301,奥間,,2022/01/25,,2022/01/25,,,宮里　美津子 ,,,,,,,,,第01202100665号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,わぁ家21618247301,6cb40b59-f2a4-4808-af58-02e5d1652473,,personal,8ff756fa-9c1d-44c1-baef-7c0476d6b517,2022/01/25,わぁー家　,わぁ家,
新規申請,宮里　美津子,,,,,,国頭村字奥間１６０５,,,わぁー家,,わぁー家　,食肉販売業,食肉販売業,第01202100664号,R04.01.25,R04.01.25,,465,わぁー家　,0980,,,,,国頭村字奥間１６０５,沖縄県国頭郡国頭村字奥間１６０５,,216182,47,47301,奥間,,2022/01/25,,2022/01/25,,,宮里　美津子 ,,,,,,,,,第01202100664号,新規,食肉販売業, 食肉販売業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,I,58,583,,わぁ家21618247301,6cb40b59-f2a4-4808-af58-02e5d1652473,,personal,2f75a5a4-5448-42d0-8c5b-7e3474cc0eef,2022/01/25,わぁー家　,わぁ家,
新規申請,城間　とも子,,,,,,伊江村川平１１６,,,スナック　ぴゅあ,,スナック　ぴゅあ　,飲食店営業,スナック,第01202100661号,R04.01.21,R04.01.21,,465,スナック　ぴゅあ　,0980,,,,,伊江村川平１１６,沖縄県国頭郡伊江村川平１１６,,216132,47,47315,川平,,2022/01/21,,2022/01/21,,,城間　とも子 ,,,,,,,,,第01202100661号,新規,飲食店営業, スナック,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,スナックぴゅあ21613247315,90528105-6847-4912-9891-51202a88f674,,personal,2c8460de-4752-41f0-8c97-eb3da6c209ce,2022/01/21,スナック　ぴゅあ　,スナックぴゅあ,
新規申請,仲本　朝子,,,,,,名護市城１－８－１６,,,郷里,,郷里　,飲食店営業,カフェー,第01202100644号,R04.01.18,R04.01.18,,465,郷里　,0980,,,,,名護市城１－８－１６,沖縄県名護市城１－８－１６,,215777,47,47209,城１,,2022/01/18,,2022/01/18,,,仲本　朝子 ,,,,,,,,,第01202100644号,新規,飲食店営業, カフェー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,郷里21577747209,10f9428f-0bc6-438b-abc1-34b4b903560c,,personal,2b467c53-9200-4963-bcfc-d5db21b92a3b,2022/01/18,郷里　,郷里,
新規申請,上運天　イヅミ,,,,,,名護市大北５－２２－５,,,ひなた食堂,,ひなた食堂　,飲食店営業,食堂,第01202100678号,R04.01.27,R04.01.27,,465,ひなた食堂　,0980,,,,,名護市大北５－２２－５,沖縄県名護市大北５－２２－５,,215804,47,47209,大北５,,2022/01/27,,2022/01/27,,,上運天　イヅミ ,,,,,,,,,第01202100678号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ひなた食堂21580447209,8994d999-3ea2-4874-a0ed-b56445c453d4,,personal,5565d0ce-be7a-4137-ba30-f4179b7be3cd,2022/01/27,ひなた食堂　,ひなた食堂,
新規申請,座間味　義人,,,,,,名護市為又８５９－１,,,セブンイレブン　名護為又店,,セブンイレブン　名護為又店　,飲食店営業,そうざい,第01202100658号,R04.01.20,R04.01.20,,465,セブンイレブン　名護為又店　,0980,,,,,名護市為又８５９－１,沖縄県名護市為又８５９－１,,215752,47,47209,為又,,2022/01/20,,2022/01/20,,,座間味　義人 ,,,,,,,,,第01202100658号,新規,飲食店営業, そうざい,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,セブンイレブン名護為又店21575247209,651082fb-f1c9-40ed-b9d0-bb158c2f1fc2,,personal,751b7911-d01c-41db-ae99-1bf67b989627,2022/01/20,セブンイレブン　名護為又店　,セブンイレブン名護為又店,
新規申請,湯川　寛仁,,,,,,名護市大北１－２９－２１,,,季節料理　湯川,,季節料理　湯川　,飲食店営業,料亭,第01202100657号,R04.01.20,R04.01.20,,465,季節料理　湯川　,0980,,,,,名護市大北１－２９－２１,沖縄県名護市大北１－２９－２１,,215800,47,47209,大北１,,2022/01/20,,2022/01/20,,,湯川　寛仁 ,,,,,,,,,第01202100657号,新規,飲食店営業, 料亭,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,季節料理湯川21580047209,fd065385-c224-48a7-a6bf-72a15803d9f5,,personal,4766d3f6-894c-4dc3-8eae-2c4db4a760d4,2022/01/20,季節料理　湯川　,季節料理湯川,
新規申請,平岡　憲幸,,,,,,国頭郡国頭村奥間1569-1,,,しーさーず,,しーさーず　,飲食店営業,弁当屋,第01202100663号,R04.01.25,R04.01.25,,465,しーさーず　,0980,,,,,国頭郡国頭村奥間1569-1,沖縄県国頭郡国頭村奥間１５６９－１,,216182,47,47301,奥間,,2022/01/25,,2022/01/25,,,平岡　憲幸 ,,,,,,,,,第01202100663号,新規,飲食店営業, 弁当屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,しさず21618247301,eb8641cc-3726-4381-aed9-89317c247bc2,,personal,6e9b40f1-f518-44d5-9b0c-ec75cb6a17b4,2022/01/25,しーさーず　,しさず,
新規申請,古堅　嵩江,,,,,,名護市港１－１５－１９,,,カラオケ　シンシア,,カラオケ　シンシア　,飲食店営業,スナック,第01202100741号,R04.02.22,R04.02.22,,465,カラオケ　シンシア　,0980,,,,,名護市港１－１５－１９,沖縄県名護市港１－１５－１９,,215780,47,47209,港１,,2022/02/22,,2022/02/22,,,古堅　嵩江 ,,,,,,,,,第01202100741号,新規,飲食店営業, スナック,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,カラオケシンシア21578047209,e8893f5b-dc28-4fbe-9876-4963eb331e0f,,personal,b4d9ab24-9016-4724-a870-c0eac7dc1868,2022/02/22,カラオケ　シンシア　,カラオケシンシア,
新規申請,石井　大輔,,,,,,今帰仁村字古宇利１８８２－１０,,,ｔ＆ｃとうらく,,ｔ＆ｃとうらく　,飲食店営業,レストラン,第01202100643号,R04.01.14,R04.01.14,,465,ｔ＆ｃとうらく　,0980,,,,,今帰仁村字古宇利１８８２－１０,沖縄県国頭郡今帰仁村字古宇利１８８２－１０,,216202,47,47306,古宇利,,2022/01/14,,2022/01/14,,,石井　大輔 ,,,,,,,,,第01202100643号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ｔｃとうらく21620247306,899c3853-448c-4bbf-ae4b-472b69a3b085,,personal,77c12ef3-44e6-455b-a5e6-307b857a8d73,2022/01/14,ｔ＆ｃとうらく　,ｔｃとうらく,
新規申請,野村　さやか,,,,,,国頭郡本部町崎本部４１５,,,古民家カフェ　か～ち～べ～,,古民家カフェ　か～ち～べ～　,飲食店営業,カフェー,第01202100655号,R04.01.20,R04.01.20,,465,古民家カフェ　か～ち～べ～　,0980,,,,,国頭郡本部町崎本部４１５,沖縄県国頭郡本部町崎本部４１５,,216235,47,47308,崎本部,,2022/01/20,,2022/01/20,,,野村　さやか ,,,,,,,,,第01202100655号,新規,飲食店営業, カフェー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,古民家カフェかちべ21623547308,7dc22567-304f-466e-b04b-2cc715087e50,,personal,4702bcee-a815-4c4e-953f-02bd033068f5,2022/01/20,古民家カフェ　か～ち～べ～　,古民家カフェかちべ,
新規申請,河野直樹,,,,,,国頭郡今帰仁村字与那嶺５５５,,,レストラン　珊瑚table,,レストラン　珊瑚table　,飲食店営業,レストラン,第01202100656号,R04.01.20,R04.01.20,,465,レストラン　珊瑚table　,0980,,,,,国頭郡今帰仁村字与那嶺５５５,沖縄県国頭郡今帰仁村字与那嶺５５５,,216214,47,47306,与那嶺,,2022/01/20,,2022/01/20,,,河野直樹 ,,,,,,,,,第01202100656号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,レストラン珊瑚ｔａｂｌｅ21621447306,49d9261b-8e5a-4547-9ef9-864614122a8a,,personal,17790f8c-55bd-41d0-9273-875f788e888b,2022/01/20,レストラン　珊瑚ｔａｂｌｅ　,レストラン珊瑚ｔａｂｌｅ,
新規申請,具志堅　敦子,,,,,,国頭郡本部町山里２５,,,西平黒糖,,西平黒糖　,菓子製造業,菓子製造業,第01202100672号,R04.01.27,R04.01.27,,465,西平黒糖　,0980,,,,,国頭郡本部町山里２５,沖縄県国頭郡本部町山里２５,,216250,47,47308,山里,,2022/01/27,,2022/01/27,,,具志堅　敦子 ,,,,,,,,,第01202100672号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,西平黒糖21625047308,a3569ff0-ff9f-4389-91eb-76c8f0e1d6ab,,personal,134d4e6f-7c8f-4815-84d8-f3be74778efb,2022/01/27,西平黒糖　,西平黒糖,
新規申請,与那嶺　直樹,,,,,,今帰仁村字与那嶺１７９,,,居酒屋　吉,,居酒屋　吉　,飲食店営業,居酒屋,第01202100683号,R04.01.28,R04.01.28,,465,居酒屋　吉　,0980,,,,,今帰仁村字与那嶺１７９,沖縄県国頭郡今帰仁村字与那嶺１７９,,216214,47,47306,与那嶺,,2022/01/28,,2022/01/28,,,与那嶺　直樹 ,,,,,,,,,第01202100683号,新規,飲食店営業, 居酒屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,居酒屋吉21621447306,7eb36ca8-a113-4029-b4e3-aab8a22564c9,,personal,5bfa7709-1958-4753-a601-fd0de0144a06,2022/01/28,居酒屋　吉　,居酒屋吉,
新規申請,濱里　隆志,,,,,,島尻郡伊是名村仲田４２３－１,,,麺龍,,麺龍　,飲食店営業,食堂,第01202100645号,R04.01.20,R04.01.20,,465,麺龍　,0980,,,,,島尻郡伊是名村仲田４２３－１,沖縄県島尻郡伊是名村仲田４２３－１,,216374,47,47360,仲田,,2022/01/20,,2022/01/20,,,濱里　隆志 ,,,,,,,,,第01202100645号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,麺龍21637447360,2c711639-083b-457f-954a-dc375e3a38a9,,personal,c37b75a3-b119-4599-bcd8-cf70e68177cd,2022/01/20,麺龍　,麺龍,
新規申請,高瀬　稔正,,,,,,国頭郡本部町瀬底２４７７－４,,,４９Café,,４９Café　,飲食店営業,食堂,第01202100671号,R04.01.27,R04.01.27,,465,４９Café　,0980,,,,,国頭郡本部町瀬底２４７７－４,沖縄県国頭郡本部町瀬底２４７７－４,,216238,47,47308,瀬底,,2022/01/27,,2022/01/27,,,高瀬　稔正 ,,,,,,,,,第01202100671号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,４９Ｃａｆe21623847308,a1875b7c-45ac-4ff8-916f-69dd073dda19,,personal,98be6dca-2021-4b14-b0d6-5308a82c83ee,2022/01/27,４９Ｃａｆé　,４９Ｃａｆe,
新規申請,仲宗根　隆,,,,,,国頭郡今帰仁村今泊２５５,,,今帰仁ダイニングEDUUME,,今帰仁ダイニングEDUUME　,飲食店営業,食堂,第01202100659号,R04.01.24,R04.01.24,,465,今帰仁ダイニングEDUUME　,0980,,,,,国頭郡今帰仁村今泊２５５,沖縄県国頭郡今帰仁村今泊２５５,,216198,47,47306,今泊,,2022/01/24,,2022/01/24,,,仲宗根　隆 ,,,,,,,,,第01202100659号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,今帰仁ダイニングＥＤＵＵＭＥ21619847306,732dbc4f-ee16-4663-a688-af4e431cd80a,,personal,8bfa4dc9-9f36-4395-a2c3-fec255887ce5,2022/01/24,今帰仁ダイニングＥＤＵＵＭＥ　,今帰仁ダイニングＥＤＵＵＭＥ,
新規申請,砂川　典子,,,,,,北部保健所管内,,,砂川商店,,砂川商店　,飲食店営業,臨時営業80L,第01202100669号,R04.01.27,R04.01.27,,465,砂川商店　,,,,,,北部保健所管内,沖縄県北部保健所管内,,,47,,,,2022/01/27,,2022/01/27,,,砂川　典子 ,,,,,,,,,第01202100669号,新規,飲食店営業, 臨時営業80L,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,砂川商店,1db8a5cc-d6ac-40e1-ab17-1f5691c16b17,,personal,6c824f21-fae6-440b-8ba0-88bfb92fe38a,2022/01/27,砂川商店　,砂川商店,
新規申請,知念　幸子,,,,,,国頭郡伊江村東江前８２４,サザンリンクスビル２F,,スナック　赤い靴,,スナック　赤い靴　,飲食店営業,スナック,第01202100660号,R04.01.21,R04.01.21,,465,スナック　赤い靴　,0980,,,,,国頭郡伊江村東江前８２４,沖縄県国頭郡伊江村東江前８２４,サザンリンクスビル２F,216136,47,47315,東江前,,2022/01/21,,2022/01/21,,,知念　幸子 ,,,,,,,,,第01202100660号,新規,飲食店営業, スナック,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,スナック赤い靴21613647315,7b654d50-50d2-4014-871c-11bf1686dde3,,personal,6aaa6102-560e-4d37-a569-a9c5b220eae9,2022/01/21,スナック　赤い靴　,スナック赤い靴,
