https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請年月日,申請者1,申請者2,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,その他,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,令4年02月24日,㈱文教,中村  健二,03-5280-9581,売店Ｂ’ＥＡＳＥ  くまもと森都総合病院店,熊本市中央区大江3丁目2-65くまもと森都総合病院1F,熊本市中央区大江３丁目２－６５,くまもと森都総合病院１F,,コンビニエンスストア,,指令（食保）第7744号,,423,売店Ｂ’ＥＡＳＥ  くまもと森都総合病院店,096,,,,,熊本市中央区大江３丁目２－６５,熊本県熊本市中央区大江３丁目２－６５,くまもと森都総合病院１F,207816,43,43101,大江３,2022/02/24,,,,,㈱文教,中村  健二,03-5280-9581,,,,,,,,指令（食保）第7744号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,売店ＢＥＡＳＥくまもと森都総合病院店20781643101,77b7d954-e97c-41b1-8d7a-a41989f8c8bb,株式会社文教,1f7de40d-cbbe-4084-8a5e-3cb88b292b5e,2b2d9fe3-7d8d-4583-ba37-5998e4d30ea9,2022/02/24,売店Ｂ＇ＥＡＳＥ　くまもと森都総合病院店,売店ＢＥＡＳＥくまもと森都総合病院店,株式会社文教
1166,令4年01月04日,㈱東亜産業,深井  昭正,03-5298-6166,ＴＯＡｍａｒｔ  熊本松尾町店,熊本市西区西松尾町5333-2,熊本市西区西松尾町５３３３－２,,,百貨店、総合スーパー,,指令（食保）第7120号,,423,ＴＯＡｍａｒｔ  熊本松尾町店,096,,,,,熊本市西区西松尾町５３３３－２,熊本県熊本市西区西松尾町５３３３－２,,701663,43,43103,西松尾町,2022/01/04,,,,,㈱東亜産業,深井  昭正,03-5298-6166,,,,,,,,指令（食保）第7120号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,ＴＯＡｍａｒｔ熊本松尾町店70166343103,ec0b3508-3fdd-40bc-b22b-89a8eb8b6a15,株式会社東亜産業,e1d88f75-d05e-4bbd-ad5c-0a0666a231f5,f2be576b-64ad-4754-bed1-d3790be53682,2022/01/04,ＴＯＡｍａｒｔ　熊本松尾町店,ＴＯＡｍａｒｔ熊本松尾町店,株式会社東亜産業
255,令3年10月05日,㈱エース,冨沢高志,03-5639-1448,KITANO ACE  アミュプラザくまもと店,熊本市西区春日3-15-26アミュプラザくまもと1階,熊本市西区春日３－１５－２６,アミュプラザくまもと１階,342-6384,その他の食料・飲料販売業,,指令（食保）第50617号,,423,KITANO ACE  アミュプラザくまもと店,096,096-342-6384,,,,熊本市西区春日３－１５－２６,熊本県熊本市西区春日３－１５－２６,アミュプラザくまもと１階,208228,43,43103,春日３,2021/10/05,,,,,㈱エース,冨沢高志,03-5639-1448,,,,,,,,指令（食保）第50617号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,ＫＩＴＡＮＯＡＣＥアミュプラザくまもと店096-342-638420822843103,82cf549d-9b7b-4599-a439-7adea7d2ba3d,株式会社エース,9ea729f6-d8ad-448b-8f95-74792fd449c9,5ca0a560-3078-452e-ab1e-2349b65bd9b9,2021/10/05,ＫＩＴＡＮＯ　ＡＣＥ　アミュプラザくまもと店,ＫＩＴＡＮＯＡＣＥアミュプラザくまもと店,株式会社エース
703,令3年11月19日,ロイヤルコントラクトサービス㈱,佐々木徳久,03-570-78021,いねや熊本,熊本市中央区新市街６－１６,熊本市中央区新市街６－１６,,311-2110,その他の食料・飲料販売業,,指令（食保）第50980号,,423,いねや熊本,096,096-311-2110,,,,熊本市中央区新市街６－１６,熊本県熊本市中央区新市街６－１６,,207903,43,43101,新市街,2021/11/19,,,,,ロイヤルコントラクトサービス㈱,佐々木徳久,03-570-78021,,,,,,,,指令（食保）第50980号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,いねや熊本096-311-211020790343101,20b0e3c3-0d86-4748-be8e-8010cbf13872,ロイヤルコントラクトサービス株式会社,e364f3d0-da0c-4e2a-bffa-65d5419811ea,64864326-37e7-4480-906c-3b401f780ab6,2021/11/19,いねや熊本,いねや熊本,ロイヤルコントラクトサービス株式会社
788,令3年11月26日,ロイヤルフードサービス㈱,生田直己,03-5707-7139,ロイヤルホスト南熊本店,熊本市中央区九品寺6-4-31,熊本市中央区九品寺６－４－３１,,373-7171,その他の食料・飲料販売業,,指令（食保）第50986号,,423,ロイヤルホスト南熊本店,096,096-373-7171,,,,熊本市中央区九品寺６－４－３１,熊本県熊本市中央区九品寺６－４－３１,,207851,43,43101,九品寺６,2021/11/26,,,,,ロイヤルフードサービス㈱,生田直己,03-5707-7139,,,,,,,,指令（食保）第50986号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,ロイヤルホスト南熊本店096-373-717120785143101,e769a47f-01b6-40cd-9213-dc0076d4fa18,ロイヤルフードサービス株式会社,abc846b7-af7b-4324-858a-93f3976f8043,388866c7-3f83-42df-917a-365dfccf5550,2021/11/26,ロイヤルホスト南熊本店,ロイヤルホスト南熊本店,ロイヤルフードサービス株式会社
817,令3年11月26日,ロイヤルフードサービス㈱,生田直己,03-5707-7139,ロイヤルホスト熊本インター店,熊本市東区保田窪本町10-62,熊本市東区保田窪本町１０－６２,,383-5008,その他の食料・飲料販売業,,指令（食保）第50960号,,423,ロイヤルホスト熊本インター店,096,096-383-5008,,,,熊本市東区保田窪本町１０－６２,熊本県熊本市東区保田窪本町１０－６２,,208191,43,43102,保田窪本町,2021/11/26,,,,,ロイヤルフードサービス㈱,生田直己,03-5707-7139,,,,,,,,指令（食保）第50960号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,ロイヤルホスト熊本インタ店096-383-500820819143102,1307d452-6c75-4802-9360-eaf89081fa99,ロイヤルフードサービス株式会社,abc846b7-af7b-4324-858a-93f3976f8043,0b1eb5bf-be36-4b6b-af84-2bb32bf8e782,2021/11/26,ロイヤルホスト熊本インター店,ロイヤルホスト熊本インタ店,ロイヤルフードサービス株式会社
651,令3年11月16日,ロイヤルコントラクトサービス㈱,佐々木徳久,03-5707-8021,北熊本サービスエリア,熊本市北区改寄町1199 九州自動車道上り線北熊本サービスエリア内,熊本市北区改寄町１１９９,九州自動車道上り線北熊本サービスエリア内,245-2066,その他の食料・飲料販売業,,指令（食保）第50847号,,423,北熊本サービスエリア,096,096-245-2066,,,,熊本市北区改寄町１１９９,熊本県熊本市北区改寄町１１９９,九州自動車道上り線北熊本サービスエリア内,208541,43,43105,改寄町,2021/11/16,,,,,ロイヤルコントラクトサービス㈱,佐々木徳久,03-5707-8021,,,,,,,,指令（食保）第50847号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,北熊本サビスエリア096-245-206620854143105,3aca7660-6dbd-4dec-9895-8a4c6761d02e,ロイヤルコントラクトサービス株式会社,e364f3d0-da0c-4e2a-bffa-65d5419811ea,34d2677d-747d-4859-ad2e-53ddb61401b4,2021/11/16,北熊本サービスエリア,北熊本サビスエリア,ロイヤルコントラクトサービス株式会社
215,令3年09月29日,㈱ドン・キホーテ,吉田直樹,03-5725-7532,ドン・キホーテ下通り店,熊本市中央区安政町5-27,熊本市中央区安政町５－２７,,312-2311,百貨店、総合スーパー,,指令（食保）第50583号,,423,ドン・キホーテ下通り店,096,096-312-2311,,,,熊本市中央区安政町５－２７,熊本県熊本市中央区安政町５－２７,,207798,43,43101,安政町,2021/09/29,,,,,㈱ドン・キホーテ,吉田直樹,03-5725-7532,,,,,,,,指令（食保）第50583号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,ドンキホテ下通り店096-312-231120779843101,ad8588ea-40c9-4b0f-ab39-229ef5e736d9,株式会社ドン・キホーテ,6937cf87-c472-476a-8ca1-c48f145ece11,0c85de4a-65fe-4a66-93dc-683f073ca211,2021/09/29,ドンキホーテ下通り店,ドンキホテ下通り店,株式会社ドン・キホーテ
419,令3年10月25日,ＤＣＭ㈱,石黒  靖規,03-5764-5211,ＤＣＭダイキ東町店,熊本市東区東町2丁目1-15,熊本市東区東町２丁目１－１５,,365-1811,百貨店、総合スーパー,,指令（食保）第5768号,,423,ＤＣＭダイキ東町店,096,096-365-1811,,,,熊本市東区東町２丁目１－１５,熊本県熊本市東区東町２丁目１－１５,,208182,43,43102,東町２,2021/10/25,,,,,ＤＣＭ㈱,石黒  靖規,03-5764-5211,,,,,,,,指令（食保）第5768号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,ＤＣＭダイキ東町店096-365-181120818243102,4408d99a-5502-41cb-a17b-d2baa186672b,ＤＣＭ株式会社,81df6a1f-7414-4b97-889f-f4843582fb53,84fe737a-de9b-4ee4-a530-7bc5080350a6,2021/10/25,ＤＣＭダイキ東町店,ＤＣＭダイキ東町店,ＤＣＭ株式会社
498,令3年11月02日,ＤＣＭ㈱,石黒  靖規,03-5764-5211,ＤＣＭダイキ北部店,熊本市北区飛田3丁目6-50,熊本市北区飛田３丁目６－５０,,345-2311,米穀類販売業,,指令（食保）第5991号,,423,ＤＣＭダイキ北部店,096,096-345-2311,,,,熊本市北区飛田３丁目６－５０,熊本県熊本市北区飛田３丁目６－５０,,208682,43,43105,飛田３,2021/11/02,,,,,ＤＣＭ㈱,石黒  靖規,03-5764-5211,,,,,,,,指令（食保）第5991号,,米穀類販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5896,ＤＣＭダイキ北部店096-345-231120868243105,a4831390-ba78-4c3c-8755-a8cc8d3aa3de,ＤＣＭ株式会社,81df6a1f-7414-4b97-889f-f4843582fb53,964b74fd-a996-4d82-8e93-b4c8efc8ca7c,2021/11/02,ＤＣＭダイキ北部店,ＤＣＭダイキ北部店,ＤＣＭ株式会社
604,令3年11月10日,ＤＣＭ㈱,石黒  靖規,03-5764-5211,ＤＣＭダイキ本山店,熊本市中央区本山町143-1,熊本市中央区本山町１４３－１,,371-3333,百貨店、総合スーパー,,指令（食保）第6191号,,423,ＤＣＭダイキ本山店,096,096-371-3333,,,,熊本市中央区本山町１４３－１,熊本県熊本市中央区本山町１４３－１,,207993,43,43101,本山町,2021/11/10,,,,,ＤＣＭ㈱,石黒  靖規,03-5764-5211,,,,,,,,指令（食保）第6191号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,ＤＣＭダイキ本山店096-371-333320799343101,02d0775d-8be7-47e9-b2c2-36f052e81184,ＤＣＭ株式会社,81df6a1f-7414-4b97-889f-f4843582fb53,65bfbb33-1b64-4845-aa5a-35b4d30e727b,2021/11/10,ＤＣＭダイキ本山店,ＤＣＭダイキ本山店,ＤＣＭ株式会社
825,令3年11月29日,㈱すき家,浅沼幹典,03-5783-8850,すき家  3号熊本藤崎店,熊本市中央区妙体寺町2-1,熊本市中央区妙体寺町２－１,,,その他の食料・飲料販売業,,指令（食保）第51055号,,423,すき家  3号熊本藤崎店,096,,,,,熊本市中央区妙体寺町２－１,熊本県熊本市中央区妙体寺町２－１,,207985,43,43101,妙体寺町,2021/11/29,,,,,㈱すき家,浅沼幹典,03-5783-8850,,,,,,,,指令（食保）第51055号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,すき家３号熊本藤崎店20798543101,b03395f3-519c-4a43-b6e5-9b4d4bcd63fd,株式会社すき家,c7b6fbed-bd7a-49bc-809e-36eca60a1976,f784d159-e5ca-4c1d-98e0-25aaf2a2f867,2021/11/29,すき家　３号熊本藤崎店,すき家３号熊本藤崎店,株式会社すき家
826,令3年11月29日,㈱すき家,浅沼幹典,03-5783-8850,すき家  熊本新市街店,熊本市中央区新市街7-25第二新世界会館ビル1階,熊本市中央区新市街７－２５,第二新世界会館ビル１階,,その他の食料・飲料販売業,,指令（食保）第51056号,,423,すき家  熊本新市街店,096,,,,,熊本市中央区新市街７－２５,熊本県熊本市中央区新市街７－２５,第二新世界会館ビル１階,207903,43,43101,新市街,2021/11/29,,,,,㈱すき家,浅沼幹典,03-5783-8850,,,,,,,,指令（食保）第51056号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,すき家熊本新市街店20790343101,c43c4088-f8c3-49ad-b6c9-f3f02ccacb19,株式会社すき家,c7b6fbed-bd7a-49bc-809e-36eca60a1976,7bb39c81-4577-4cbc-b42d-e5d5e6f19127,2021/11/29,すき家　熊本新市街店,すき家熊本新市街店,株式会社すき家
831,令3年11月29日,㈱すき家,浅沼幹典,03-5783-8850,すき家  熊本東BP店,熊本市東区下南部3丁目17-71,熊本市東区下南部３丁目１７－７１,,,その他の食料・飲料販売業,,指令（食保）第50990号,,423,すき家  熊本東BP店,096,,,,,熊本市東区下南部３丁目１７－７１,熊本県熊本市東区下南部３丁目１７－７１,,208095,43,43102,下南部３,2021/11/29,,,,,㈱すき家,浅沼幹典,03-5783-8850,,,,,,,,指令（食保）第50990号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,すき家熊本東ＢＰ店20809543102,463fae3d-f606-4e8d-ad74-20137993ca47,株式会社すき家,c7b6fbed-bd7a-49bc-809e-36eca60a1976,d2a3bb3b-7ac6-4d5b-9d09-1597df6746cd,2021/11/29,すき家　熊本東ＢＰ店,すき家熊本東ＢＰ店,株式会社すき家
841,令3年11月29日,㈱すき家,浅沼幹典,03-5783-8850,すき家  熊本野中店,熊本市西区野中1丁目6-12,熊本市西区野中１丁目６－１２,,,その他の食料・飲料販売業,,指令（食保）第51042号,,423,すき家  熊本野中店,096,,,,,熊本市西区野中１丁目６－１２,熊本県熊本市西区野中１丁目６－１２,,208305,43,43103,野中１,2021/11/29,,,,,㈱すき家,浅沼幹典,03-5783-8850,,,,,,,,指令（食保）第51042号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,すき家熊本野中店20830543103,089a1470-4131-4aea-9cb0-1a5635f87496,株式会社すき家,c7b6fbed-bd7a-49bc-809e-36eca60a1976,5a85e0f6-fc5a-42b2-bf4b-453a88ad4f38,2021/11/29,すき家　熊本野中店,すき家熊本野中店,株式会社すき家
853,令3年11月29日,㈱すき家,浅沼幹典,03-5783-8850,すき家  57号熊本田井島店,熊本市南区田迎町田井島208,熊本市南区田迎町田井島２０８,,,その他の食料・飲料販売業,,指令（食保）第51033号,,423,すき家  57号熊本田井島店,096,,,,,熊本市南区田迎町田井島２０８,熊本県熊本市南区田迎町田井島２０８,,208422,43,43104,田迎町田井島,2021/11/29,,,,,㈱すき家,浅沼幹典,03-5783-8850,,,,,,,,指令（食保）第51033号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,すき家５７号熊本田井島店20842243104,0af5895e-bd58-4096-b6b4-61811146f819,株式会社すき家,c7b6fbed-bd7a-49bc-809e-36eca60a1976,abb6d750-05bf-4a34-af26-6a49389d57ba,2021/11/29,すき家　５７号熊本田井島店,すき家５７号熊本田井島店,株式会社すき家
854,令3年11月29日,㈱すき家,浅沼幹典,03-5783-8850,すき家  熊本秋津店,熊本市東区沼山津3丁目1-11,熊本市東区沼山津３丁目１－１１,,,その他の食料・飲料販売業,,指令（食保）第51034号,,423,すき家  熊本秋津店,096,,,,,熊本市東区沼山津３丁目１－１１,熊本県熊本市東区沼山津３丁目１－１１,,208164,43,43102,沼山津３,2021/11/29,,,,,㈱すき家,浅沼幹典,03-5783-8850,,,,,,,,指令（食保）第51034号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,すき家熊本秋津店20816443102,26d3f95d-4e3f-4011-ab49-e143cc735c82,株式会社すき家,c7b6fbed-bd7a-49bc-809e-36eca60a1976,800b5a45-ee0d-4672-b1aa-974bdcb91690,2021/11/29,すき家　熊本秋津店,すき家熊本秋津店,株式会社すき家
857,令3年11月29日,㈱すき家,浅沼幹典,03-5783-8850,すき家  熊本四方寄店,熊本市北区四方寄町508-6,熊本市北区四方寄町５０８－６,,,その他の食料・飲料販売業,,指令（食保）第51002号,,423,すき家  熊本四方寄店,096,,,,,熊本市北区四方寄町５０８－６,熊本県熊本市北区四方寄町５０８－６,,208704,43,43105,四方寄町,2021/11/29,,,,,㈱すき家,浅沼幹典,03-5783-8850,,,,,,,,指令（食保）第51002号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,すき家熊本四方寄店20870443105,daef0537-8e56-4927-926e-473972d4d2e7,株式会社すき家,c7b6fbed-bd7a-49bc-809e-36eca60a1976,48b26f93-8b1e-4361-a8ae-f0786bb3ebf6,2021/11/29,すき家　熊本四方寄店,すき家熊本四方寄店,株式会社すき家
