https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,申請者1,申請-住所1,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設＿名称（屋号・商号）,所在地,,,施設＿電話番号（所在地）,業種,申請者＿申請者名,申請者＿住所,申請者＿電話番号,初回許可年月日,許可年月日,許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
太平食品工業株式会社   関西工場,大和郡山市額田部北町   ９４４,大和郡山市額田部北町,９４４,027-220-3434,麺類製造業,太平食品工業株式会社,前橋市朝倉町   ５５５－４,03-3586-9811,R03.09.29,R03.09.29,第421326号,,321,太平食品工業株式会社   関西工場,0743,027-220-3434,,,,大和郡山市額田部北町,奈良県大和郡山市額田部北町,９４４,172894,29,29203,額田部北町,,2021/09/29,2021/09/29,,,太平食品工業株式会社,,03-3586-9811,前橋市朝倉町   ５５５－４,群馬県前橋市朝倉町５５５－４,,59760,群馬県,前橋市,朝倉町,第421326号,,麺類製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,太平食品工業株式会社関西工場027-220-343417289429203,51f712c8-e0ba-47e1-8b5c-ff9910566971,太平食品工業株式会社59760,de26f9ab-57dd-4dbd-94fa-fb9688978e14,56dc3517-d07e-4d39-9ab0-baedbd807225,2021/09/29,太平食品工業株式会社　関西工場,太平食品工業株式会社関西工場,太平食品工業株式会社
林一二株式会社   奈良工場,大和郡山市今国府町八ノ坪   ６－１０,大和郡山市今国府町八ノ坪,６－１０,0743-56-2451,菓子製造業,林一二株式会社,大阪市東成区東今里   ３－１０－２８,06-6981-9303,R03.09.29,R03.09.29,第421327号,,321,林一二株式会社   奈良工場,0743,0743-56-2451,,,,大和郡山市今国府町八ノ坪,奈良県大和郡山市今国府町八ノ坪,６－１０,172829,29,29203,今国府町,,2021/09/29,2021/09/29,,,林一二株式会社,,06-6981-9303,大阪市東成区東今里   ３－１０－２８,大阪府大阪市東成区東今里３－１０－２８,,154847,大阪府,大阪市東成区,東今里３,第421327号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,林一二株式会社奈良工場0743-56-245117282929203,4b732457-a713-4031-b488-eb51f9202b68,林一二株式会社154847,a13d5b2b-f16f-47af-aba4-e7668bf2ef10,a9247d28-6155-42d4-81d1-d71785df60a1,2021/09/29,林一二株式会社　奈良工場,林一二株式会社奈良工場,林一二株式会社
林一二株式会社   奈良工場,大和郡山市今国府町八ノ坪   ６－１０,大和郡山市今国府町八ノ坪,６－１０,0743-56-2451,アイスクリーム類製造業,林一二株式会社,大阪市東成区東今里   ３－１０－２８,06-6981-9303,R03.09.29,R03.09.29,第421328号,,321,林一二株式会社   奈良工場,0743,0743-56-2451,,,,大和郡山市今国府町八ノ坪,奈良県大和郡山市今国府町八ノ坪,６－１０,172829,29,29203,今国府町,,2021/09/29,2021/09/29,,,林一二株式会社,,06-6981-9303,大阪市東成区東今里   ３－１０－２８,大阪府大阪市東成区東今里３－１０－２８,,154847,大阪府,大阪市東成区,東今里３,第421328号,,アイスクリーム類製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,林一二株式会社奈良工場0743-56-245117282929203,4b732457-a713-4031-b488-eb51f9202b68,林一二株式会社154847,a13d5b2b-f16f-47af-aba4-e7668bf2ef10,0d423ede-17a7-47b0-adfd-c66f2d842d2a,2021/09/29,林一二株式会社　奈良工場,林一二株式会社奈良工場,林一二株式会社
居酒屋   よしこ,大和郡山市小泉町   １２８３－２９,大和郡山市小泉町,１２８３－２９,0743-55-1516,飲食店営業,中垣   ヨシ子,,,R03.09.29,R03.09.29,第421329号,,321,居酒屋   よしこ,0743,0743-55-1516,,,,大和郡山市小泉町,奈良県大和郡山市小泉町,１２８３－２９,172846,29,29203,小泉町,,2021/09/29,2021/09/29,,,,中垣   ヨシ子,,,,,,,,,第421329号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,居酒屋よしこ0743-55-151617284629203,6c882f44-785f-4132-9faa-08f199846641,,personal,890bef3d-41c5-4b21-b287-b8137b926587,2021/09/29,居酒屋　よしこ,居酒屋よしこ,
マック,大和郡山市小泉町   １５１２－７,大和郡山市小泉町,１５１２－７,0743-54-5111,飲食店営業,二石   勇,,,R03.09.29,R03.09.29,第421330号,,321,マック,0743,0743-54-5111,,,,大和郡山市小泉町,奈良県大和郡山市小泉町,１５１２－７,172846,29,29203,小泉町,,2021/09/29,2021/09/29,,,,二石   勇,,,,,,,,,第421330号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,マック0743-54-511117284629203,aa7336d5-0dcc-4e9a-bd8b-4b80ba1cd166,,personal,6855f796-bd19-4603-96bd-0e1a2ef40980,2021/09/29,マック,マック,
辻,大和郡山市小泉町   ２５００東邦工機（株）内,大和郡山市小泉町,２５００東邦工機（株）内,,飲食店営業,辻   静江,,,R03.09.29,R03.09.29,第421331号,,321,辻,0743,,,,,大和郡山市小泉町,奈良県大和郡山市小泉町,２５００東邦工機（株）内,172846,29,29203,小泉町,,2021/09/29,2021/09/29,,,,辻   静江,,,,,,,,,第421331号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,辻17284629203,465968e5-5766-48cb-87c5-037e574c971d,,personal,154a982a-845b-4fb6-9784-7fb08ece8ecb,2021/09/29,辻,辻,
菓子工房秦製菓（株）,大和郡山市小泉町   ２８０１－８,大和郡山市小泉町,２８０１－８,0743-22-1802,菓子製造業,菓子工房秦製菓株式会社,大和郡山市小泉町   ２８０１－８,0743-22-1802,R03.09.29,R03.09.29,第421332号,,321,菓子工房秦製菓（株）,0743,0743-22-1802,,,,大和郡山市小泉町,奈良県大和郡山市小泉町,２８０１－８,172846,29,29203,小泉町,,2021/09/29,2021/09/29,,,菓子工房秦製菓株式会社,,0743-22-1802,大和郡山市小泉町   ２８０１－８,奈良県大和郡山市小泉町２８０１－８,,172846,奈良県,大和郡山市,小泉町,第421332号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,菓子工房秦製菓株式会社0743-22-180217284629203,c5f82b66-112c-4161-849c-985cb06d0c00,菓子工房秦製菓株式会社172846,1b2362cd-5780-4ad7-80b9-69d121d089b2,43167df0-b440-4e4e-9a27-fa5f87fa2801,2021/09/29,菓子工房秦製菓株式会社,菓子工房秦製菓株式会社,菓子工房秦製菓株式会社
璃衞,大和郡山市小泉町   ２８７７－１,大和郡山市小泉町,２８７７－１,0743-55-2059,飲食店営業,宇土   次義,,,R03.09.29,R03.09.29,第421333号,,321,璃衞,0743,0743-55-2059,,,,大和郡山市小泉町,奈良県大和郡山市小泉町,２８７７－１,172846,29,29203,小泉町,,2021/09/29,2021/09/29,,,,宇土   次義,,,,,,,,,第421333号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,璃衞0743-55-205917284629203,0e031e59-221d-419f-969f-561e13c76522,,personal,6f74f509-3333-4b79-92fa-a5b9e568e9fe,2021/09/29,璃衞,璃衞,
富味寿司,大和郡山市小泉町   ３５３－１１,大和郡山市小泉町,３５３－１１,0743-52-3808,飲食店営業,藤原   義孝,,,R03.09.29,R03.09.29,第421334号,,321,富味寿司,0743,0743-52-3808,,,,大和郡山市小泉町,奈良県大和郡山市小泉町,３５３－１１,172846,29,29203,小泉町,,2021/09/29,2021/09/29,,,,藤原   義孝,,,,,,,,,第421334号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,富味寿司0743-52-380817284629203,245955ca-5f53-4547-a13f-65316e7fb0f7,,personal,dde05b20-8c34-4374-922b-a4798f6e2127,2021/09/29,富味寿司,富味寿司,
幸子,大和郡山市小泉町   ６１０－９,大和郡山市小泉町,６１０－９,,飲食店営業,新田   幸子,,,R03.09.29,R03.09.29,第421335号,,321,幸子,0743,,,,,大和郡山市小泉町,奈良県大和郡山市小泉町,６１０－９,172846,29,29203,小泉町,,2021/09/29,2021/09/29,,,,新田   幸子,,,,,,,,,第421335号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,幸子17284629203,b3d7ead6-8d49-4e34-8caf-76dacc357e4e,,personal,e732aad4-a0b6-4ba5-b435-ae4b0151b86b,2021/09/29,幸子,幸子,
彩食キッチンＢｏｎ,大和郡山市小泉町   ７３－１,大和郡山市小泉町,７３－１,0743-58-5571,飲食店営業,社会福祉法人萌,大和郡山市小泉町７３ー１,0743-54-8112,R03.09.29,R03.09.29,第421336号,,321,彩食キッチンＢｏｎ,0743,0743-58-5571,,,,大和郡山市小泉町,奈良県大和郡山市小泉町,７３－１,172846,29,29203,小泉町,,2021/09/29,2021/09/29,,,社会福祉法人萌,,0743-54-8112,大和郡山市小泉町７３ー１,奈良県大和郡山市小泉町７３－１,,172846,奈良県,大和郡山市,小泉町,第421336号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,彩食キッチンＢｏｎ0743-58-557117284629203,dfa043bd-daa8-484a-b3af-5829b89afa94,社会福祉法人萌172846,aec865fe-c26d-40a2-9001-6f1d994c5a35,c8d0f859-4c09-44ce-9490-6ae62358b98e,2021/09/29,彩食キッチンＢｏｎ,彩食キッチンＢｏｎ,社会福祉法人萌
彩食キッチンＢｏｎ,大和郡山市小泉町   ７３－１,大和郡山市小泉町,７３－１,0743-54-8112,菓子製造業,社会福祉法人萌,大和郡山市小泉町７３－１,0743-54-8112,R03.09.29,R03.09.29,第421337号,,321,彩食キッチンＢｏｎ,0743,0743-54-8112,,,,大和郡山市小泉町,奈良県大和郡山市小泉町,７３－１,172846,29,29203,小泉町,,2021/09/29,2021/09/29,,,社会福祉法人萌,,0743-54-8112,大和郡山市小泉町７３－１,奈良県大和郡山市小泉町７３－１,,172846,奈良県,大和郡山市,小泉町,第421337号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,彩食キッチンＢｏｎ0743-54-811217284629203,7e95ae38-c51d-422d-be9a-a87d8e89ee58,社会福祉法人萌172846,aec865fe-c26d-40a2-9001-6f1d994c5a35,7ae15169-4f41-4579-9e35-14582f66e2a7,2021/09/29,彩食キッチンＢｏｎ,彩食キッチンＢｏｎ,社会福祉法人萌
東浦精肉店,大和郡山市西田中町   ３２８,大和郡山市西田中町,３２８,0743-52-4194,食肉販売業,東浦   繁俊,,,R03.09.29,R03.09.29,第421338号,,321,東浦精肉店,0743,0743-52-4194,,,,大和郡山市西田中町,奈良県大和郡山市西田中町,３２８,172890,29,29203,西田中町,,2021/09/29,2021/09/29,,,,東浦   繁俊,,,,,,,,,第421338号,,食肉販売業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,I,58,583,,東浦精肉店0743-52-419417289029203,1c276126-e848-4351-bc18-2ae3a2596b60,,personal,23a54f58-d615-48a1-aaf3-66b3e1a9c435,2021/09/29,東浦精肉店,東浦精肉店,
オークワ   香芝逢坂店,香芝市逢坂   ８－２１２－１,香芝市逢坂,８－２１２－１,0745-79-6611,飲食店営業,株式会社オークワ,和歌山市中島   １８５－３,073-425-2481,R03.09.29,R03.09.29,第821477号,,322,オークワ   香芝逢坂店,0745,0745-79-6611,,,,香芝市逢坂,奈良県香芝市逢坂,８－２１２－１,173587,29,29210,逢坂,,2021/09/29,2021/09/29,,,株式会社オークワ,,073-425-2481,和歌山市中島   １８５－３,和歌山県和歌山市中島１８５－３,,175031,和歌山県,和歌山市,中島,第821477号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,オクワ香芝逢坂店0745-79-661117358729210,3dbfe706-7a65-4963-8240-df7bf8f2207b,株式会社オークワ175031,92404fef-cb7a-475b-a07e-364ff9f9a1e6,cd65326c-3d71-4c77-bec2-ab8e53b1e8bd,2021/09/29,オークワ　香芝逢坂店,オクワ香芝逢坂店,株式会社オークワ
オークワ   香芝逢坂店,香芝市逢坂   ８－２１２－１,香芝市逢坂,８－２１２－１,0745-79-6611,飲食店営業,株式会社オークワ,和歌山市中島   １８５－３,073-425-2481,R03.09.29,R03.09.29,第821478号,,322,オークワ   香芝逢坂店,0745,0745-79-6611,,,,香芝市逢坂,奈良県香芝市逢坂,８－２１２－１,173587,29,29210,逢坂,,2021/09/29,2021/09/29,,,株式会社オークワ,,073-425-2481,和歌山市中島   １８５－３,和歌山県和歌山市中島１８５－３,,175031,和歌山県,和歌山市,中島,第821478号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,オクワ香芝逢坂店0745-79-661117358729210,3dbfe706-7a65-4963-8240-df7bf8f2207b,株式会社オークワ175031,92404fef-cb7a-475b-a07e-364ff9f9a1e6,0592a352-f831-45e5-b12d-7d957fe39833,2021/09/29,オークワ　香芝逢坂店,オクワ香芝逢坂店,株式会社オークワ
オークワ   香芝逢坂店,香芝市逢坂   ８－２１２－１,香芝市逢坂,８－２１２－１,0745-79-6611,飲食店営業,株式会社オークワ,和歌山市中島   １８５－３,073-425-2481,R03.09.29,R03.09.29,第821479号,,322,オークワ   香芝逢坂店,0745,0745-79-6611,,,,香芝市逢坂,奈良県香芝市逢坂,８－２１２－１,173587,29,29210,逢坂,,2021/09/29,2021/09/29,,,株式会社オークワ,,073-425-2481,和歌山市中島   １８５－３,和歌山県和歌山市中島１８５－３,,175031,和歌山県,和歌山市,中島,第821479号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,オクワ香芝逢坂店0745-79-661117358729210,3dbfe706-7a65-4963-8240-df7bf8f2207b,株式会社オークワ175031,92404fef-cb7a-475b-a07e-364ff9f9a1e6,78a7e83c-1976-4983-be79-1f7c32c04f31,2021/09/29,オークワ　香芝逢坂店,オクワ香芝逢坂店,株式会社オークワ
彩鶏酒場,橿原市中曽司町   １３２－１１,橿原市中曽司町,１３２－１１,0744-21-2080,飲食店営業,早水   正登,,,R03.09.29,R03.09.29,第821467号,,322,彩鶏酒場,0744,0744-21-2080,,,,橿原市中曽司町,奈良県橿原市中曽司町,１３２－１１,173080,29,29205,中曽司町,,2021/09/29,2021/09/29,,,,早水   正登,,,,,,,,,第821467号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,彩鶏酒場0744-21-208017308029205,49409a89-e1b4-401e-8842-ae16eae1b98c,,personal,63289e0c-9f3a-48e7-bbd7-6edaeafa1f14,2021/09/29,彩鶏酒場,彩鶏酒場,
Ｄａｒｄｏｓ   王寺駅前店,北葛城郡王寺町王寺   ２－４－５ピティマンション１Ｆ,北葛城郡王寺町王寺,２－４－５ピティマンション１Ｆ,0745-44-3785,飲食店営業,井上   佑史,,,R03.09.29,R03.09.29,第821480号,,322,Ｄａｒｄｏｓ   王寺駅前店,0745,0745-44-3785,,,,北葛城郡王寺町王寺,奈良県北葛城郡王寺町王寺,２－４－５ピティマンション１Ｆ,174292,29,29425,王寺,,2021/09/29,2021/09/29,,,,井上   佑史,,,,,,,,,第821480号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,Ｄａｒｄｏｓ王寺駅前店0745-44-378517429229425,266613e7-92c0-4461-9c44-9f0d5261070a,,personal,177317e3-44c9-429c-ab80-07dd2eeff4f8,2021/09/29,Ｄａｒｄｏｓ　王寺駅前店,Ｄａｒｄｏｓ王寺駅前店,
株式会社三輪そうめん小西   第２工場,桜井市芝   ９１５－１,桜井市芝,９１５－１,,麺類製造業,株式会社三輪そうめん小西,桜井市巻野内   １９６,0744-43-3113,R03.09.29,R03.09.29,第821483号,,322,株式会社三輪そうめん小西   第２工場,0744,,,,,桜井市芝,奈良県桜井市芝,９１５－１,173169,29,29206,芝,,2021/09/29,2021/09/29,,,株式会社三輪そうめん小西,,0744-43-3113,桜井市巻野内   １９６,奈良県桜井市巻野内１９６,,173196,奈良県,桜井市,巻野内,第821483号,,麺類製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,株式会社三輪そうめん小西第２工場17316929206,6c730edb-0d9d-4d68-a8d5-249fb442154f,株式会社三輪そうめん小西173196,573f032a-ca65-433d-82b1-1f9e9dd08325,774f976c-3fc9-4580-9d35-98841707a1f5,2021/09/29,株式会社三輪そうめん小西　第２工場,株式会社三輪そうめん小西第２工場,株式会社三輪そうめん小西
ベーグル＆プチラボ   ナッツくん,北葛城郡王寺町久度   ２－１３－１３,北葛城郡王寺町久度,２－１３－１３,,菓子製造業,大西   弘章,,,R03.09.29,R03.09.29,第821481号,,322,ベーグル＆プチラボ   ナッツくん,0745,,,,,北葛城郡王寺町久度,奈良県北葛城郡王寺町久度２－１３－１３,,174257,29,29425,久度２,,2021/09/29,2021/09/29,,,,大西   弘章,,,,,,,,,第821481号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,ベグルプチラボナッツくん17425729425,63d27c44-121e-4ea4-b2ae-839f028795e0,,personal,261f19ce-db53-4774-9d87-68c3d78065c0,2021/09/29,ベーグル＆プチラボ　ナッツくん,ベグルプチラボナッツくん,
株式会社   まほろば,桜井市芝   ９１５,桜井市芝,９１５,0744-43-7132,麺類製造業,株式会社まほろば,桜井市芝   １３２７,0744-43-7132,R03.09.29,R03.09.29,第821484号,,322,株式会社   まほろば,0744,0744-43-7132,,,,桜井市芝,奈良県桜井市芝,９１５,173169,29,29206,芝,,2021/09/29,2021/09/29,,,株式会社まほろば,,0744-43-7132,桜井市芝   １３２７,奈良県桜井市芝１３２７,,173169,奈良県,桜井市,芝,第821484号,,麺類製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,株式会社まほろば0744-43-713217316929206,2e679cb5-7e70-4a1e-b8e4-7d89ff07db80,株式会社まほろば173169,39526386-437e-49a4-9772-1ed77ce34fdc,273ed81e-487f-40a1-93db-a559de7615b0,2021/09/29,株式会社　まほろば,株式会社まほろば,株式会社まほろば
ＤＡＲＴＳ   ＰＡＲＫ   ＯＡＳＩＳ,磯城郡田原本町宮古   ３４７－３,磯城郡田原本町宮古,３４７－３,,飲食店営業,石橋   誠,,,R03.09.29,R03.09.29,第821485号,,322,ＤＡＲＴＳ   ＰＡＲＫ   ＯＡＳＩＳ,0744,,,,,磯城郡田原本町宮古,奈良県磯城郡田原本町宮古,３４７－３,174158,29,29363,宮古,,2021/09/29,2021/09/29,,,,石橋   誠,,,,,,,,,第821485号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ＤＡＲＴＳＰＡＲＫＯＡＳＩＳ17415829363,3bf333af-a85a-471d-803a-77098207047d,,personal,2d84610a-de60-4b18-8288-10401bda5bbd,2021/09/29,ＤＡＲＴＳ　ＰＡＲＫ　ＯＡＳＩＳ,ＤＡＲＴＳＰＡＲＫＯＡＳＩＳ,
カラオケルーム手まりさくら,吉野郡吉野町新子５５５,吉野郡吉野町新子５５５,,0746-36-6146,飲食店営業,福本   潔,,,R03.09.29,R03.09.29,第521082号,,324,カラオケルーム手まりさくら,0746,0746-36-6146,,,,吉野郡吉野町新子５５５,奈良県吉野郡吉野町新子５５５,,174631,29,29441,新子,,2021/09/29,2021/09/29,,,,福本   潔,,,,,,,,,第521082号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,カラオケルム手まりさくら0746-36-614617463129441,15d5f0eb-e83e-4890-b632-81a9564db6c1,,personal,607d8a5e-eb72-4194-b02a-1c3840c80e5e,2021/09/29,カラオケルーム手まりさくら,カラオケルム手まりさくら,
