https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請区分,,,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,,,業種,その他,,確認番号,,,開業年月日,申請年月日,,許可年月日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
個人,継続,516,,下かじ商店,糸魚川市大字日光寺２２２番地１,糸魚川市大字日光寺２２２番地１,,555-2815,磯貝  ミサ,,,,,,,,,乳類販売業,,,1 - 167,0,0,1989年12月12日,2017年03月17日,2017年03月23日,2017年03月24日,2022年03月31日,,,,2021年05月31日,,160,下かじ商店,025,025-555-2815,,,,糸魚川市大字日光寺２２２番地１,新潟県糸魚川市日光寺２２２番地１,,88006,15,15216,日光寺,2017/03/17,1989/12/12,2017/03/24,,2022/03/31,,磯貝  ミサ ,,,,,,,,,1 - 167,継続,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,下かじ商店025-555-28158800615216,06c7a771-a969-42db-99cb-a66406dad892,,personal,97162901-18b3-4e0d-8099-1388f1355979,2017/03/24,下かじ商店,下かじ商店,
個人,継続,1208,スナック,えこう,糸魚川市大字能生字福田２０２８－１,糸魚川市大字能生字福田２０２８－１,,025-566-3011,磯貝  栄,,,,,,,,,飲食店営業（その他）,,,1 - 17,0,0,1996年06月26日,2021年05月17日,2021年05月27日,2021年05月28日,2026年05月31日,,,,,,160,えこう,025,025-566-3011,,,,糸魚川市大字能生字福田２０２８－１,新潟県糸魚川市能生字福田２０２８－１,,88098,15,15216,能生,2021/05/17,1996/06/26,2021/05/28,,2026/05/31,,磯貝  栄 ,,,,,,,,,1 - 17,継続,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,えこう025-566-30118809815216,a9e21bfd-11df-4fab-ab05-5d9e8295c772,,personal,7bd4c0c3-4bf1-4392-ad14-62eae60d4607,2021/05/28,えこう,えこう,
個人,新規,10245,,下かじ商店移動販売,,,,025-555-2815,磯貝　ミサ,,,,,,,,,① 魚介類販売業（包装済みの魚介類のみの販売）,自動車による営業に限る,,3     ‐195 ,1,0,,令和 3年 12月 27日,,,,,,,,,160,下かじ商店移動販売,,025-555-2815,,,,,新潟県,,,15,,,2021/12/27,,,,,,磯貝　ミサ ,,,,,,,,,3     ‐195 ,新規,魚介類販売業,,自動車による営業に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,下かじ商店移動販売025-555-2815,e4f4d1a6-65ad-4d18-ab8c-16575ec02588,,personal,bbf22dd5-0ff6-4b2f-90fe-9dfa663287ed,2021/12/27,下かじ商店移動販売,下かじ商店移動販売,
個人,新規,10245,,下かじ商店移動販売,,,,025-555-2815,磯貝　ミサ,,,,,,,,,② 食肉販売業（包装済みの食肉のみの販売）,自動車による営業に限る,,3     ‐195 ,1,0,,令和 3年 12月 27日,,,,,,,,,160,下かじ商店移動販売,,025-555-2815,,,,,新潟県,,,15,,,2021/12/27,,,,,,磯貝　ミサ ,,,,,,,,,3     ‐195 ,新規,食肉販売業,,自動車による営業に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,583,,下かじ商店移動販売025-555-2815,e4f4d1a6-65ad-4d18-ab8c-16575ec02588,,personal,549a04cd-e944-40f4-95d4-ac430df2539a,2021/12/27,下かじ商店移動販売,下かじ商店移動販売,
個人,新規,10245,,下かじ商店移動販売,,,,025-555-2815,磯貝　ミサ,,,,,,,,,③ 乳類販売業,自動車による営業に限る,No.43356,3     ‐195 ,1,0,,令和 3年 6月 1日,,,,,,,,,160,下かじ商店移動販売,,025-555-2815,,,,,新潟県,,,15,,,2021/06/01,,,,,,磯貝　ミサ ,,,,,,,,,3     ‐195 ,新規,乳類販売業,,自動車による営業に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,下かじ商店移動販売025-555-2815,e4f4d1a6-65ad-4d18-ab8c-16575ec02588,,personal,871a9e24-9771-4d02-b70a-00635f959853,2021/06/01,下かじ商店移動販売,下かじ商店移動販売,
個人,新規,10245,,下かじ商店移動販売,,,,025-555-2815,磯貝　ミサ,,,,,,,,,⑥ 弁当販売業,自動車による営業に限る,,3     ‐195 ,1,0,,令和 3年 12月 27日,,,,,,,,,160,下かじ商店移動販売,,025-555-2815,,,,,新潟県,,,15,,,2021/12/27,,,,,,磯貝　ミサ ,,,,,,,,,3     ‐195 ,新規,弁当販売業,,自動車による営業に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,581,5811,下かじ商店移動販売025-555-2815,e4f4d1a6-65ad-4d18-ab8c-16575ec02588,,personal,79600ce8-8d89-4804-b41e-5c39a0b2f21d,2021/12/27,下かじ商店移動販売,下かじ商店移動販売,
個人,新規,10245,,下かじ商店移動販売,,,,025-555-2815,磯貝　ミサ,,,,,,,,,⑦ 野菜果物販売業,自動車による営業に限る,,3     ‐195 ,1,0,,令和 3年 12月 27日,,,,,,,,,160,下かじ商店移動販売,,025-555-2815,,,,,新潟県,,,15,,,2021/12/27,,,,,,磯貝　ミサ ,,,,,,,,,3     ‐195 ,新規,野菜果物販売業,,自動車による営業に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,582,,下かじ商店移動販売025-555-2815,e4f4d1a6-65ad-4d18-ab8c-16575ec02588,,personal,32c41c43-8473-4437-b6ff-4a7d0a3e2272,2021/12/27,下かじ商店移動販売,下かじ商店移動販売,
個人,新規,10245,,下かじ商店移動販売,,,,025-555-2815,磯貝　ミサ,,,,,,,,,⑬ その他の食料・飲料販売業,自動車による営業に限る,,3     ‐195 ,1,0,,令和 3年 12月 27日,,,,,,,,,160,下かじ商店移動販売,,025-555-2815,,,,,新潟県,,,15,,,2021/12/27,,,,,,磯貝　ミサ ,,,,,,,,,3     ‐195 ,新規,食料品販売業,,自動車による営業に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,A,58,581,5811,下かじ商店移動販売025-555-2815,e4f4d1a6-65ad-4d18-ab8c-16575ec02588,,personal,1b6176d9-89dd-4c3d-a854-b18745fd7d1c,2021/12/27,下かじ商店移動販売,下かじ商店移動販売,
個人,継続,296,スナック,セピア,糸魚川市本町６－１　若葉ビル２Ｆ,糸魚川市本町６－１,若葉ビル２Ｆ,025-553-0543,磯谷  健嗣,,,,,,,,,飲食店営業（その他）,,,1 - 39,0,0,1996年10月30日,2017年06月29日,2017年07月06日,2017年07月07日,2022年07月31日,,,,,,160,セピア,025,025-553-0543,,,,糸魚川市本町６－１,新潟県糸魚川市本町６－１,若葉ビル２Ｆ,88052,15,15216,本町,2017/06/29,1996/10/30,2017/07/07,,2022/07/31,,磯谷  健嗣 ,,,,,,,,,1 - 39,継続,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,セピア025-553-05438805215216,f7d14955-7cde-459f-8b5c-a457132a1a5a,,personal,2f2e8f10-2645-4b36-9667-831ce74bc6ec,2017/07/07,セピア,セピア,
個人,継続,932,,姫川食品,糸魚川市大字須沢字大坪８０３－４,糸魚川市大字須沢字大坪８０３－４,,553-1072,磯野  昇,,,,,,,,,飲食店営業（仕出し屋）,,,1 - 66,0,0,1987年07月21日,2019年09月04日,2019年09月05日,2019年09月06日,2024年09月30日,,,,,,160,姫川食品,025,025-553-1072,,,,糸魚川市大字須沢字大坪８０３－４,新潟県糸魚川市須沢字大坪８０３－４,,88079,15,15216,須沢,2019/09/04,1987/07/21,2019/09/06,,2024/09/30,,磯野  昇 ,,,,,,,,,1 - 66,継続,飲食店営業,（仕出し屋）,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,姫川食品025-553-10728807915216,1fcf68e5-a8a2-47c1-9be9-2c49f5709052,,personal,f126aa5c-1d2d-48b2-807c-b022489a60b9,2019/09/06,姫川食品,姫川食品,
個人,継続,932,,姫川食品,糸魚川市大字須沢字大坪８０３－４,糸魚川市大字須沢字大坪８０３－４,,553-1072,磯野  昇,,,,,,,,,惣菜製造業,,,1 - 66,0,0,1987年07月10日,2019年09月04日,2019年09月05日,2019年09月06日,2024年09月30日,,,,,,160,姫川食品,025,025-553-1072,,,,糸魚川市大字須沢字大坪８０３－４,新潟県糸魚川市須沢字大坪８０３－４,,88079,15,15216,須沢,2019/09/04,1987/07/10,2019/09/06,,2024/09/30,,磯野  昇 ,,,,,,,,,1 - 66,継続,そうざい製造業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,姫川食品025-553-10728807915216,1fcf68e5-a8a2-47c1-9be9-2c49f5709052,,personal,478c7483-4eee-4925-b9d1-eafa8fcea047,2019/09/06,姫川食品,姫川食品,
個人,新規,11337,,移動スーパーとくし丸,,,,090-4058-1226,横山　博史,,,,,,,,,⑬ その他の食料・飲料販売業,自動車による営業に限る,上越８８３あ４５４,3     ‐164 ,1,0,,令和 3年 12月 8日,,,,,,,,,160,移動スーパーとくし丸,,090-4058-1226,,,,,新潟県,,,15,,,2021/12/08,,,,,,横山　博史 ,,,,,,,,,3     ‐164 ,新規,食料品販売業,,自動車による営業に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,A,58,581,5811,移動スパとくし丸090-4058-1226,ef1401ee-c64f-4f33-86a7-f8763e4e04fe,,personal,1d3a5a18-8f2d-4151-9141-b745fcbb42a5,2021/12/08,移動スーパーとくし丸,移動スパとくし丸,
個人,継続,10765,,パン酵母　ぶーり　bourrit,糸魚川市大字堀切１０４８－２,糸魚川市大字堀切１０４８－２,,025-555-3109,岡田　しのい,,,,,,,,,菓子製造業,,,1 - 134,0,0,2011年02月03日,2021年03月17日,2021年03月25日,2021年03月26日,2026年03月31日,,,,,,160,パン酵母　ぶーり　bourrit,025,025-555-3109,,,,糸魚川市大字堀切１０４８－２,新潟県糸魚川市堀切１０４８－２,,88016,15,15216,堀切,2021/03/17,2011/02/03,2021/03/26,,2026/03/31,,岡田　しのい ,,,,,,,,,1 - 134,継続,菓子製造業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,パン酵母ぶりｂｏｕｒｒｉｔ025-555-31098801615216,21bb6cac-8ad2-438c-a677-8bb6ba736a08,,personal,5402f79f-adaf-4814-a9ab-f589da8b7073,2021/03/26,パン酵母　ぶーり　ｂｏｕｒｒｉｔ,パン酵母ぶりｂｏｕｒｒｉｔ,
個人,継続,10688,,Ragged oven (レゲッドベン),糸魚川市大字中野２６９,糸魚川市大字中野２６９,,025-559-2545,岡﨑　学,,,,,,,,,菓子製造業,,,1 - 138,0,0,2009年08月27日,2020年03月12日,2020年03月19日,2020年03月20日,2025年03月31日,,,,,,160,Ragged oven (レゲッドベン),025,025-559-2545,,,,糸魚川市大字中野２６９,新潟県糸魚川市中野２６９,,87996,15,15216,中野,2020/03/12,2009/08/27,2020/03/20,,2025/03/31,,岡﨑　学 ,,,,,,,,,1 - 138,継続,菓子製造業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,Ｒａｇｇｅｄｏｖｅｎレゲッドベン025-559-25458799615216,8a5ea9e0-aea5-40cc-9b0e-9b6195f252d4,,personal,c537806b-2261-43a5-9897-ee7f2fe7b614,2020/03/20,Ｒａｇｇｅｄ　ｏｖｅｎ　（レゲッドベン）,Ｒａｇｇｅｄｏｖｅｎレゲッドベン,
個人,新規,11340,,下杉　みどり,糸魚川市大字東中５３３,糸魚川市大字東中５３３,,025-558-2471,下杉　みどり,,,,,,,,,㉔ その他の食料品製造・加工業,,,3     ‐166 ,0,0,,令和 3年 12月 13日,,,,,,,,,160,下杉　みどり,025,025-558-2471,,,,糸魚川市大字東中５３３,新潟県糸魚川市東中５３３,,88012,15,15216,東中,2021/12/13,,,,,,下杉　みどり ,,,,,,,,,3     ‐166 ,新規,その他の食料品製造・加工業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,99,,下杉みどり025-558-24718801215216,67d0d9ba-85fe-4c11-ad9b-8df874aaca3d,,personal,e1e760e5-81e9-4096-8b2a-024ce4d120f8,2021/12/13,下杉　みどり,下杉みどり,
個人,継続,182,,精肉  山一,糸魚川市寺町３丁目８番４号,糸魚川市寺町３丁目８番４号,,552-1586,下澤  四郎治,,,,,,,,,食肉処理業,,,1 - 131,0,0,1987年10月06日,2020年03月10日,2020年03月19日,2020年03月20日,2025年03月31日,,,,,,160,精肉  山一,025,025-552-1586,,,,糸魚川市寺町３丁目８番４号,新潟県糸魚川市寺町３丁目８番４号,,87989,15,15216,寺町３,2020/03/10,1987/10/06,2020/03/20,,2025/03/31,,下澤  四郎治 ,,,,,,,,,1 - 131,継続,食肉販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,583,,精肉山一025-552-15868798915216,89dce737-4c7a-4379-b537-d7aa36b049b1,,personal,248e6ae4-4760-4565-83fb-3d4f5d661471,2020/03/20,精肉　山一,精肉山一,
個人,新規,182,,精肉  山一,糸魚川市寺町３丁目８番４号,糸魚川市寺町３丁目８番４号,,552-1586,下澤  四郎治,,,,,,,,,惣菜製造業,,,1 - 115,0,0,2019年03月21日,2019年03月05日,2019年03月20日,2019年03月21日,2024年03月31日,,,,,,160,精肉  山一,025,025-552-1586,,,,糸魚川市寺町３丁目８番４号,新潟県糸魚川市寺町３丁目８番４号,,87989,15,15216,寺町３,2019/03/05,2019/03/21,2019/03/21,,2024/03/31,,下澤  四郎治 ,,,,,,,,,1 - 115,新規,そうざい製造業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,精肉山一025-552-15868798915216,89dce737-4c7a-4379-b537-d7aa36b049b1,,personal,49978926-0bdc-4eb3-808b-3cb290ba5b69,2019/03/21,精肉　山一,精肉山一,
個人,新規,999,,加藤商店,糸魚川市大字能生２４８２番地３,糸魚川市大字能生２４８２番地３,,025-566-2153,加藤  敬喜,,,,,,,,,① 魚介類販売業（包装済みの魚介類のみの販売）,,,3     ‐103 ,0,0,,令和 3年 11月 15日,,,,,,,,,160,加藤商店,025,025-566-2153,,,,糸魚川市大字能生２４８２番地３,新潟県糸魚川市能生２４８２番地３,,88098,15,15216,能生,2021/11/15,,,,,,加藤  敬喜 ,,,,,,,,,3     ‐103 ,新規,魚介類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,加藤商店025-566-21538809815216,76c3a791-7d7f-4359-8501-cedb9306f85b,,personal,6dc1e509-9cff-4ada-abb5-ca4d39ce75dd,2021/11/15,加藤商店,加藤商店,
個人,新規,999,,加藤商店,糸魚川市大字能生２４８２番地３,糸魚川市大字能生２４８２番地３,,025-566-2153,加藤  敬喜,,,,,,,,,② 食肉販売業（包装済みの食肉のみの販売）,,,3     ‐103 ,0,0,,令和 3年 11月 15日,,,,,,,,,160,加藤商店,025,025-566-2153,,,,糸魚川市大字能生２４８２番地３,新潟県糸魚川市能生２４８２番地３,,88098,15,15216,能生,2021/11/15,,,,,,加藤  敬喜 ,,,,,,,,,3     ‐103 ,新規,食肉販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,583,,加藤商店025-566-21538809815216,76c3a791-7d7f-4359-8501-cedb9306f85b,,personal,76e16ae1-fe18-40c7-99fd-283960484df3,2021/11/15,加藤商店,加藤商店,
個人,新規,999,,加藤商店,糸魚川市大字能生２４８２番地３,糸魚川市大字能生２４８２番地３,,025-566-2153,加藤  敬喜,,,,,,,,,③ 乳類販売業,,,3     ‐103 ,0,0,,令和 3年 11月 15日,,,,,,,,,160,加藤商店,025,025-566-2153,,,,糸魚川市大字能生２４８２番地３,新潟県糸魚川市能生２４８２番地３,,88098,15,15216,能生,2021/11/15,,,,,,加藤  敬喜 ,,,,,,,,,3     ‐103 ,新規,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,加藤商店025-566-21538809815216,76c3a791-7d7f-4359-8501-cedb9306f85b,,personal,abfe8505-36e0-40fc-85df-611aa35ea783,2021/11/15,加藤商店,加藤商店,
個人,新規,999,,加藤商店,糸魚川市大字能生２４８２番地３,糸魚川市大字能生２４８２番地３,,025-566-2153,加藤  敬喜,,,,,,,,,⑦ 野菜果物販売業,,,3     ‐103 ,0,0,,令和 3年 11月 15日,,,,,,,,,160,加藤商店,025,025-566-2153,,,,糸魚川市大字能生２４８２番地３,新潟県糸魚川市能生２４８２番地３,,88098,15,15216,能生,2021/11/15,,,,,,加藤  敬喜 ,,,,,,,,,3     ‐103 ,新規,野菜果物販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,582,,加藤商店025-566-21538809815216,76c3a791-7d7f-4359-8501-cedb9306f85b,,personal,282e02c6-2f5f-46a2-ae13-f5e730984944,2021/11/15,加藤商店,加藤商店,
個人,新規,999,,加藤商店,糸魚川市大字能生２４８２番地３,糸魚川市大字能生２４８２番地３,,025-566-2153,加藤  敬喜,,,,,,,,,⑬ その他の食料・飲料販売業,,,3     ‐103 ,0,0,,令和 3年 11月 15日,,,,,,,,,160,加藤商店,025,025-566-2153,,,,糸魚川市大字能生２４８２番地３,新潟県糸魚川市能生２４８２番地３,,88098,15,15216,能生,2021/11/15,,,,,,加藤  敬喜 ,,,,,,,,,3     ‐103 ,新規,食料品販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,A,58,581,5811,加藤商店025-566-21538809815216,76c3a791-7d7f-4359-8501-cedb9306f85b,,personal,4b6f932b-be09-4b5c-9ee8-b43c04e5424e,2021/11/15,加藤商店,加藤商店,
個人,新規,999,,加藤商店,糸魚川市大字能生２４８２番地３,糸魚川市大字能生２４８２番地３,,025-566-2153,加藤  敬喜,,,,,,,,,魚介類販売業,調理行為をしないこと,,1 - 35,0,0,2017年06月16日,2017年06月12日,2017年06月15日,2017年06月16日,2023年05月31日,,,,2021年11月14日,,160,加藤商店,025,025-566-2153,,,,糸魚川市大字能生２４８２番地３,新潟県糸魚川市能生２４８２番地３,,88098,15,15216,能生,2017/06/12,2017/06/16,2017/06/16,,2023/05/31,,加藤  敬喜 ,,,,,,,,,1 - 35,新規,魚介類販売業,,調理行為をしないこと,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,加藤商店025-566-21538809815216,76c3a791-7d7f-4359-8501-cedb9306f85b,,personal,c62e67c8-14ea-4778-88f8-f133d58303b1,2017/06/16,加藤商店,加藤商店,
個人,新規,999,,加藤商店,糸魚川市大字能生２４８２番地３,糸魚川市大字能生２４８２番地３,,025-566-2153,加藤  敬喜,,,,,,,,,食肉販売業,包装食肉の販売に限る,,1072,0,0,1973年12月26日,1973年12月25日,1973年12月26日,1973年12月26日,,,,,2021年11月14日,,160,加藤商店,025,025-566-2153,,,,糸魚川市大字能生２４８２番地３,新潟県糸魚川市能生２４８２番地３,,88098,15,15216,能生,1973/12/25,1973/12/26,1973/12/26,,,,加藤  敬喜 ,,,,,,,,,1072,新規,食肉販売業,,包装食肉の販売に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,583,,加藤商店025-566-21538809815216,76c3a791-7d7f-4359-8501-cedb9306f85b,,personal,ea68ef54-e1be-441f-be04-eb2b3addb404,1973/12/26,加藤商店,加藤商店,
個人,新規,999,,加藤商店,糸魚川市大字能生２４８２番地３,糸魚川市大字能生２４８２番地３,,025-566-2153,加藤  敬喜,,,,,,,,,乳類販売業,,,1727,0,0,1968年10月25日,1968年07月11日,1968年10月25日,1968年10月25日,,,,,2021年11月14日,,160,加藤商店,025,025-566-2153,,,,糸魚川市大字能生２４８２番地３,新潟県糸魚川市能生２４８２番地３,,88098,15,15216,能生,1968/07/11,1968/10/25,1968/10/25,,,,加藤  敬喜 ,,,,,,,,,1727,新規,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,加藤商店025-566-21538809815216,76c3a791-7d7f-4359-8501-cedb9306f85b,,personal,6d5c0b22-3596-45af-b2e0-5ee6d19661b1,1968/10/25,加藤商店,加藤商店,
個人,継続,1129,居酒屋,肴や,糸魚川市大字能生７００７,糸魚川市大字能生７００７,,566-5285,加藤  幸二,,,,,,,,,飲食店営業（その他）,,,1 - 18,0,0,1996年07月03日,2021年05月17日,2021年05月27日,2021年05月28日,2026年05月31日,,,,,,160,肴や,025,025-566-5285,,,,糸魚川市大字能生７００７,新潟県糸魚川市能生７００７,,88098,15,15216,能生,2021/05/17,1996/07/03,2021/05/28,,2026/05/31,,加藤  幸二 ,,,,,,,,,1 - 18,継続,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,肴や025-566-52858809815216,54763316-42ed-45a6-89ad-86264246c21f,,personal,cd8076f4-1940-4d8f-a7a9-79750c7df280,2021/05/28,肴や,肴や,
