https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,業態,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社昭和イーティング,鈴木治,福岡市中央区渡辺通五丁目２３－８　サンライトビル９階,福岡市中央区渡辺通５丁目２３－８,サンライトビル９階,さわやかパークサイド新川,福岡県,北九州市戸畑区新川町２－１３,北九州市戸畑区新川町２－１３,,,① 飲食店営業,介護付き有料老人ホーム,2021-20759,2021/11/1,2021/11/1,2021/11/1,2028/10/31,,390,さわやかパークサイド新川,093,,,,,福岡県　北九州市戸畑区新川町２－１３,福岡県北九州市戸畑区新川町２－１３,,198588,40,40105,新川町,,2021/11/01,2021/11/01,2021/11/01,2028/10/31,株式会社昭和イーティング,鈴木治,,福岡市中央区渡辺通５丁目２３－８,福岡県福岡市中央区渡辺通５丁目２３－８,サンライトビル９階,200358,福岡県,福岡市中央区,渡辺通５,2021-20759,,飲食店営業, 介護付き有料老人ホーム,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,さわやかパクサイド新川19858840105,1d4bd8b7-4702-4ffb-aae3-d1ae620e1163,株式会社昭和イーティング200358,dfc80a90-b86f-473c-9a28-5b19685833a2,02a9ad86-0a47-4b57-9f18-d2ffc17d3573,2021/11/01,さわやかパークサイド新川,さわやかパクサイド新川,株式会社昭和イーティング
株式会社昭和イーティング,鈴木治,福岡市中央区渡辺通五丁目２３－８　サンライトビル９階,福岡市中央区渡辺通５丁目２３－８,サンライトビル９階,社会福祉法人一樹会特別養護老人ホーム　ハートフル片野,福岡県,北九州市小倉北区片野三丁目１３－１５,北九州市小倉北区片野３丁目１３－１５,,093-952-1855,① 飲食店営業,,2021-20827,2021/11/22,2021/11/22,2021/11/22,2028/11/30,,390,社会福祉法人一樹会特別養護老人ホーム　ハートフル片野,093,093-952-1855,,,,福岡県　北九州市小倉北区片野３丁目１３－１５,福岡県北九州市小倉北区片野３丁目１３－１５,,198697,40,40106,片野３,,2021/11/22,2021/11/22,2021/11/22,2028/11/30,株式会社昭和イーティング,鈴木治,,福岡市中央区渡辺通５丁目２３－８,福岡県福岡市中央区渡辺通５丁目２３－８,サンライトビル９階,200358,福岡県,福岡市中央区,渡辺通５,2021-20827,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,社会福祉法人一樹会特別養護老人ホムハトフル片野093-952-185519869740106,15a755d2-be41-491c-84bc-7b878b595f07,株式会社昭和イーティング200358,dfc80a90-b86f-473c-9a28-5b19685833a2,3ed1856c-61c9-4ce7-a42b-6b64c0fc6e6c,2021/11/22,社会福祉法人一樹会特別養護老人ホーム　ハートフル片野,社会福祉法人一樹会特別養護老人ホムハトフル片野,株式会社昭和イーティング
有限会社出雲そば,野津保弘,北九州市小倉北区鍛冶町一丁目４‐３,北九州市小倉北区鍛冶町１丁目４－３,,出雲そば,福岡県,北九州市小倉南区上葛原二丁目１４－１サンリブシティ小倉内フードコート内,北九州市小倉南区上葛原２丁目１４－１,サンリブシティ小倉内フードコート内,951-5700,① 飲食店営業,,2021-20779,2021/11/8,2021/11/8,2021/12/1,2027/11/30,,390,出雲そば,093,093-951-5700,,,,福岡県　北九州市小倉南区上葛原２丁目１４－１,福岡県北九州市小倉南区上葛原２丁目１４－１,サンリブシティ小倉内フードコート内,199032,40,40107,上葛原２,,2021/11/08,2021/11/08,2021/12/01,2027/11/30,有限会社出雲そば,野津保弘,,北九州市小倉北区鍛冶町１丁目４－３,福岡県北九州市小倉北区鍛冶町１丁目４－３,,198693,福岡県,北九州市小倉北区,鍛冶町１,2021-20779,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,出雲そば093-951-570019903240107,0ff7c665-f368-47a9-8dbd-4ea6b715747b,有限会社出雲そば198693,ec7d5905-80f3-4c31-b6fd-db41d2be7d74,f6a45f0d-5006-44c0-a50e-b1f0edfd8235,2021/11/08,出雲そば,出雲そば,有限会社出雲そば
株式会社　プラス・アルファ,横地宏志,北九州市八幡東区西本町４丁目１２－２,北九州市八幡東区西本町４丁目１２－２,,イタリア料理とワイン　アクア・ヴィータ,福岡県,北九州市八幡東区西本町四丁目１２－２,北九州市八幡東区西本町４丁目１２－２,,,① 飲食店営業,レストラン,2021-50058,2021/11/10,2021/11/10,2021/12/1,2027/11/30,,390,イタリア料理とワイン　アクア・ヴィータ,093,,,,,福岡県　北九州市八幡東区西本町４丁目１２－２,福岡県北九州市八幡東区西本町４丁目１２－２,,199311,40,40108,西本町４,,2021/11/10,2021/11/10,2021/12/01,2027/11/30,株式会社　プラス・アルファ,横地宏志,,北九州市八幡東区西本町４丁目１２－２,福岡県北九州市八幡東区西本町４丁目１２－２,,199311,福岡県,北九州市八幡東区,西本町４,2021-50058,,飲食店営業, レストラン,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,イタリア料理とワインアクアヴィタ19931140108,1402cc8f-467e-4117-83e3-9f1f00c9bc1d,株式会社プラス・アルファ199311,50ed5508-48e2-4224-83fe-05f2e894afc8,c6d0ba4c-956d-40f0-8a43-0d92aeeced24,2021/11/10,イタリア料理とワイン　アクア・ヴィータ,イタリア料理とワインアクアヴィタ,株式会社プラス・アルファ
いち和株式会社,本田一郎,北九州市若松区有毛２４６４,北九州市若松区有毛２４６４,,かねやす,福岡県,北九州市若松区有毛２７１０－１,北九州市若松区有毛２７１０－１,,,① 飲食店営業,割烹旅館,2021-40086,2021/11/2,2021/11/2,2021/11/2,2027/11/30,,390,かねやす,093,,,,,福岡県　北九州市若松区有毛２７１０－１,福岡県北九州市若松区有毛２７１０－１,,198402,40,40103,有毛,,2021/11/02,2021/11/02,2021/11/02,2027/11/30,いち和株式会社,本田一郎,,北九州市若松区有毛２４６４,福岡県北九州市若松区有毛２４６４,,198402,福岡県,北九州市若松区,有毛,2021-40086,,飲食店営業, 割烹旅館,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,かねやす19840240103,f0a5c6c9-afc8-4afc-9f3a-365440c1166d,いち和株式会社198402,4e108bb1-ebca-487c-93d8-fb4ad88d2c02,a16b8708-593b-4638-bb84-6be99bc057ef,2021/11/02,かねやす,かねやす,いち和株式会社
山本恵美,,,,,大切な人を応援するためのお菓子～応援菓～やまもとしふぉん,福岡県,北九州市小倉北区井堀一丁目１３－１４,北九州市小倉北区井堀１丁目１３－１４,,,① 飲食店営業,テイクアウト,2021-20695,2021/11/2,2021/11/2,2021/11/2,2026/11/30,,390,大切な人を応援するためのお菓子～応援菓～やまもとしふぉん,093,,,,,福岡県　北九州市小倉北区井堀１丁目１３－１４,福岡県北九州市小倉北区井堀１丁目１３－１４,,198671,40,40106,井堀１,,2021/11/02,2021/11/02,2021/11/02,2026/11/30,,山本恵美 ,,,,,,,,,2021-20695,,飲食店営業, テイクアウト,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,大切な人を応援するためのお菓子応援菓やまもとしふぉん19867140106,a50ed462-5867-4ead-bca3-a5811d6a1302,,personal,2e37d0c0-9936-421f-aa7c-a98392c06adb,2021/11/02,大切な人を応援するためのお菓子～応援菓～やまもとしふぉん,大切な人を応援するためのお菓子応援菓やまもとしふぉん,
山本恵美,,,,,大切な人を応援するためのお菓子～応援菓～やまもとしふぉん,福岡県,北九州市小倉北区井堀一丁目１３－１４,北九州市小倉北区井堀１丁目１３－１４,,,⑪ 菓子製造業,テイクアウト,2021-20696,2021/11/2,2021/11/2,2021/11/2,2026/11/30,,390,大切な人を応援するためのお菓子～応援菓～やまもとしふぉん,093,,,,,福岡県　北九州市小倉北区井堀１丁目１３－１４,福岡県北九州市小倉北区井堀１丁目１３－１４,,198671,40,40106,井堀１,,2021/11/02,2021/11/02,2021/11/02,2026/11/30,,山本恵美 ,,,,,,,,,2021-20696,,菓子製造業, テイクアウト,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,,,大切な人を応援するためのお菓子応援菓やまもとしふぉん19867140106,a50ed462-5867-4ead-bca3-a5811d6a1302,,personal,dd7599a1-a6d3-4426-a879-a44e6630d98f,2021/11/02,大切な人を応援するためのお菓子～応援菓～やまもとしふぉん,大切な人を応援するためのお菓子応援菓やまもとしふぉん,
安藤　有砂香,,,,,Re:ward,福岡県,北九州市門司区柳町一丁目３－１０２F,北九州市門司区柳町１丁目３－１０,２F,,① 飲食店営業,一般食堂,2021-10082,2021/11/8,2021/11/8,2021/11/8,2027/11/30,,390,Re:ward,093,,,,,福岡県　北九州市門司区柳町１丁目３－１０,福岡県北九州市門司区柳町１丁目３－１０,２F,198376,40,40101,柳町１,,2021/11/08,2021/11/08,2021/11/08,2027/11/30,,安藤　有砂香 ,,,,,,,,,2021-10082,,飲食店営業, 一般食堂,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,Ｒｅｗａｒｄ19837640101,630e058e-7fa5-4887-bdff-5bf13f1c287c,,personal,4c326239-8c06-4d18-82c5-9ab185163c3c,2021/11/08,Ｒｅ：ｗａｒｄ,Ｒｅｗａｒｄ,
有限会社おんどる,安田栄和,遠賀郡水巻町古賀２丁目２番７号,遠賀郡水巻町古賀２丁目２番７号,,焼肉すきしゃぶおんどる小倉魚町銀天街店,福岡県,北九州市小倉北区魚町二丁目2‐１０,北九州市小倉北区魚町２丁目２－１０,,,① 飲食店営業,,2021-20728,2021/11/9,2021/11/9,2021/12/1,2027/11/30,,390,焼肉すきしゃぶおんどる小倉魚町銀天街店,093,,,,,福岡県　北九州市小倉北区魚町２丁目２－１０,福岡県北九州市小倉北区魚町２丁目２－１０,,198681,40,40106,魚町２,,2021/11/09,2021/11/09,2021/12/01,2027/11/30,有限会社おんどる,安田栄和,,遠賀郡水巻町古賀２丁目２番７号,福岡県遠賀郡水巻町古賀２丁目２番７号,,204281,福岡県,遠賀郡水巻町,古賀２,2021-20728,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,焼肉すきしゃぶおんどる小倉魚町銀天街店19868140106,81e4d2c0-24de-4e62-ba5f-dc57f114d494,有限会社おんどる204281,8babe2f1-ae00-4989-82e4-d3a3f0129b6d,14e3d4f0-eeaa-4837-9bac-b6c17904fc0d,2021/11/09,焼肉すきしゃぶおんどる小倉魚町銀天街店,焼肉すきしゃぶおんどる小倉魚町銀天街店,有限会社おんどる
山家眞,,,,,山家醤油,福岡県,北九州市小倉南区大字新道寺３２１,北九州市小倉南区大字新道寺３２１,,093-451-0011,⑳ みそ又はしょうゆ製造業,,2021-30074,2021/11/4,2021/11/4,2021/12/1,2026/11/30,,390,山家醤油,093,093-451-0011,,,,福岡県　北九州市小倉南区大字新道寺３２１,福岡県北九州市小倉南区新道寺３２１,,198936,40,40107,新道寺,,2021/11/04,2021/11/04,2021/12/01,2026/11/30,,山家眞 ,,,,,,,,,2021-30074,,みそ製造業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,,,山家醤油093-451-001119893640107,2060f023-28bb-48e6-baf2-46440df58295,,personal,7ca03b9a-6c9f-4bf3-b5c5-df6a40cca959,2021/11/04,山家醤油,山家醤油,
平山秀子,,,,,かあちゃん,福岡県,北九州市八幡東区中央二丁目３－１４,北九州市八幡東区中央２丁目３－１４,,093-672-7327,① 飲食店営業,食堂,2021-50060,2021/11/1,2021/11/1,2021/11/1,2027/10/31,,390,かあちゃん,093,093-672-7327,,,,福岡県　北九州市八幡東区中央２丁目３－１４,福岡県北九州市八幡東区中央２丁目３－１４,,199297,40,40108,中央２,,2021/11/01,2021/11/01,2021/11/01,2027/10/31,,平山秀子 ,,,,,,,,,2021-50060,,飲食店営業, 食堂,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,かあちゃん093-672-732719929740108,9eed7f9b-527b-4cf7-b356-aba8313fea03,,personal,a192eccf-1d3b-4d47-98ba-ff048b7ebf68,2021/11/01,かあちゃん,かあちゃん,
濵田良一,,,,,フランス菓子　春のまち５丁目,福岡県,北九州市八幡東区春の町五丁目５－１,北九州市八幡東区春の町５丁目５－１,,093-883-8586,⑪ 菓子製造業,,2021-50061,2021/11/1,2021/11/1,2021/11/1,2027/10/31,,390,フランス菓子　春のまち５丁目,093,093-883-8586,,,,福岡県　北九州市八幡東区春の町５丁目５－１,福岡県北九州市八幡東区春ノ町５丁目５－１,,199320,40,40108,春の町５,,2021/11/01,2021/11/01,2021/11/01,2027/10/31,,濵田良一 ,,,,,,,,,2021-50061,,菓子製造業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,,,フランス菓子春のまち５丁目093-883-858619932040108,10fa11bd-5deb-41f2-a963-7650738bf5c7,,personal,ca546e6c-2a40-4667-a683-3825029bfe31,2021/11/01,フランス菓子　春のまち５丁目,フランス菓子春のまち５丁目,
北村陽子,,,,,「信州」おふくろの味あづみ野,福岡県,北九州市門司区柳町二丁目１－１０,北九州市門司区柳町２丁目１－１０,,,① 飲食店営業,一般食堂,2021-10084,2021/11/1,2021/11/1,2021/12/1,2027/11/30,,390,「信州」おふくろの味あづみ野,093,,,,,福岡県　北九州市門司区柳町２丁目１－１０,福岡県北九州市門司区柳町２丁目１－１０,,198377,40,40101,柳町２,,2021/11/01,2021/11/01,2021/12/01,2027/11/30,,北村陽子 ,,,,,,,,,2021-10084,,飲食店営業, 一般食堂,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,信州おふくろの味あづみ野19837740101,678077f0-22c8-4852-963b-9e734df72522,,personal,b108dd5a-e909-4ba5-b061-9a51e6ea974d,2021/11/01,「信州」おふくろの味あづみ野,信州おふくろの味あづみ野,
有限会社　二見開発,二見喜太郎,北九州市小倉北区藍島２７５－１,北九州市小倉北区藍島２７５－１,,有限会社二見開発,福岡県,北九州市小倉北区藍島１３１番地,北九州市小倉北区藍島１３１番地,,,⑯ 水産製品製造業,,2021-20717,2021/11/2,2021/11/2,2021/11/2,2027/11/30,,390,有限会社二見開発,093,,,,,福岡県　北九州市小倉北区藍島１３１番地,福岡県北九州市小倉北区藍島１３１番地,,198644,40,40106,藍島,,2021/11/02,2021/11/02,2021/11/02,2027/11/30,有限会社　二見開発,二見喜太郎,,北九州市小倉北区藍島２７５－１,福岡県北九州市小倉北区藍島２７５－１,,198644,福岡県,北九州市小倉北区,藍島,2021-20717,,水産製品製造業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,92,,有限会社二見開発19864440106,a9892d2a-1e45-43e7-a3e2-a39c2970916e,有限会社二見開発198644,e84914a6-b7bc-4b1d-afcc-0d9b93950651,79dd7dfa-428c-4cba-a861-afac93606202,2021/11/02,有限会社二見開発,有限会社二見開発,有限会社二見開発
株式会社サン・ルート ,原光範,北九州市小倉北区堺町１－８－９　のれん村１ｆ,北九州市小倉北区堺町１－８－９,のれん村１F,九州の宴,福岡県,北九州市小倉北区船場町４－２７船場クリスタビル２Ｆ,北九州市小倉北区船場町４－２７,船場クリスタビル２Ｆ,093-541-0250,① 飲食店営業,,2021-20750,2021/11/4,2021/11/4,2021/12/1,2027/11/30,,390,九州の宴,093,093-541-0250,,,,福岡県　北九州市小倉北区船場町４－２７,福岡県北九州市小倉北区船場町４－２７,船場クリスタビル２Ｆ,198801,40,40106,船場町,,2021/11/04,2021/11/04,2021/12/01,2027/11/30,株式会社サン・ルート ,原光範,,北九州市小倉北区堺町１－８－９,福岡県北九州市小倉北区堺町１－８－９,のれん村１F,198760,福岡県,北九州市小倉北区,堺町１,2021-20750,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,九州の宴093-541-025019880140106,add02575-4ec0-490d-b6b0-7a2142eb691d,株式会社サン・ルート　198760,7483d1dd-69ff-4ce1-a78e-dbed8a94c65a,153fe37b-7d3e-40e0-9f54-5512f50ce148,2021/11/04,九州の宴,九州の宴,株式会社サン・ルート　
株式会社サン・ルート ,原光範,北九州市小倉北区堺町１－８－９　のれん村１ｆ,北九州市小倉北区堺町１－８－９,のれん村１F,うわさの小鉄,福岡県,北九州市小倉北区馬借一丁目３‐１１ARK IN 976 1F,北九州市小倉北区馬借１丁目３－１１,ARK IN ９７６ １F,093-541-2122,① 飲食店営業,,2021-20751,2021/11/1,2021/11/1,2021/12/1,2027/11/30,,390,うわさの小鉄,093,093-541-2122,,,,福岡県　北九州市小倉北区馬借１丁目３－１１,福岡県北九州市小倉北区馬借１丁目３－１１,ARK IN ９７６ １F,198834,40,40106,馬借１,,2021/11/01,2021/11/01,2021/12/01,2027/11/30,株式会社サン・ルート ,原光範,,北九州市小倉北区堺町１－８－９,福岡県北九州市小倉北区堺町１－８－９,のれん村１F,198760,福岡県,北九州市小倉北区,堺町１,2021-20751,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,うわさの小鉄093-541-212219883440106,103b4cb7-30ea-4693-b3c5-99cac919eb7a,株式会社サン・ルート　198760,7483d1dd-69ff-4ce1-a78e-dbed8a94c65a,a48bcb2e-168c-4de9-8482-d6938d7e3776,2021/11/01,うわさの小鉄,うわさの小鉄,株式会社サン・ルート　
